text,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm,vader_norm_winsorized,vader_norm_scaled,textblob_norm_winsorized,textblob_norm_scaled,llama3_norm_winsorized,llama3_norm_scaled,mean_scaled,vader_norm_no_outliers,textblob_norm_no_outliers,llama3_norm_no_outliers,mean_no_outliers,vader_norm_norm,vader_norm_smooth,vader_norm_final,textblob_norm_norm,textblob_norm_smooth,textblob_norm_final,llama3_norm_norm,llama3_norm_smooth,llama3_norm_final,mean_norm,mean_smooth,mean_final,normalized_time
"The image is a film poster for the movie ""Art Directors"". The poster prominently features a list of names, presumably the directors involved in the film. The text on the poster is black and white, giving it a classic and timeless feel. The layout of the poster is such that the list of names takes up most of the space, indicating their importance. The background of the poster is white, which contrasts with the black text and makes the information stand out. The overall design of the poster suggests a sense of professionalism and seriousness about the film's production.",0.5719,0.0925925925925926,0.5,0.1299434484023996,0.1903655865802074,0.1093867334954556,0.1299434484023996,0.6435511546459999,0.1903655865802074,0.5234647299478292,0.1093867334954556,0.48919846340686346,0.5520714493335642,0.6435511546459999,0.5234647299478292,0.48919846340686346,0.5520714493335642,0.6435511546459999,0.5866341969894378,0.2644818389022633,0.5234647299478292,0.5598366116694965,0.9728966983921911,0.48919846340686346,0.6108055433542889,0.9623247790718916,0.5520714493335642,0.5857587840044074,0.8036329073800837,0.0
"The image presents a striking contrast between the black background and the gray foreground. The gray foreground is slightly blurred, adding depth to the image. On the right side of this gray foreground, there's a small white square. This square contains a black and white image of a person's face. The person in the image has a neutral expression, their eyes are closed, suggesting a moment of contemplation or rest. The overall composition is simple yet evocative, with the stark contrast between the black background and the gray foreground drawing attention to the small white square and the image within it.",0.0,-0.0453968253968253,0.7,0.116575317222509,0.1825770377672791,0.1281589926550264,0.116575317222509,0.6308683319865239,0.1825770377672791,0.5158320237913799,0.1281589926550264,0.5056599085244764,0.5507867547674601,0.6308683319865239,0.5158320237913799,0.5056599085244764,0.5507867547674601,0.6308683319865239,0.583653903504218,0.24859127951040558,0.5158320237913799,0.5572173042623021,0.9604350091944929,0.5056599085244764,0.6067464945584417,0.9435602595040762,0.5507867547674601,0.5825392341083206,0.7868415175535398,0.0024271844660194173
"The image presents a vibrant scene from the St. Theatre, where a poster for ""New York's Favorite Husband & Wife"" is prominently displayed. The poster, encased in a gold frame, is affixed to a wall with two screws at the top corners. It features a blue background adorned with a red curtain and a white archway, adding a touch of theatrical charm. The poster itself is a visual treat, showcasing an illustration of a man and a woman dressed in formal attire. The text on the poster announces ""Every night at seven Closing week"", indicating the show's schedule and duration. A notable detail is the number ""49th year St. Theatre"", suggesting that this theatre has been in operation for nearly five decades. The overall composition of the image, with its theatrical elements and the anticipation of a closing performance, evokes a sense of nostalgia and excitement. The precise placement of objects and the careful attention to detail contribute to creating an engaging visual narrative.",0.9661,0.1723905723905723,0.7,0.1040028041543898,0.1765361973865561,0.1451331237246504,0.1040028041543898,0.6189403405955685,0.1765361973865561,0.5099120558138361,0.1451331237246504,0.5205445702291027,0.5497989888795024,0.6189403405955685,0.5099120558138361,0.5205445702291027,0.5497989888795024,0.6189403405955685,0.5807133320950963,0.2329125133572124,0.5099120558138361,0.5545192279435235,0.9475985668494904,0.5205445702291027,0.6026013494124611,0.9243977263305989,0.5497989888795024,0.5792779698170272,0.7698325685358351,0.0048543689320388345
"The image portrays a scene from the movie ""Forrest Gump"". The central figure is Forrest Gump, portrayed by Tom Hanks. He is seated on a throne-like chair that is adorned with red curtains and gold trim. The room in which he sits has a white ceiling and walls, providing a stark contrast to the vibrant colors of his attire and surroundings. Forrest Gump is dressed in a blue suit and tie, adding a touch of formality to the scene. His facial expression is one of deep thought, suggesting that he is lost in contemplation or perhaps reminiscing about past events. The camera angle is from a low angle, looking up at Forrest Gump, which gives him an imposing presence and emphasizes his significance in the scene. The lighting is soft and diffused, casting gentle shadows and highlighting the textures of the room's interior. The framing of the image places Forrest Gump as the focal point, with the throne-like chair and red curtains serving to draw attention to him. The composition of the image balances these elements, creating a harmonious visual effect. Overall, this image captures a poignant moment from ""Forrest Gump"", using color, lighting, framing, and composition to convey the character's introspective mood.",0.8625,0.0010416666666666,0.7,0.0922029211950202,0.1721079789301754,0.160359873116559,0.0922029211950202,0.6077453709350835,0.1721079789301754,0.5055724424807316,0.160359873116559,0.5338969481876585,0.5490715872011579,0.6077453709350835,0.5055724424807316,0.5338969481876585,0.5490715872011579,0.6077453709350835,0.5778127907660988,0.2174471826823798,0.5055724424807316,0.5517384927122982,0.9343688641817399,0.5338969481876585,0.5983693507700388,0.904833679350443,0.5490715872011579,0.5759735447494787,0.7525985168041781,0.007281553398058252
"The image portrays a scene from the movie ""The Grand Budapest Hotel"". The central figure is Adrien Brody, portraying the character Dmitri Desgoffe-und-Taxis. He is seated on an ornate throne-like chair, which is set against a backdrop of a red curtain and gold trim. The room's walls are painted in alternating stripes of red and gold. Dmitri Desgoffe-und-Taxis is dressed in a striking blue uniform adorned with gold epaulettes and a matching hat. His attire stands out vividly against the rich colors of the room. In his right hand, he holds a small black object, which appears to be a piece of paper or parchment. The object seems significant, perhaps related to the plot of the movie. Dmitri's facial expression is one of deep thought and concern, suggesting that he is in the midst of an important decision or revelation. His body language further emphasizes this, as he leans forward slightly with his elbows resting on the arms of the chair. The overall composition of the image places Dmitri at the center, drawing the viewer's attention directly to him and his actions. The use of color, lighting, and framing all contribute to creating a sense of drama and tension in this still from ""The Grand Budapest Hotel"".",0.9442,0.112608225108225,0.6,0.0811526803413788,0.169157295890274,0.1738899872429837,0.0811526803413788,0.5972616134670201,0.169157295890274,0.5026808002576,0.1738899872429837,0.5457615420670598,0.5485679852638933,0.5972616134670201,0.5026808002576,0.5457615420670598,0.5485679852638933,0.5972616134670201,0.57495201461985,0.2021938750855865,0.5026808002576,0.5488716502663779,0.9207294954533112,0.5457615420670598,0.5940509639095001,0.8848702694922321,0.5485679852638933,0.5726248762652427,0.7351337159054524,0.009708737864077669
"The image portrays a scene from the movie ""The King's Speech"". The central figure is Colin Firth, portraying the character of King George VI. He is seated on a throne, adorned with red curtains and gold trimmings, signifying his royal status. His attire consists of a blue suit, complete with a crown resting on his head, further emphasizing his regal persona. Firth's facial expression is one of deep thought, suggesting a moment of contemplation or decision-making. The camera angle places him in the center of the frame, drawing attention to his expression and posture. The lighting is dim, casting a somber mood over the scene. The background features a red curtain with gold trimmings, complementing the throne's design. The color palette is dominated by shades of blue, red, and gold, creating a visually striking contrast. Firth's body language and gestures are subtle yet expressive, reflecting his character's introspective nature. The props and costumes, such as the crown and the suit, are meticulously detailed, enhancing the authenticity of the scene. The depth of field is shallow, focusing on Firth while subtly blurring the background elements. This technique draws focus to Firth and his expression, making it a powerful element in this image. The character positioning and interaction are minimalistic yet effective, with Firth's solitary presence on the throne emphasizing his central role in the scene. Visual effects and post-processing techniques have been used to subtly enhance the colors and lighting, adding depth and dimension to the scene without overpowering the original elements. Overall, the image is a testament to the film-maker's attention to detail and ability to evoke emotions through carefully chosen elements of Facial Expression, Camera Angle, Lighting, Framing and Composition, Setting and Background, Color, Body Language and Gestures, Props and Costumes, Depth of Field, Character Positioning and Interaction, Visual Effects and Post-Processing.",0.7869,0.0566091954022988,0.42,0.0708290935904439,0.1675490617589887,0.185774212516156,0.0708290935904439,0.5874672586533285,0.1675490617589887,0.5011047456099745,0.185774212516156,0.556182851534223,0.5482516185991754,0.5874672586533285,0.5011047456099745,0.556182851534223,0.5482516185991754,0.5874672586533285,0.5721302635683835,0.1871486445085518,0.5011047456099745,0.5459157552073416,0.9066664475554026,0.556182851534223,0.5896476701323955,0.864514344644063,0.5482516185991754,0.5692312296360403,0.717434333903721,0.012135922330097085
"The image captures a moment from the movie ""The King's Speech"" featuring Colin Firth in his role as King George VI. He is seated on an ornate throne, adorned with red curtains and gold accents, which is set against a backdrop of a castle-like setting. Firth, portraying the character with a regal demeanor, is dressed in a blue military uniform complemented by a crown resting on his head. His facial expression reflects deep thought as he gazes into the distance, suggesting a moment of contemplation or decision-making. The overall composition of the image, including the positioning of Firth and the throne, along with the color palette and lighting, contributes to the historical and royal ambiance of the scene.",0.2023,-0.0142857142857142,0.6,0.0612091729391939,0.1671481900284566,0.1960632953483077,0.0612091729391939,0.5783404969559591,0.1671481900284566,0.5007118950033891,0.1960632953483077,0.5652053762560642,0.5480859227384708,0.5783404969559591,0.5007118950033891,0.5652053762560642,0.5480859227384708,0.5783404969559591,0.5693464080749631,0.17230546839991281,0.5007118950033891,0.5428684072323489,0.8921683007409855,0.5652053762560642,0.5851617854873514,0.8437766116345435,0.5480859227384708,0.5657922002648877,0.6994982606451126,0.014563106796116504
"This image captures a scene from the movie ""Mary Poppins"". The central figures are Mary Poppins and Bertie, who are positioned on a red carpet. Mary Poppins is dressed in her iconic white dress and has a yellow umbrella in hand. Bertie, wearing a black suit, is seated on a throne-like chair adorned with gold accents. The backdrop features a blue sky with fluffy clouds, adding to the whimsical atmosphere of the scene. The overall composition and elements used in this image contribute to its nostalgic charm and enchanting storytelling.",0.7906,-0.0787878787878788,0.8,0.0522699303846073,0.1678195941908145,0.2048079821516698,0.0522699303846073,0.5698595188368627,0.1678195941908145,0.5013698649033772,0.2048079821516698,0.5728736158994994,0.5480343332132463,0.5698595188368627,0.5013698649033772,0.5728736158994994,0.5480343332132463,0.5698595188368627,0.5665990047192457,0.15765665061940626,0.5013698649033772,0.5397277771841997,0.8772263525612919,0.5728736158994994,0.5805963008550676,0.8226708969639793,0.5480343332132463,0.5623076942528373,0.6813250064047013,0.01699029126213592
"The image captures a heartwarming scene from the movie ""Beauty and the Beast"". In the center of the frame, Belle, dressed in a white ball gown, is dancing with the Beast, who is adorned in a blue suit. They are holding hands, their bodies moving in harmony as they glide across the dance floor. The background features a grand hall, its high ceiling and ornate decorations adding to the majesty of the scene. A red carpet underfoot contrasts beautifully with the white ball gown of Belle and the blue suit of the Beast. The image is taken from a low angle, looking up at the dancers, emphasizing their elegance and grace. The lighting is soft and warm, casting gentle shadows and highlighting the intricate details of their costumes. The overall composition of the image, with its focus on the dancers and the grandeur of the setting, evokes a sense of enchantment and romance that is characteristic of the movie's fairy tale theme.",0.9865,0.1495555555555555,0.85,0.0439883779236625,0.1694281877381995,0.2120590193384742,0.0439883779236625,0.5620025147579898,0.1694281877381995,0.5029462717754726,0.2120590193384742,0.5792320701314448,0.5480602855549691,0.5620025147579898,0.5029462717754726,0.5792320701314448,0.5480602855549691,0.5620025147579898,0.5638863631337265,0.14319317833478415,0.5029462717754726,0.5364926197363945,0.8618346782166031,0.5792320701314448,0.5759547401492798,0.801213491283598,0.5480602855549691,0.5587779076731334,0.6629155937919778,0.019417475728155338
"The image captures a heartwarming scene from the movie ""Beauty and the Beast"". In the center of the frame, Belle, dressed in a white ball gown with a red sash, is seen dancing with the Beast, who is adorned in a blue coat and holding a yellow rose. They are moving towards each other on a red carpet, which adds a vibrant contrast to their outfits. The background features a grand hall with gold columns and a red curtain, enhancing the royal ambiance of the scene. The lighting is diffused, casting soft shadows and highlighting the characters' expressions. The camera angle is low, making the characters appear larger than life, emphasizing their importance in this moment. Belle's facial expression is one of joy and freedom as she moves with the Beast, who seems to be enjoying the dance as well. Their body language suggests a shared happiness and connection between them. The props and costumes, including Belle's ball gown and the Beast's blue coat, are meticulously designed and detailed, adding depth to the scene. The visual effects in this image are minimal yet effective, focusing on enhancing the characters' expressions and the overall mood of the scene. The post-processing has been done carefully to ensure that the colors remain vibrant and the details are sharp, making the image a beautiful representation of this iconic movie moment.",0.9934,0.1839080459770114,0.85,0.0363415275533378,0.1718388841627483,0.2178671533209521,0.0363415275533378,0.5547476751812906,0.1718388841627483,0.5053087320852084,0.2178671533209521,0.5843252386188167,0.5481272152951052,0.5547476751812906,0.5053087320852084,0.5843252386188167,0.5481272152951052,0.5547476751812906,0.5612066056685361,0.12890504014719803,0.5053087320852084,0.5331622754770842,0.8459901404709105,0.5843252386188167,0.571241033795986,0.7794225645044449,0.5481272152951052,0.5552033049805356,0.6442724451458338,0.021844660194174755
