video_vader_norm,video_textblob_norm,video_llama3_norm,transcript_vader_norm,transcript_textblob_norm,transcript_llama3_norm,video_mean,transcript_mean,video_mean_norm,transcript_mean_norm,video_mean_smooth,transcript_mean_smooth,video_mean_final,transcript_mean_final,normalized_time
0.6435511546459999,0.5234647299478292,0.48919846340686346,0.3069902509852728,0.24242424242424243,0.9333333333333332,0.5520714493335642,0.4942492755809495,0.5520714493335642,0.4942492755809495,0.5887789791811753,0.37473661284935883,0.8273009017783267,-2.905237329959629,0.0
0.6393029246169721,0.5209080836580267,0.49471237835682813,0.3069902509852728,0.24242424242424243,1.1102230246251565e-16,0.5516411288772757,0.18313816446983844,0.5516411288772757,0.18313816446983844,0.5876493529362448,0.3759226110724947,0.8213481748006098,-2.8687032491925146,0.0008130081300813008
0.6350546945879444,0.5183514373682242,0.5002262933067928,0.3069902509852728,0.24242424242424243,0.0,0.5512108084209871,0.1831381644698384,0.5512108084209871,0.1831381644698384,0.586515225437261,0.37710430040151377,0.8153717278212052,-2.8323019017487807,0.0016260162601626016
0.6308101466626655,0.5158031458988066,0.5057325166303527,0.3069902509852728,0.24242424242424243,0.6,0.550781936397275,0.3831381644698384,0.550781936397275,0.3831381644698384,0.5853765257569054,0.37828161482008105,0.8093711870784681,-2.796035321228535,0.0024390243902439024
0.6268147544243944,0.5138201972754342,0.5107182732338534,0.3069902509852728,0.06060606060606061,0.6,0.550451074977894,0.3225321038637778,0.550451074977894,0.3225321038637778,0.5842331879349676,0.379454516023376,0.8033462049856418,-2.759904687592574,0.0032520325203252032
0.6228193621861231,0.5118372486520618,0.5157040298373543,0.7029661895872226,0.1262626262626263,0.0,0.5501202135585131,0.27640960528328296,0.5501202135585131,0.27640960528328296,0.5830851509224398,0.3806229715608475,0.7972964598362524,-2.723911000463857,0.004065040650406504
0.6188311213793686,0.5098697181227815,0.5206748373311374,0.3069902509852728,0.09090909090909091,0.0,0.5497918922777625,0.1326331139647879,0.5497918922777625,0.1326331139647879,0.5819323585169709,0.38178695763579984,0.7912216554639759,-2.6880549928876696,0.004878048780487805
0.6150812616231737,0.5084161240632376,0.5251473411676618,0.3069902509852728,0.24242424242424243,0.0,0.549548242284691,0.1831381644698384,0.549548242284691,0.1831381644698384,0.5807747592982229,0.38294647074518473,0.7851215209019914,-2.6523367727736566,0.005691056910569106
0.6113314018669787,0.5069625300036935,0.5296198450041862,0.04770794440987347,0.24242424242424243,0.6,0.5493045922916194,0.2967107289447053,0.5493045922916194,0.2967107289447053,0.5796123065630813,0.38410154456699586,0.7789958100415609,-2.6167553026881043,0.0065040650406504065
0.6075919500940875,0.5055301257652711,0.5340705763907717,0.3069902509852728,0.24242424242424243,0.7333333333333333,0.5490642174167101,0.42758260891428285,0.5490642174167101,0.42758260891428285,0.5784449582534106,0.3852522454171657,0.7728443012513271,-2.581308539801955,0.007317073170731707
