text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
we're awfully quiet tonight janie,104.64,4.96,107.12,0.0,0.0,-0.7,-0.0053697458198154755,-0.19229523806464455,-0.1690868608501949
i've been trying to think of just the,108.24,2.8,109.64,0.0,0.0,-0.7,-0.006328961860471382,-0.1938928055122354,-0.16915156243903062
right way to ask you to turn around and,109.6,4.159,111.6795,0.0,0.2857142857142857,0.4,-0.007094113459665072,-0.1951630664246659,-0.16920552548848933
go back on this road oh can't do it,111.04,4.88,113.48,0.0,0.0,0.2,-0.00776133022008822,-0.196267667647576,-0.1692543084324476
sweetie i mean it allen i'd like you to,113.759,4.561,116.0395,0.6908,-0.3125,0.4,-0.008696515673125236,-0.19781090096915233,-0.16932542879001167
turn around please,115.92,4.799,118.3195,0.3182,0.0,0.4,-0.009516484514775873,-0.19915901536329514,-0.1693904610903732
what's the matter jane,118.32,4.24,120.44,0.0258,0.0,-0.7,-0.010268066093053812,-0.2003904285811982,-0.16945229710722776
i i tried to tell you before we left,120.719,4.241,122.8395,0.0,0.0,-0.5,-0.01110577429508926,-0.20175794870011993,-0.16952376659420204
home i just don't like being patronized,122.56,4.08,124.6,-0.2755,0.0,-0.7,-0.011711812788144465,-0.20274386292486846,-0.16957716768662537
that's all i don't think i could take,124.96,4.32,127.12,0.0,0.0,-0.7,-0.012566713559268926,-0.20412955346093223,-0.16965495347464107
another evening of it patronized oh,126.64,4.48,128.88,0.0,0.0,-0.7,-0.013155028531693364,-0.20507955883790985,-0.16971017420470622
sweetheart ralph is one of the nicest,129.28,4.48,131.52,0.8076946798905151,0.0,0.7,-0.014024053431037568,-0.20647727473707048,-0.16979430215976932
guys no it isn't ralph,131.12,4.96,133.6,-0.296,0.0,-0.7,-0.014697420549833152,-0.20755553623186393,-0.16986161599854557
this diamond-studded wife,133.76,4.4,135.95999999999998,0.0,0.0,0.6,-0.015449406353432716,-0.20875454685488926,-0.16993901628271238
looking down her nose at me like like a,136.08,3.76,137.96,0.6124,-0.1555555555555555,-0.7,-0.016076714808754732,-0.209750437061837,-0.1700054054461741
big ugly house up there looks down on,138.16,4.0,140.16,-0.5106,-0.2851851851851851,-0.7,-0.016756236296967347,-0.21082458293791095,-0.1700792148698689
please i'm just not going slow down find,142.16,4.48,144.4,0.3182,-0.2277777777777778,0.7,-0.018034945993724693,-0.21283206509726724,-0.17022353974923934
a place to turn oh jane you're crazy,144.239,4.161,146.3195,-0.34,-0.6,0.4,-0.018600520314096085,-0.21371388410290065,-0.1702896746344998
alice likes you please alan i mean it,146.64,4.52,148.89999999999998,0.6249,-0.3125,0.7,-0.019347854416664735,-0.21487301111040683,-0.17037926329264105
i'm just not going,148.4,13.0,154.9,0.0,0.0,-0.7,-0.02102825542392739,-0.21745211399451744,-0.17059003012040852
what are you trying to do send us off,162.56,2.0,163.56,0.0,0.0,0.4,-0.023314058418971557,-0.22089187595311233,-0.17089807494975262
all right we'll turn around we told him,167.76,4.79,170.155,0.0,0.2857142857142857,-0.7,-0.024945758601701815,-0.22329063507654828,-0.17113352662606132
we'd be there but we'll turn around,170.879,11.681,176.71949999999998,0.0,0.0,-0.7,-0.026477655515016605,-0.22549161704620319,-0.17136670663724565
that guy almost hit us he threw,182.56,4.56,184.84,0.0,0.0,-0.4,-0.028247158970041694,-0.22796049023480155,-0.17165093753783292
something it's in the back,184.319,2.801,185.7195,0.0,0.0,-0.7,-0.02843056639224624,-0.2282112257698083,-0.1716813157240127
feels if there's paper in it paper,192.959,6.881,196.3995,0.0,0.0,0.3,-0.03053097723575152,-0.23099988047354972,-0.17204139997955328
feels like open it they throw it in yes,196.239,8.121,200.2995,0.6369,0.0,0.3,-0.031240241599052258,-0.23190160431355653,-0.1721679390888891
maybe it's filling allen open it,199.84,4.52,202.1,0.0,0.0,0.2,-0.031557385856646684,-0.23229711041014992,-0.17222529263028005
quick alan get in,228.08,5.14,230.65,0.0,0.3333333333333333,0.6,-0.03573838794710321,-0.23685889101825874,-0.17301452704128298
he's after us jane the bag was intended,246.08,2.88,247.52,0.0,0.0,0.2,-0.03748557248914882,-0.23809809358288253,-0.17333769145098596
what are you trying to do,257.68,3.72,259.54,0.0,0.0,0.2,-0.038417193784445344,-0.2383516159943485,-0.17348271588242875
we've lost him,277.6,4.72,279.96000000000004,-0.3182,0.0,-0.7,-0.039426131802727866,-0.2376317257305925,-0.173533192132628
slow down i'll take the wheel,279.199,9.791,284.09450000000004,0.0,-0.2277777777777778,0.4,-0.03954519641845739,-0.2373153273027834,-0.17350960370330143
well you almost killed us doing it but,289.28,4.32,291.44,-0.2625,-0.2,-0.7,-0.03968790908231156,-0.23661558828935364,-0.17343687019061163
we got away from it now what happens,290.8,4.56,293.08,0.0,0.0,-0.5,-0.03970788630200464,-0.23643560845821573,-0.17341504730512564
hasn't hit you yet alan,293.6,3.599,295.39950000000005,0.0,0.0,0.8,-0.03972880893974892,-0.23616641399473062,-0.1733805965889684
the money was literally thrown in our,295.36,2.72,296.72,0.0,0.0,0.4,-0.039736901623968486,-0.23600553548195993,-0.17335908101571418
no one in the world knows we have it get,298.08,3.76,299.96,-0.296,0.0,0.6,-0.039745093249047944,-0.23558751696164823,-0.17330033745941392
a hold of yourself jane william it's a,300.479,3.521,302.2395,0.0,0.0,0.2,-0.039740986828766194,-0.23527372569994087,-0.17325385210573216
bag of dynamite that was a payoff,301.84,4.16,303.92,0.1779,0.0,0.6,-0.03973277415115655,-0.23503204804701275,-0.17321680584205487
probably blackmail we turned that bag,304.0,4.96,306.48,0.0,0.0,-0.7,-0.03971185635064576,-0.23464712251079045,-0.17315577032884022
over to the police of it,306.0,2.96,307.48,0.0,0.0,0.3,-0.03970094197866503,-0.23449129188231382,-0.17313040050675443
don't stop alan he's almost a block,309.6,4.13,311.665,-0.1861,0.0,0.2,-0.03963866644100716,-0.2338060627277608,-0.17301474389823487
what are you two so scared about who's,344.88,3.68,346.72,-0.5777,0.0,0.4,-0.03810518510701483,-0.22605434639333633,-0.17138831740735314
scared you are didn't you ever get a,346.88,4.92,349.34,-0.4404,0.0,0.2,-0.037920980277309294,-0.2253369425976981,-0.17121535344700586
ticket before,348.56,3.24,350.18,0.0,0.0,-0.7,-0.037859954824477036,-0.22510304235392326,-0.17115827161466304
it's supposed to be a big secret officer,352.479,4.241,354.5995,0.0,-0.2,0.4,-0.03752328000196768,-0.22384156742925795,-0.17084474158943705
but we're on our way to las vegas we're,354.56,5.12,357.12,0.0,0.0,0.5,-0.037319628797511814,-0.22309912175917937,-0.17065585530397692
the old-fashioned kind we're located,356.72,4.88,359.16,0.5267,0.6,0.3,-0.03714867058071197,-0.22248610376891154,-0.17049753353504343
you're still gonna get a ticket,359.68,3.92,361.64,0.0,0.0,-0.7,-0.036933510136155576,-0.22172639628755195,-0.17029842384663157
the next time you make a turn signal you,361.6,4.159,363.6795,0.0,0.0,-0.7,-0.03675058436870523,-0.22108982305285135,-0.17012915849604532
think you can remember that i i'm afraid,363.6,4.48,365.84,0.0,-0.6,-0.7,-0.03655096092378938,-0.2204039539406293,-0.1699443533140332
my mind wasn't on my driving you're,365.759,4.0,367.759,0.0,0.0,-0.7,-0.03636864358010114,-0.21978487794304255,-0.16977541375744754
nervous mac it's the bride that's,368.08,3.76,369.96,-0.2732,0.0,0.4,-0.03615377532733226,-0.21906347870223156,-0.16957603962946946
supposed to be jittery,369.759,5.44,372.479,0.0,0.0,0.3,-0.035900369518613286,-0.21822309254266745,-0.16934042569795266
get going all right,371.84,3.359,373.5195,0.0,0.2857142857142857,0.6,-0.03579337887769046,-0.21787139717415954,-0.16924076528686038
what's the matter with you jane what,377.12,4.72,379.48,0.0258,0.0,-0.7,-0.03515464892274492,-0.21580588840561307,-0.16864311859511813
were you planning on doing with that,378.639,3.201,380.2395,0.0,0.0,-0.5,-0.03507012969386645,-0.2155365413927174,-0.1685636539432732
i don't know,385.6,2.64,386.92,0.0,0.0,0.2,-0.034296702223980534,-0.21310846551256904,-0.16783176462221158
you had a chance to give up the money,391.84,4.16,393.92,0.25,0.0,-0.7,-0.03342948645519638,-0.21045286033828955,-0.16700002540569814
why didn't you take it,393.36,4.24,395.48,0.0,0.0,0.2,-0.03322844956863031,-0.20984581716743306,-0.16680541639854404
i'm just asking myself that same,396.0,3.919,397.9595,0.0,0.0,-0.7,-0.03290316842486208,-0.20886972051027225,-0.16648904960319602
we'll take it up to the apartment,399.919,3.521,401.6795,0.0,0.0,0.4,-0.03240204280139582,-0.2073796551358562,-0.16599798658306314
look at it,403.44,3.479,405.1795,0.0,0.0,0.2,-0.03191637234751759,-0.20595000939309277,-0.16551772615833818
i don't see him alan what about kathy i,421.28,4.24,423.4,0.0,0.0,0.3,-0.029173293470541106,-0.19808906247980046,-0.16272165150026613
wonder if she came home yet i think she,423.599,6.04,426.619,0.0,0.0,0.2,-0.02865248374827688,-0.19662995030530467,-0.16217431492793696
went to a show hurry,425.52,4.119,427.5795,0.0,0.0,0.4,-0.028495042534160003,-0.19619062089530145,-0.16200780278065438
just call me dragon,436.16,4.159,438.2395,0.0,0.0,0.7,-0.026686103268598296,-0.19119561819565964,-0.16005931185440608
i'm afraid you did start this little did,438.24,4.48,440.48,0.0,-0.39375,-0.7,-0.026291823870526882,-0.19011858926487807,-0.1596259292177031
my sister come in yet pete uh no i don't,440.319,4.481,442.5595,-0.296,0.0,-0.7,-0.025921599110265894,-0.1891107106190153,-0.159216138330509
you folks been away,445.84,3.44,447.56,0.0,0.0,0.3,-0.025014714577543395,-0.18665511752983047,-0.15820063516937954
just some things mr palmer had in,449.28,4.44,451.5,0.0,0.0,0.2,-0.02428390970252337,-0.18468907668288614,-0.15737016060747783
did you lock the door yes,476.8,5.849,479.7245,0.4019,0.0,0.4,-0.018654529320982487,-0.1698521495790916,-0.15060471910728354
well that wasn't very smart be a great,486.96,3.44,488.68,0.5755,0.5392857142857144,-0.7,-0.016733763738290695,-0.16488926446865895,-0.1481447297557592
time for kathy or someone to come in now,488.879,2.401,490.0795,0.0,0.0,-0.7,-0.01642815076333072,-0.16410345129481477,-0.1477460925707862
wouldn't it,490.4,4.16,492.48,0.0,0.0,0.2,-0.015900600984665062,-0.1627493076302768,-0.1470532660402388
you said you wanted to look at it alan,491.28,4.96,493.76,0.0,0.0,0.3,-0.01561758939870432,-0.16202404491450254,-0.14667913105164015
look at it,494.56,4.319,496.7195,0.0,0.0,0.3,-0.014958741436235191,-0.16033875496085606,-0.14580147578153252
50s and 20s,496.24,5.28,498.88,0.0,0.0,0.5,-0.014473857336434783,-0.15910115621776247,-0.14514957473707293
there must be thousands here yeah,498.879,5.6,501.679,0.296,0.0,0.7,-0.013840846481547365,-0.15748881322171457,-0.1442908561741794
probably a hundred thousand,501.52,7.44,505.24,0.0,0.0,0.4,-0.013027769789807409,-0.15542315053663236,-0.14317506281545933
it's all money the numbers are different,504.479,6.321,507.6395,0.0,0.0,0.8,-0.012475103120431288,-0.1540223641455563,-0.14240837052870592
you can make it work for us for the rest,508.96,3.759,510.8395,0.0,0.0,0.7,-0.011732175391189894,-0.15214337884086748,-0.141367141664015
of our lives,510.8,3.84,512.72,0.0,0.0,0.7,-0.01129250345785538,-0.15103348938356406,-0.14074518181532875
stop it genie if we don't report this,512.719,5.12,515.279,-0.296,0.0,0.4,-0.010690588196270171,-0.14951650723655346,-0.13988674460486744
it's a felony the same as stealing it,514.64,5.36,517.3199999999999,-0.7588775835540158,0.0,0.5,-0.010207578644857124,-0.14830120664936552,-0.13919203859812823
it's a blind alley with a big barred,517.839,4.88,520.2790000000001,-0.4019,-0.25,-0.7,-0.009502776733529877,-0.1465309660342659,-0.13816893869145694
gate at the end,520.0,2.719,521.3595,0.0,0.0,0.4,-0.009244091955550229,-0.14588213542945838,-0.1377906200559333
let's not try to use it darling,524.32,4.24,526.44,0.5859,0.0,-0.7,-0.008018491342040933,-0.1428144622200441,-0.13597758364419865
let's just hide it someplace and then,526.56,3.6,528.3599999999999,-0.1779,0.0,-0.7,-0.007551417543864452,-0.1416480596151987,-0.1352776183751626
not touch it till we know it's safe,528.56,4.279,530.6995,0.4404,0.5,0.2,-0.006979469271609998,-0.14022170295072992,-0.13441365735854527
it'll never be safe it just won't,530.16,4.239,532.2795,-0.3412,0.5,-0.7,-0.0065914710360184155,-0.13925528315106764,-0.13382326388876983
what is it jane i just don't understand,534.399,4.241,536.5195,0.0,0.0,-0.7,-0.005543520272118913,-0.13664973535378963,-0.13221117492095458
you i've tried to give you everything,536.88,3.92,538.84,0.0,0.0,-0.7,-0.004965921877798389,-0.13521646552367458,-0.13131165744333206
you wanted everything i could yes you,538.64,3.52,540.4,0.4019,0.0,-0.7,-0.004576038781832514,-0.13425010114010041,-0.13070004668209076
give me a dozen down payments,540.8,5.719,543.6595,0.0,-0.1555555555555555,0.7,-0.0037573854788810488,-0.13222380687777963,-0.1294044343420294
installments for the rest of our lives,542.16,4.359,544.3394999999999,0.0,0.0,-0.7,-0.0035859220356943087,-0.13179988271027113,-0.12913115878017298
we won't touch it allen,554.48,3.08,556.02,0.0,0.0,0.7,-0.0006059146884031062,-0.12445701079883892,-0.1242815172707146
we'll simply leave it where we,556.08,4.61,558.385,-0.0516,0.0,0.3,5.096815092420215e-06,-0.12295697504492571,-0.12326494999804471
hide it quick,569.279,3.481,571.0195,-0.1779,0.3333333333333333,0.3,0.00330917270124665,-0.11487527064801022,-0.11764835852644749
hello cathy pete said you're asking,586.48,4.64,588.8000000000001,0.0,0.0,0.2,0.008059853280979388,-0.10333479300552814,-0.10925539494338263
about me oh yes,588.64,4.639,590.9594999999999,0.4019,0.0,0.7,0.008643846459166878,-0.10192200859663039,-0.10820040605300878
alan was wondering if you're home,591.12,4.159,593.1995000000001,0.0,0.0,0.2,0.009251053447933005,-0.10045434171112916,-0.10709844567354707
well i am and since you're twisting my,593.279,4.801,595.6795,0.2732,0.0,-0.7,0.009924974986168608,-0.0988269138671832,-0.10586952630926152
arm i'll come in,595.279,2.801,596.6795,0.0,0.0,0.4,0.010197195528078793,-0.09816997700132786,-0.10537139738457767
where's my dear brother oh he'll be out,599.6,4.72,601.96,0.3818,0.0,0.6,0.01163899923814077,-0.09469464433291314,-0.10271695855195888
in a moment,601.92,4.32,604.0799999999999,0.0,0.0,0.4,0.012219808889002119,-0.09329656279518607,-0.10164018388529901
how are things at the office well they,604.32,3.68,606.1600000000001,0.2732,0.0,0.2,0.012790689917779187,-0.09192341973637887,-0.10057775085281363
gave my boss a promotion the other day,606.24,3.279,607.8795,0.0,-0.125,0.7,0.013263369484735924,-0.0907872482184387,-0.09969507797658678
maybe they'll get around to giving me a,608.0,3.44,609.72,0.34,0.0,-0.7,0.013770028461099638,-0.08957016091239543,-0.09874598788985396
raise later you sound as if you're going,609.519,3.841,611.4395,0.0,0.2,0.2,0.01424402469351849,-0.08843223732850962,-0.09785534824185295
to make a life's work out of it you,611.44,3.6,613.24,0.0,0.0,0.6,0.014740993926735908,-0.08723988065763988,-0.09691874789863268
sound as if you hadn't heard of the man,613.36,2.96,614.84,0.0,0.4,-0.7,0.015183154718531253,-0.0861796332222621,-0.09608307191404714
one second thought maybe you haven't,616.32,3.519,618.0795,0.0,0.0,0.3,0.016079852107445444,-0.08403119493171435,-0.09438161185339387
greetings cathy hi,620.88,4.399,623.0794999999999,0.4215,0.0,0.4,0.017467398597195455,-0.08071116618383295,-0.09173154006967739
how are you,622.8,7.159,626.3795,0.0,0.0,0.2,0.01838530258905957,-0.07851775531958939,-0.08996730444991284
i don't say fine cause you look awful,625.279,4.68,627.619,-0.5562,-0.2916666666666666,0.7,0.01873046990731777,-0.07769352893535586,-0.08930165227843825
