text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
good evening and welcome to Full Moon,31.72,4.839,34.1395,0.7096,0.6166666666666667,0.4,0.03184228695364628,-0.013909858966433694,0.389759876411741
matina I'm your host the detective,33.76,4.959,36.2395,0.0,0.0,0.7,0.03222290952858927,-0.01561557750506514,0.38684303420551125
bringing you the finest crime dramas and,36.559,4.48,38.799,-0.5423,0.0,0.7,0.032684684836845404,-0.017641193130876007,0.3833918409141098
film Noir from the Golden Age of,38.719,5.68,41.559,0.0,0.3,0.7,0.033179884451559276,-0.01976044323852249,0.37979666424094355
Hollywood tonight's picture is from,41.039,6.561,44.319500000000005,0.0,0.0,0.4,0.0336721782817204,-0.021813254048461652,0.37633028631096693
1948 The dark past starring William,44.399,7.64,48.219,0.0,-0.2,0.3,0.034362208785408035,-0.02460055959246541,0.3716508551097377
Holden Nina fos Lee J Cobb and Adele,47.6,8.0,51.6,0.0,0.0,0.2,0.03495509811686235,-0.026911997224302344,0.3677960443995607
Jurgens it's directed by Rudolph M and,52.039,7.961,56.0195,0.0,0.0,0.2,0.03572208310313598,-0.029788263966746747,0.36303506426915955
its cinematographer is Joseph Walker now,55.6,7.44,59.32,0.0,0.0,0.4,0.03628862068310868,-0.03183057900176626,0.35968097177712843
this picture and it's made by Colombia,60.0,6.64,63.32,0.0,0.0,0.4,0.03696767149734279,-0.034186523370812544,0.3558421008023885
pictures this is a remake of,63.04,7.24,66.66,0.0,0.0,0.2,0.03752803364799684,-0.03605511654845447,0.3528228050486297
1939's blind alley which was also by,66.64,6.44,69.86,-0.4019,-0.5,0.5,0.038058980455391314,-0.037762433318699655,0.3500859103193912
Colombia and it's based on a play that,70.28,5.26,72.91,0.34,0.0,0.4,0.0385594296064172,-0.03931518623548034,0.34761671104477687
was written by James,73.08,3.6,74.88,0.0,0.0,0.2,0.03887966666209602,-0.040279900420346064,0.3460930388463003
Warwick now this is it's something of a,76.68,6.72,80.04,0.0,0.0,0.3,0.03970685331173668,-0.04266670964313421,0.34236171351689704
psychological Thriller uh much like we,80.52,5.639,83.3395,0.4404,0.1,0.4,0.040226646482606855,-0.0440883008253479,0.34016866507072563
see in a lot of British noirs from this,83.4,4.6,85.7,0.0,0.0,0.4,0.04059397017642265,-0.04505605353981338,0.3386900528229459
era you know it just seemed like the,86.159,4.96,88.63900000000001,0.3612,0.0,0.2,0.04104586612594541,-0.04620429153521543,0.33695249455932674
British had a penchant uh they like to,88.0,5.759,90.8795,0.3612,0.0,0.3,0.04138620055933276,-0.04703788707442453,0.3357037340218185
do a lot of noirs that had like a,91.119,5.881,94.0595,0.3612,0.0,0.3,0.04186289895181635,-0.04815983112993804,0.33404197627621135
psychological aspect to them and not,93.759,6.04,96.779,0.0,0.0,0.2,0.04226450780534102,-0.04906307452544217,0.3327220191661247
that Hollywood didn't do any like that,97.0,5.24,99.62,-0.2755,0.0,-0.7,0.042677935081524794,-0.04995207904717327,0.3314407712908059
but they seem to be fewer in,99.799,5.521,102.5595,0.0,0.0,0.2,0.04309894230530474,-0.0508139945168746,0.33021815481306577
number and so on that aspect it kind of,102.24,6.72,105.6,0.0772,0.6,0.2,0.04352700315055881,-0.05164445506636869,0.3290615670076452
reminds me of a British Noir but this is,105.32,6.52,108.58,0.0,0.0,0.5,0.04393904737259051,-0.052399031783012334,0.32803235673578107
an American,108.96,2.88,110.4,0.0,0.0,0.4,0.04418696808829034,-0.05283136086716243,0.32745364129647125
Film now it's about a deranged killer,112.28,6.64,115.6,-0.6486,0.0,0.4,0.044879304187863914,-0.05394946061883256,0.3260034343944488
who escapes prison and takes a,116.159,5.401,118.8595,-0.4215,0.0,-0.7,0.045300859882756256,-0.05456343141517877,0.32524399358385425
psychiatrist family and their weekend,118.92,7.08,122.46,0.0,0.0,0.5,0.04575504955665223,-0.05516547616144264,0.32453494436018837
guest hostage but the doctor is unshaken,121.56,7.52,125.32,0.0,0.0,-0.7,0.04610704191680834,-0.055587735428556315,0.32406635043143506
and he helps the uh he helps the Killer,126.0,5.84,128.92,-0.0258,0.0,0.4,0.04653878105622361,-0.056050121254529246,0.32359235332657305
by trying to decipher a recurring,129.08,5.239,131.6995,0.0,0.0,0.3,0.046863293476283506,-0.056355331290623846,0.3233124288332663
nightmare that he thinks may be the,131.84,4.2,133.94,0.0,0.0,-0.7,0.04711916630148731,-0.056569047732299454,0.3231400114156357
cause of his,134.319,4.401,136.5195,0.0,0.0,0.2,0.0474073328790609,-0.056779916450375265,0.322999025076165
crimes so from,136.04,7.23,139.655,0.0,0.0,-0.7,0.047748193558165654,-0.056986326559484615,0.32290856158371706
