text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
anybody at home,107.06,3.05,108.585,0.0,0.0,0.2,0.2303283164744124,0.06453719177379812,0.08408934802723775
mr. Penton yes could I speak to you from,325.78,4.96,328.26,0.4019,0.0,0.2,0.19517624579020262,0.09967765932684723,0.11070392545215396
loving please is the business matter,328.76,4.89,331.205,0.743,0.6,0.4,0.19558687834061603,0.09984500403351607,0.11094608156132384
well it's rather urgent oh all right,330.74,10.23,335.855,0.4404,0.2857142857142857,0.4,0.19625724763697946,0.10009546915301484,0.11132201075106628
come in Thanks oh yeah that's it sure,333.65,9.09,338.195,0.7506,0.35,0.8,0.1966042684839236,0.10021518792490786,0.11150820847585302
dad Thanks,340.97,5.58,343.76000000000005,0.4404,0.2,0.7,0.19745381792276806,0.10048308016731605,0.11194299433571345
I don't think I know you I know we,342.74,4.98,345.23,0.0,0.0,0.4,0.19768362280752108,0.10054992068305178,0.11205595263792094
haven't met officially but you must have,346.55,3.21,348.15500000000003,0.0,0.0,0.2,0.19814718801944453,0.10067808389471487,0.11227836223757609
noticed me quite a lot recently but,347.72,5.52,350.48,0.0,0.0,0.2,0.1985213845553044,0.10077539218613965,0.112452911345125
hello we're on the mantelpiece I've been,349.76,5.7,352.61,0.0,0.0,0.2,0.1988684223461557,0.10086101295649075,0.1126110788643935
there for some time now I was there,353.24,3.54,355.01,0.0,0.0,0.4,0.19926405529509394,0.1009534711496262,0.1127872976499723
watching you every time you came to make,355.46,3.18,357.04999999999995,0.0,0.0,0.5,0.19960399024500253,0.10102873417631059,0.11293541711331945
up to my wife in fact I should have,356.78,2.73,358.145,0.0,0.0,-0.7,0.19978777714443732,0.10106787814806731,0.11301429022474117
thought that any man with a touch of,358.64,2.4,359.84,0.0,0.0,0.6,0.2000740175476424,0.10112674998374373,0.11313550987521809
finer feeling would have turned me to,359.51,2.76,360.89,0.128,0.0,0.4,0.200252365026525,0.10116217400419292,0.1132100701303571
the wall or at least covered me with,361.04,1.77,361.925,0.0,-0.3,0.2,0.20042891024951853,0.1011963120114585,0.11328316699990573
you're lee Wallen that's right I thought,362.81,7.65,366.635,0.0,0.2857142857142857,0.8,0.20124108340344463,0.10134194432355931,0.1136108115295376
that you were in America Vivian had a,368.12,3.48,369.86,0.0,0.0,0.3,0.2018047486436481,0.10143254224788097,0.11383041918579197
cable from yesterday,370.46,3.18,372.05,0.0,0.0,0.2,0.20219063826496989,0.10148987784888827,0.1139773501924917
what will these husband's do next I,371.6,4.38,373.79,0.0,0.0,0.2,0.2024988800504611,0.10153303381280562,0.11409282100253404
suppose we didn't tell Joe that we'd,373.64,4.83,376.055,0.0,0.0,0.2,0.20290212886873246,0.10158604760256183,0.11424144714243484
been mean what well that's we'd be not,375.98,5.1,378.53,0.2732,-0.3125,-0.4,0.20334511388712914,0.10163991016494485,0.11440167172158033
together very nicely put I didn't mind,378.47,4.02,380.48,0.4927,0.7572781044982239,0.7,0.20369567662200533,0.10167937510222548,0.11452630298011132
the going out is the staying in the die,381.08,3.51,382.835,-0.5994,0.0,-0.7,0.20412064451795958,0.10172356666391903,0.11467492978257166
objected to I don't know what you mean,382.49,5.16,385.07,0.0,-0.3125,-0.7,0.20452535974743494,0.1017620170140846,0.1148140693372694
