text,start,duration,time_midpoint,vader,textblob,llama3
do they say how big he is,124.32,4.28,126.46,0.0,0.0,0.2
respectful silence is the least,130.399,4.361,132.5795,0.4588,0.1,-0.7
would you say the dead man made a,145.04,3.68,146.88,-0.6486,-0.2,0.7
reluctant corpse,146.4,4.32,148.56,-0.6908,0.0,0.5
a loose tongue soon loses his mouth,148.72,4.159,150.7995,-0.5574,-0.18846153846153846,-0.7
captain orsini,150.72,3.84,152.64,0.0,0.0,-0.7
a wise tongue never needs to repeat,152.879,3.201,154.4795,0.4767,0.7,-0.7
itself tonight as demand nor does a,154.56,5.0,157.06,-0.128,0.0,0.7
competent assassin,156.08,3.48,157.82000000000002,0.3182,0.5,-0.7
duke assad,179.44,3.24,181.06,0.0,0.0,0.2
we have suffered a most tragic loss,199.12,4.8,201.52,-0.8431,-0.125,-0.9
my dear sister lucrecia has broken his,202.0,2.959,203.4795,-0.128,-0.4,-0.7
the court will observe a proper period,204.959,4.321,207.1195,0.0,0.0,0.2
of mourning,206.879,5.761,209.7595,-0.4404,0.0,-0.7
how long to locker one year my lordship,209.28,5.2,211.88,0.0,-0.05,0.2
the dead must not place too great a,214.48,3.92,216.44,-0.8222,0.30000000000000004,0.4
burden on the living it's my belief that,216.319,5.92,219.279,-0.4404,0.0,-0.7
everything even death can be turned into,218.4,3.839,220.3195,-0.5994,0.0,0.8
profit our army's whole peso remini,224.84,4.28,226.98,0.4404,0.2,0.6
we're on the road to orbino bologna,229.12,6.08,232.16,0.0,0.0,0.7
sienna all tuscany the center of italy,232.799,4.16,234.879,0.0,-0.1,0.7
from coast to coast will be ours then,235.2,5.72,238.06,0.0,0.0,0.8
inevitably milan,236.959,3.961,238.9395,0.0,0.0,0.4
and venice,241.12,4.88,243.56,0.0,0.0,0.5
but this devil begotten ferality,243.12,5.199,245.7195,-0.7964,0.0,-0.7
stands blocking our progress,246.0,4.4,248.2,0.0516,0.0,0.8
you guarina you're the military genius,248.319,4.081,250.3595,0.0,-0.1,-0.7
how would you take it perhaps with ten,250.4,4.08,252.44,0.0,0.0,0.4
thousand troops,252.4,4.72,254.76,0.0,0.0,0.5
or a woman,254.48,2.64,255.8,0.0,0.0,0.2
we will walk into ferrara through a,259.68,4.32,261.84000000000003,0.0,0.0,0.5
by arranging a marriage between my,264.0,4.4,266.2,0.0,0.0,-0.7
recently willed sister to crazier and uh,265.919,5.041,268.4395,-0.0258,0.0,-0.7
alfonso the servant of the duke your,268.4,4.079,270.43949999999995,0.0,0.0,0.4
knows that your destiny is negotiating,272.479,3.761,274.3595,0.0,0.0,0.3
such a marriage with the french king,274.24,4.32,276.40000000000003,0.0,0.0,0.6
alfonso's blacksmith he needs a lusty,276.24,3.84,278.16,0.0,0.0,0.4
woman not one of those,278.56,4.88,281.0,0.0,0.0,0.7
frail french birds and who will convey,280.08,5.6,282.88,0.0,0.0,0.2
this delicate information,283.44,4.479,285.6795,0.0516,-0.3,0.4
who but a man is quick that deceit is a,292.72,5.12,295.28000000000003,-0.6124,0.3333333333333333,0.3
he must have the grace of a dancer the,298.0,3.759,299.8795,0.4215,0.0,0.3
wrist of an assassin,299.759,3.521,301.5195,0.0,0.0,0.7
he must have little regard for good,301.759,2.88,303.199,0.3892,0.25625,-0.7
yet by his astuteness be able to confuse,304.639,4.56,306.919,-0.2263,0.5,0.4
men's minds,307.44,3.52,309.2,0.0,0.0,0.2
must have confidence in himself yet not,309.199,4.081,311.2395,0.5106,0.0,0.2
permit that confidence to render him in,310.96,4.239,313.0795,0.5106,0.0,0.6
he must charm as a snake charms a bird,315.199,6.641,318.5195,0.6808,0.0,0.7
yet he must make no friends,318.96,4.48,321.2,-0.3724,0.0,-0.7
except those that can be of use to him,321.84,3.28,323.48,0.0,0.0,-0.7
and for the same reason although we make,323.44,3.759,325.3195,0.0,0.0,0.2
use of love,325.12,5.12,327.68,0.6369,0.5,0.8
he must not love,327.199,3.041,328.71950000000004,-0.5216,-0.25,-0.7
he may go now all of you,336.88,4.72,339.24,0.0,0.0,0.2
andre orsini,347.039,3.481,348.7795,0.0,0.0,-0.7
you question me,353.84,2.88,355.28,0.0,0.0,-0.5
you're pleased with my choice,370.0,3.52,371.76,0.4404,0.5,0.7
i've never questioned your lordship's,372.08,2.88,373.52,0.0762,0.0,0.2
don esteban was,374.96,4.079,376.9995,0.0,0.0,0.2
annoyed on esteban is easily annoying,376.8,4.56,379.08,-0.4404,-0.6000000000000001,-0.7
don't underestimate him andre i remember,379.039,4.481,381.2795,0.2235,0.0,0.6
that in this race for glory's always,381.36,4.48,383.6,0.0,0.0,0.7
just behind you ready to ask you if you,383.52,4.48,385.76,0.3612,-0.1,0.2
should lose a single step i have learned,385.84,4.24,387.96,-0.4019,-0.07142857142857142,0.4
that if my wits are quick my feet will,388.0,4.24,390.12,0.0,0.3333333333333333,0.7
be quick enough,390.08,5.76,392.96,0.0,0.16666666666666666,0.7
you've learned something else today,392.24,3.6,394.04,0.0,0.0,0.4
why your sister's husband was sent to,395.919,4.241,398.0395,0.0,0.0,-0.7
another world,397.52,2.64,398.84,0.0,0.0,0.6
one life is little enough to pay for all,401.52,6.16,404.6,-0.0352,-0.09375,0.8
ferrara so long as it's not mine,403.759,6.081,406.7995,0.0,-0.05,0.4
you are a complete rogue,412.08,5.92,415.04,0.0,0.1,-0.8
i need someone that can follow my mind,415.44,4.159,417.5195,0.0,0.0,0.7
who can keep his eyes fixed on the,418.0,3.199,419.5995,0.0,0.1,0.2
ultimate goal,419.599,4.081,421.6395,0.0,0.0,0.8
