text,start,duration,time_midpoint,vader,textblob,llama3
my name is Joe harmony this is my,72.79,8.369,76.9745,0.4019,0.0,-0.7
stomping ground I'm a scout for the army,76.76,7.32,80.42,0.0,0.0,0.4
had my work cut out for me for a long,81.159,3.601,82.9595,-0.2732,-0.05,0.6
behind that pass there's the whole,86.89,8.17,90.975,0.0,-0.1,0.3
patchy nation they used to come swarming,90.86,6.54,94.13,0.0,0.0,0.3
out of that past killing everything in,95.06,7.77,98.945,-0.6597,-0.25,-0.7
sight then we built a fort fort,97.4,9.51,102.155,0.0,0.0,0.7
invincible plugged up the past just like,102.83,9.179,107.4195,0.6908,-0.25,0.6
a cork in a bottle things was fine for a,106.91,10.67,112.245,0.2023,0.4166666666666667,0.2
while but then patchi's is pretty smart,112.009,9.331,116.6745,0.8338,0.23214285714285715,0.4
one day the bottle blew the cork plumb,117.58,5.91,120.535,0.0,0.0,0.4
that's two sous boss all apaches fellow,204.2,6.48,207.44,0.0,0.0,0.2
they started this whole business is step,208.01,4.95,210.485,0.0,0.2,0.4
aside corporal the army doesn't shoot,210.68,5.97,213.665,0.2584,0.0,-0.7
prisoners Joe our civilian take him back,212.96,6.99,216.455,-0.5106,0.0,0.4
to Fort Winston with us you crazy,216.65,5.37,219.335,-0.34,-0.6,0.4
this ain't no common engine he's just,219.95,3.93,221.915,0.2235,0.15,0.6
about as near to of God as a fella can,222.02,3.27,223.655,0.2732,0.1,0.8
get it shoot him now,223.88,3.96,225.86,-0.34,0.0,0.8
things are quiet down without to so,225.29,3.99,227.285,0.0,-0.07777777777777779,-0.7
sternum up the rest of them engines,227.84,3.27,229.475,0.0,0.0,0.6
would get reasonable just as fast as,229.28,4.05,231.305,0.0,0.2,0.4
they can but you take him in alive,231.11,3.33,232.775,0.5267,0.1,0.4
you'll have every Apache in the,233.33,3.39,235.025,0.0,0.0,0.4
territory coming after him we had three,234.44,4.31,236.595,0.0,0.0,0.5
years of this you can stop it right now,236.72,6.05,239.745,-0.296,0.2857142857142857,-0.7
we'll take him back to Winston Joe,238.75,7.71,242.605,0.0,0.0,-0.7
suit yourself dick,242.77,3.69,244.615,-0.5106,0.0,0.3
lieutenant yes if you tailor man to,255.959,3.821,257.8695,0.4019,0.0,0.4
return the fourth Winston have mentor,258.22,3.09,259.76500000000004,0.0,0.0,0.4
Colonel gentlemen we're bringing two so,259.78,3.9,261.73,0.0,0.0,0.4
said yes sir and put a burial detail of,261.31,3.81,263.215,0.4019,0.0,0.2
the works I want this place looking like,263.68,7.11,267.235,0.4215,0.0,0.4
a cavalry post of holy leave it's all he,265.12,10.64,270.44,-0.0516,0.0,0.4
ever cares about leave it looking neat,270.79,4.97,273.27500000000003,0.7003,0.0,0.6
and the prison over to the garden,323.729,4.021,325.7395,-0.5106,0.0,0.4
dismissed the detail yes sir,325.659,17.371,334.3445,0.4019,0.0,0.3
detail dismount running through that,327.75,19.0,337.25,0.0,0.0,0.4
pass like a bunch of crazy oh stop that,343.03,6.18,346.11999999999995,-0.2732,-0.6,0.6
noise right there stands this fellow,346.75,3.18,348.34,0.0,0.2857142857142857,-0.7
waiting to be shot just waiting to be,349.93,4.739,352.2995,0.0,0.0,-0.7
shot and what is our captain do he says,352.24,4.95,354.71500000000003,0.0,0.0,0.4
men I want this place cleaned up and,354.669,4.411,356.87449999999995,0.0772,0.0,-0.7
looking like a cavalry post that first,357.19,4.74,359.56,0.3612,0.25,0.4
thing you do and that's all he said hey,359.08,6.199,362.1795,0.0,0.0,0.4
Kali it's enough to drive a man to drink,361.93,6.03,364.945,0.0,0.0,-0.7
that's the last time I ever go anyplace,365.279,6.551,368.5545,0.0,0.0,-0.7
without this did you have any orders to,367.96,7.259,371.5895,0.0,0.0,0.2
go through the pass or - shoot - so how,371.83,6.089,374.8745,-0.34,0.0,0.4
do I know well if he didn't he wouldn't,375.219,5.581,378.0095,0.2732,0.0,0.7
orders was made to be broken leached not,377.919,5.701,380.7695,-0.4767,-0.4,-0.7
with captain Lance I ought to know that,380.8,5.51,383.555,0.0,0.0,0.6
better than anybody,383.62,2.69,384.965,0.4404,0.5,0.8
just a matter what Saxton how that he's,399.54,8.38,403.73,0.0258,0.0,0.6
tired of - Deniz Bueller wants a carbine,405.16,4.65,407.485,-0.4404,-0.1,0.2
you should have seen the poor lad up,407.92,3.84,409.84,-0.4767,-0.4,-0.7
there shaking in his boots II was I was,409.81,5.49,412.555,-0.1779,0.0,-0.7
his first time first time I know all,411.76,4.34,413.93,0.0,0.25,0.2
about that,415.3,3.24,416.92,0.0,0.0,0.2
listen you either got it or you ain't,416.1,14.86,423.53,0.0,0.0,0.4
gonna are you did you want to say,418.54,28.2,432.64,0.0772,0.0,0.2
something no good two cards please sit,430.96,20.58,441.25,-0.0274,-0.35,-0.7
down captain thank you sir so you got,446.74,6.84,450.16,0.3612,-0.15555555555555559,0.3
him Richard and they're all dead up,451.54,2.34,452.71,-0.6486,-0.2,-0.7
Selvam all of them yes it can't be worse,453.88,8.16,457.96,0.6433,-0.4,-0.7
there been a few times in my life,460.08,3.85,462.005,0.0,-0.2,0.2
Richard when I regretted having to obey,462.04,6.06,465.07,-0.3818,0.0,-0.7
orders this is one of them I almost wish,463.93,6.0,466.93,0.3415,0.0,-0.7
you'd killed two souls up there instead,468.1,5.67,470.935,-0.6705,-0.2,-0.7
of bringing him in as it is you saw,469.93,5.54,472.7,0.0,0.0,0.4
these settlers on the parade ground,473.77,3.72,475.63,0.0,-0.25,0.4
they've been coming in for three or four,475.47,5.62,478.28,0.0,0.0,0.2
days now looking for protection but it's,477.49,5.28,480.13,0.0,0.0,-0.7
blast as little protection they've got,481.09,5.25,483.715,0.0,-0.1875,-0.7
we're under strength the relief column,482.77,6.35,485.945,0.743,0.0,-0.7
won't be here for at least 10 days,486.34,6.51,489.595,0.0,-0.3,-0.7
they're sending 400 men which is enough,489.12,6.49,492.365,0.0,0.0,0.7
to handle anything but if the Apaches,492.85,6.36,496.03,0.0,0.0,0.3
make a sorry - free to sauce as they,495.61,7.65,499.435,0.4588,-0.04999999999999999,0.4
undoubtedly will this can be another for,499.21,6.74,502.58,0.0,0.0,0.3
invincible,503.26,2.69,504.605,0.4939,0.0,0.8
we've got to get to suss help to Fort,508.69,4.44,510.91,0.4019,0.0,0.4
grant by the way the first thing,511.15,5.07,513.685,0.3612,0.25,0.4
tomorrow morning yes sir have the,513.13,4.98,515.62,0.4019,0.0,0.7
adjutant write out orders for a detail,516.22,5.28,518.86,0.0,0.0,0.4
I'll I leave it in your hands to choose,518.11,11.52,523.87,-0.0516,0.0,0.4
an officer and I'm happy please go now,521.5,15.68,529.34,0.7184,0.8,0.7
captain thank you,529.63,7.55,533.405,0.3612,0.0,0.7
hello dick come in wondering where you,540.54,3.64,542.36,-0.5106,0.0,-0.7
I got the same treatment dick so don't,544.18,7.14,547.75,-0.5106,0.0,-0.7
feel too proud I gather it was pretty,548.95,5.0,551.45,0.743,0.525,0.4
grim and invincible,551.32,5.37,554.005,-0.128,-1.0,-0.7
that's pretty grim what do you think,553.95,3.22,555.5600000000001,-0.128,-0.375,-0.7
Seldon forget to put on Pickett's once,557.17,4.02,559.18,-0.2263,0.0,-0.7
too often no juices cut off their water,559.0,4.95,561.475,-0.0992,0.0,-0.7
supply only had to do then was wait,561.19,6.15,564.2650000000001,0.0,0.0,-0.7
that's a smart Lynette opechee a little,563.95,4.89,566.3950000000001,0.4019,0.013392857142857137,0.7
whiskey dick Carl oh thanks a lot right,567.34,3.39,569.0350000000001,-0.1027,0.24285714285714285,0.2
now I command a cap when will relax you,568.84,5.67,571.6750000000001,0.4404,0.0,0.3
besides it tastes mighty good oh that's,570.73,5.37,573.415,0.4404,0.55,0.7
a trouble with you Richard Lance you're,574.51,4.86,576.9399999999999,-0.4019,-0.2,-0.7
always working do this do that ten,576.1,5.04,578.62,0.0,0.0,0.6
thousand things to do it and when you,579.37,3.57,581.155,0.0,0.0,0.2
finally get around to me it's for three,581.14,4.23,583.255,0.0,0.0,0.7
minutes if bill treated me like that,582.94,4.5,585.19,0.3612,0.0,-0.7
bill was a captain I was lieutenant he,585.37,3.51,587.125,0.0,0.0,0.4
could make out the reports and I could,587.44,3.21,589.0450000000001,0.0,0.0,0.7
get here first banks I like everything,588.88,3.84,590.8,0.3612,0.25,0.2
just the way it is but you can't come,590.65,3.6,592.4499999999999,0.0,0.0,-0.7
and visit us from Cathy now I'm married,592.72,4.71,595.075,0.0,0.25,0.2
but I haven't I told you I'm gonna,594.25,4.14,596.32,0.0,0.0,-0.7
propose to you tonight,597.43,4.56,599.7099999999999,0.0,0.0,0.8
Oh seeing I got here first I asked for,598.39,4.65,600.715,0.0,0.25,0.3
the pleasure of the company the,601.99,2.64,603.3100000000001,0.5719,0.0,0.7
beautiful daughter of Captain ever show,603.04,3.81,604.9449999999999,0.5994,0.85,0.8
me hello and behold I got it so I'll,604.63,4.11,606.685,0.0,0.0,0.6
thank you not to make any overtures,606.85,3.69,608.695,0.3612,0.0,0.7
don't worry dick I'll see that they,608.74,3.69,610.585,0.6259,0.0,0.3
don't stay out too late I'll tell you,610.54,3.21,612.145,0.0,-0.3,0.4
the truth if I've got to get a lot of,612.43,4.8,614.8299999999999,0.3182,0.0,0.3
sleep tonight anyway what I'm taking two,613.75,5.04,616.27,0.0,0.0,0.2
says after fourth grant first thing in,617.23,4.68,619.57,0.3612,0.125,0.2
the morning no wish that Anya the army,618.79,4.56,621.0699999999999,-0.3089,0.0,-0.7
what do you think that's a mighty,621.91,3.32,623.5699999999999,0.0,0.4,0.7
dangerous detailing the way things are,623.35,3.82,625.26,-0.4767,-0.6,0.2
dangerous doesn't keep,625.23,4.729,627.5945,-0.4767,-0.6,-0.7
around here now the beautiful daughter,627.17,4.59,629.4649999999999,0.5994,0.85,0.8
of captain official is why I have to,629.959,2.961,631.4395,0.0,0.0,0.6
sleep tonight,631.76,7.56,635.54,0.0,0.0,0.2
Kathy good night dick arrest you before,632.92,10.53,638.185,-0.4215,0.32499999999999996,-0.7
I go if you get up real early,639.32,4.13,641.3850000000001,0.0,0.15000000000000002,0.3
you don't have to drive a woman insane,653.05,5.35,655.7249999999999,-0.4019,-1.0,-0.7
running off like that show me how much,655.37,5.9,658.32,0.3612,0.2,0.4
you're gonna miss me,658.4,2.87,659.8349999999999,-0.1531,0.0,0.7
I'm taking a lot of showing try,663.13,6.47,666.365,0.0,0.0,0.4
that's how much I'm gonna miss you,683.16,4.14,685.23,-0.1531,0.2,0.8
better stop or I'll go over there and,685.07,5.99,688.065,0.1779,0.5,0.6
shoot mm I believe it all like that,687.3,9.65,692.125,0.0258,0.0,0.4
hey yeah cowboy right on a patrol,705.02,6.39,708.215,0.296,0.2857142857142857,0.7
tomorrow 5:30 tonight I thought you'd,708.649,3.301,710.2995,0.0,0.0,0.2
where's caboose probably tagging along,711.95,8.54,716.22,0.0,0.0,0.3
after lieutenant Holloway I suppose your,715.459,5.031,717.9744999999999,0.0,0.0,0.4
thanks Gilchrist I've done nothing for,721.75,4.69,724.095,0.4404,0.2,-0.7
you Murdock,725.36,3.93,727.325,0.0,0.0,0.7
yeah brought two souls back Lance is,726.44,4.49,728.6850000000001,0.296,0.0,0.5
taking him back to Fort grant tomorrow,729.29,3.39,730.985,0.3612,0.0,0.7
you going with him,730.93,4.57,733.2149999999999,0.0,0.0,0.4
what do you think well the country's,732.68,4.74,735.05,0.2732,0.0,0.7
beautiful this time of year mr. Murdock,735.5,4.29,737.645,0.5994,0.85,0.2
he just does easy if the whole patrol,737.42,5.1,739.9699999999999,0.4404,0.31666666666666665,0.4
committed suicide tonight see the,739.79,6.39,742.985,-0.5267,0.0,0.4
Apaches lotta trouble and if Lance don't,742.52,5.61,745.3249999999999,-0.4019,-0.2,-0.9
want to shoot himself I'll be glad to do,746.18,4.05,748.2049999999999,0.2263,0.5,-0.9
it for him I wouldn't mind having that,748.13,3.959,750.1095,0.0,0.0,0.4
pleasure myself but I'll say one thing,750.23,4.29,752.375,0.3291,0.0,0.4
if there's anybody can take to sew stuff,752.089,5.461,754.8195000000001,0.0,0.0,0.4
to Fort grant it's captain Lance I hate,754.52,5.129,757.0844999999999,-0.296,-0.8,-0.7
his black heart too but he's still the,757.55,3.63,759.365,0.3818,-0.16666666666666666,-0.7
best officer I ever served on there,759.649,3.0,761.149,0.6369,1.0,0.8
didn't the captain really want to shoot,761.18,4.65,763.505,-0.2665,0.2,-0.7
him well he sure but he wants to do it,762.649,5.641,765.4695,0.296,0.35,0.4
all neat and proper according to,765.83,5.04,768.35,0.4588,0.0,0.7
regulations the way should have shut you,768.29,6.84,771.7099999999999,0.0,0.0,-0.7
onstott except deserters get hung unless,770.87,6.74,774.24,0.0,0.0,0.3
they're lucky,775.13,2.48,776.37,0.4215,0.3333333333333333,0.7
I'll be in bed I got too much to do I,797.31,7.949,801.2845,0.0,0.2,0.2
don't like what you're gonna do tomorrow,802.879,4.27,805.014,-0.2755,0.0,-0.7
I don't like it at all,805.259,3.95,807.234,-0.2755,0.0,-0.8
leave it a while but it's got to be done,807.149,5.19,809.744,-0.0258,0.0,0.7
I'm telling you straight any detail,809.209,4.781,811.5994999999999,0.2263,0.2,0.3
leaves here with two soos maybe ain't,812.339,4.23,814.4540000000001,0.0,0.0,0.2
gonna come back I just wrote out a,813.99,4.44,816.21,0.0,0.0,0.7
couple hours then Hill's us full of up,816.569,5.46,819.299,0.0,0.35,0.4
patches that feeling don't be coming,818.43,7.349,822.1044999999999,0.128,0.0,-0.7
after him I got my orders and I figured,822.029,10.191,827.1245,0.0,0.0,0.4
that did you think I'll walk peacefully,825.779,6.441,828.9995,0.5267,0.25,0.4
I've got to be getting back there,849.579,5.41,852.284,0.0,0.0,0.4
you still haven't answered me you say,851.839,8.12,855.899,0.0,0.0,-0.7
have I not answering men it's not,854.989,4.97,857.474,0.0,0.0,-0.7
takes the one,861.69,2.9,863.1400000000001,0.0,0.0,0.5
I want you know no I do,865.85,9.6,870.65,-0.2263,0.0,-0.5
I just always have you know and I think,871.55,8.82,875.9599999999999,0.0,0.0,0.4
of your future at Trumbull why don't,875.45,6.509,878.7045,0.0,0.0,-0.7
beat your children I'll break your hand,880.37,5.79,883.265,0.4939,0.0,-0.9
every day every single day Oh wonderful,881.959,8.161,886.0395,0.5719,0.4642857142857143,0.8
yes he will be wonderful as you asked me,886.16,5.56,888.9399999999999,0.7506,1.0,0.4
not yet you know he's gonna do when you,891.72,9.53,896.485,0.0,0.0,0.7
say yes no this,894.42,6.83,897.8349999999999,0.128,0.0,0.2
she no more ending,915.019,3.35,916.694,-0.296,-0.25,-0.7
as over near quarters looking for you,923.95,4.91,926.405,0.0,0.1,0.4
Colonel must see,926.17,8.36,930.35,0.0,0.0,0.7
where's Holloway Courtin,928.86,5.67,931.695,0.0,0.0,0.3
good evening that was dope excuse me,942.21,6.61,945.515,0.4939,0.32499999999999996,0.7
