text,start,duration,time_midpoint
every morning every evening ain't we got,18.96,5.2,21.560000000000002
not much money,24.16,6.92,27.62
ain't we got fun,27.199,3.881,29.1395
in the summer don't we have fun,42.399,7.201,45.9995
times are bad and getting better still,46.16,5.76,49.04
we have fun,49.6,4.639,51.9195
there's nothing sure,51.92,4.56,54.2
the rich get rich and the poor get,54.239,4.64,56.559
people like us,66.88,5.62,69.69
brush your teeth,94.64,3.04,96.16
breakfast ready,96.079,3.121,97.6395
as soon as your father gets down i'm,97.68,4.56,99.96000000000001
hungry oh my my gray jumper with a white,99.2,5.68,102.04
blouse what are you wearing phyllis get,102.24,5.04,104.75999999999999
off that phone and get dressed at 7 30.,104.88,4.559,107.1595
all right mom goodbye dorothy see you at,107.28,4.479,109.51950000000001
oh hello emmy hello bill,117.36,5.84,120.28
come on up right away right away i'm,120.079,4.72,122.439
terribly sorry to have to disturb you,123.2,4.08,125.24000000000001
like this but you do have a job you know,124.799,5.52,127.55900000000001
gee i wish you'd waited two more minutes,127.28,4.8,129.68
i was just about to make a choice,132.08,5.519,134.83950000000002
choice about what i was having a dream,134.16,4.64,136.48
well you were kind of a part of it,138.8,4.88,141.24
it was before we were married and i had,141.2,4.24,143.32
to make up my mind i could go to the,143.68,4.08,145.72
north pole with admiral byrd or i could,145.44,4.32,147.6
what did you decide why didn't you woke,149.76,5.04,152.28
me up you mean you had some doubts oh,151.92,5.599,154.71949999999998
just a drain,154.8,2.719,156.1595
how long have we been married,162.239,3.761,164.11950000000002
we're having an anniversary in two weeks,164.4,3.28,166.04
and you were there for the wedding,166.0,5.04,168.52
figure it out for yourself,167.68,5.52,170.44
amir are you happy,171.04,3.919,172.99949999999998
at 7 30 in the morning what kind of a,173.2,3.36,174.88
question is that i don't know i don't,174.959,3.92,176.919
know i was just thinking about us,176.56,5.12,179.12
you know this is it amy the patterns all,178.879,5.201,181.4795
set you and me and the kids this is it,181.68,3.919,183.6395
i'm never going to the north pole with,184.08,3.76,185.96
admiral byrd bird went to the south pole,185.599,4.161,187.6795
well this time he was going to the north,187.84,3.92,189.8
pole i don't know he had some kind of a,189.76,3.839,191.6795
defroster or something anyway what,191.76,3.28,193.39999999999998
difference does it make i'm never going,193.599,2.801,194.99949999999998
to go there,195.04,3.279,196.6795
i'll just go on working for the woodruff,196.4,3.759,198.2795
department store you go on raising the,198.319,3.601,200.1195
kids and one day we'll be old and,200.159,3.841,202.0795
nothing will have happened,201.92,5.12,204.48
is that what you think about us oh no no,204.0,4.319,206.1595
i love you i love the kids but you,208.319,6.241,211.43949999999998
why not because for one thing you're not,212.4,4.32,214.56
dressed properly you'd freeze to them,214.56,3.599,216.3595
and for another,216.72,5.64,219.54
breakfast will be ready in 10 minutes,218.159,4.201,220.2595
mom is it all right for dorothy me to,229.76,3.759,231.6395
collect specimens after school today you,231.599,3.521,233.3595
know perfectly well today is cynthia,233.519,3.28,235.159
woodrow's birthday party but i don't,235.12,3.92,237.08
like cynthia would you why do i have to,236.799,4.08,238.839
go because mr,239.04,3.919,240.99949999999998
phyllis i wish you'd stop taking this,240.879,3.761,242.7595
telephone upstairs,242.959,3.521,244.7195
because mr woodruff expects the children,244.64,3.44,246.35999999999999
of all of his executives to come to his,246.48,4.08,248.51999999999998
daughter's birthday party it's slavery,248.08,6.6,251.38000000000002
that's what it is hmm,250.56,4.12,252.62
why do i have to go to that birthday,256.72,4.0,258.72
for the same reason i can't go to the,260.72,2.96,262.20000000000005
north pole,262.4,3.519,264.1595
by kids bye pop,263.68,5.48,266.42
good night,265.919,3.241,267.5395
oh bill would you mind bringing home a,272.479,3.601,274.2795
case of club soda tonight oh it's,274.4,3.76,276.28
wednesday oh yeah yeah,276.08,3.92,278.03999999999996
the gang's coming over to play canasta,278.16,3.84,280.08000000000004
yeah every wednesday weekend and week,280.0,5.28,282.64
out we play canasta huh hey me listen,282.0,4.24,284.12
let's be daring next week let's play on,286.24,4.64,288.56
thursday no it'd be too much of a shock,288.72,5.24,291.34000000000003
to everybody,290.88,3.08,292.42
hi bill hi pete what are you doing in,308.8,3.36,310.48
this dresser down here his nips is,310.72,3.12,312.28000000000003
upstairs this morning gave him an awful,312.16,3.44,313.88000000000005
sour look he should he bought him he's,313.84,3.68,315.67999999999995
forgotten that wanted to know why,315.6,3.36,317.28000000000003
they're not moving so you're moving them,317.52,4.08,319.56
down here oh very good come on joe mr,318.96,4.64,321.28
lawrence yeah mr woodruff wants to see,321.6,4.72,323.96000000000004
in his office okay,323.6,2.72,324.96000000000004
good morning murray about me huh,327.28,5.199,329.87949999999995
good morning freddie alex hello bill,332.479,3.521,334.23949999999996
mr lawrence and mr burns are here,336.0,3.84,337.92
send them right in,338.4,3.519,340.1595
proceed at your own risk one of those,339.84,4.079,341.87949999999995
mornings one of those mornings monday to,341.919,4.481,344.1595
good morning mr woodruff,346.639,5.721,349.4995
sit down both of you,348.479,3.881,350.41949999999997
gentlemen i just looked down at the main,355.44,2.56,356.71999999999997
i counted 24 sales girls and eight,358.0,3.759,359.8795
now you're supposed to be too bright,361.759,2.72,363.119
ambitious young man what are we going to,363.12,4.0,365.12
do about it,364.479,4.241,366.5995
uh i'm just thinking sir,368.72,4.96,371.20000000000005
best friend well mr woodruff i think we,371.52,3.679,373.35949999999997
all have to get together put our,373.68,4.239,375.7995
shoulders to the wheel and push,375.199,3.921,377.15950000000004
where or even whom,379.12,3.68,380.96
well what i meant is that if i know what,381.039,3.921,382.9995
you meant i don't want slogans i want,382.8,5.04,385.32
ideas i can ring up in the cash register,384.96,4.959,387.43949999999995
i can remember back in 1943 when we had,387.84,5.04,390.35999999999996
24 sales girls and 200 customers oh well,389.919,5.761,392.79949999999997
but there was a war going on in 1943 now,392.88,5.439,395.5995
there's a man who knows history,395.68,5.12,398.24
i'm not asking for 1943 to come back,398.319,4.0,400.319
all i want is to be able to look down on,400.8,2.72,402.16
that floor and see that we don't,402.319,2.801,403.71950000000004
outnumber the customers,403.52,3.2,405.12
well mr wonder if i don't think this is,405.12,3.44,406.84000000000003
kind of a problem we can solve just off,406.72,4.16,408.8
the cuff like this all right we'll have,408.56,4.079,410.5995
a conference next wednesday maybe you'll,410.88,3.599,412.6795
be able to contribute something by then,412.639,2.881,414.0795
all right now just a minute i'm not,414.479,3.12,416.039
i'm going to europe next month,417.599,3.521,419.35949999999997
somehow mrs woodruff has persuaded me,419.52,4.079,421.55949999999996
that what i need is a trip to europe,421.12,4.079,423.1595
she's also of the opinion that either of,423.599,3.121,425.1595
you was capable of running this store in,425.199,4.0,427.199
my absence,426.72,4.72,429.08000000000004
i only hope she's right i need to come,429.199,3.761,431.0795
back from europe and find the vacant lot,431.44,5.159,434.0195
where the store is,432.96,3.639,434.7795
naturally there will be an increase in,440.639,2.321,441.7995
and a title vice president that's all,442.96,2.799,444.35949999999997
oh just one thing more those polka dot,445.759,4.961,448.2395
dresses in the 1995 department,448.16,4.319,450.3195
you bought 50 of them last month there,450.72,3.759,452.59950000000003
are only 49 left,452.479,3.521,454.23949999999996
i'd like to sell them before the dots,454.479,3.44,456.199
fade yes sir i know about that peach,456.0,3.28,457.64
spoon i don't care who sells them just,457.919,2.56,459.19899999999996
that's all,460.479,3.241,462.0995
well bill may the best man win oh i wish,467.36,6.76,470.74
i'd said that,470.56,3.56,472.34
for me yeah what is it,504.4,6.72,507.76
open up and find out more,508.0,6.08,511.04
it's lovely but why what's the occasion,514.08,4.639,516.3995
well if you're going to be the wife of,517.599,2.32,518.759
the vice president of woodruff,518.719,2.401,519.9195000000001
department store you'll just have to,519.919,2.56,521.199
dress differently,521.12,2.96,522.6
when did this happen it hadn't happened,522.479,3.601,524.2795000000001
maybe in the next three weeks between me,524.08,4.0,526.08
and fred burns fred burns,526.08,5.0,528.58
congratulations,528.08,3.0,529.58
hello hello new york is calling mr,540.959,3.841,542.8794999999999
william j lawrence,543.279,5.041,545.7995
oh just a moment mr lance,544.8,6.24,547.92
i have mr lawrence for you now hello is,548.32,5.199,550.9195000000001
this mr william j lawrence of 5960,551.04,5.04,553.56
linden avenue glenville indiana,553.519,4.241,555.6395
this is the federal broadcasting system,556.08,3.759,557.9595
mr lawrence will you be at home tonight,557.76,3.6,559.56
between nine and ten o'clock to listen,559.839,3.041,561.3595
to name the mystery husband on the,561.36,3.919,563.3195000000001
federal broadcasting system,562.88,5.36,565.56
name the mystery husband well i can be,565.279,5.201,567.8795
home what's this all about,568.24,4.0,570.24
your telephone number has been selected,570.48,3.2,572.08
as one of those to be called during the,572.24,3.44,573.96
program tonight you'll have a chance at,573.68,6.96,577.16
the 24 000 jackpot 24 000,575.68,7.44,579.4
oh sure sure yeah i'll be home yeah,580.64,4.24,582.76
we're having some friends in,583.12,3.76,585.0
good we have to be sure so the program,584.88,3.6,586.68
can go right along without any don't,586.88,3.519,588.6395
answers or busy's now please don't use,588.48,3.52,590.24
your phone between nine and ten so the,590.399,4.961,592.8795
line will be open for us when we call,592.0,4.48,594.24
all right all right goodbye,596.48,4.28,598.62
bill take those glasses in the living,611.36,2.88,612.8000000000001
room with you,612.8,2.88,614.24
oh wait you can take these too it'll,614.24,2.599,615.5395
only be a second,615.68,3.76,617.56
huh who was that on the phone that was,616.839,4.761,619.2195
the federal broadcasting system if you,619.44,3.92,621.4000000000001
please and you want me to be home,621.6,3.359,623.2795
between nine and ten so i can name the,623.36,4.8,625.76
mystery husband and win the 24 000,624.959,4.401,627.1595
feeling pretty good aren't you,629.36,4.0,631.36
get the eyes out for me what do you do,631.04,4.56,633.3199999999999
who was it well,633.36,4.32,635.52
mabel spooner pretended she's a radio,635.6,4.799,637.9995
station honestly that mabel pete,637.68,4.399,639.8794999999999
probably put her up too well i went,640.399,3.041,641.9195
along with the gag i told her i'd be,642.079,4.361,644.2595
are you sure it was mabel spoon,646.64,3.199,648.2395
what'd you say the name of the program,650.64,2.16,651.72
name the mystery husband you win the,652.8,4.479,655.0395
trillion dollar jackpot no 24 hour,654.8,4.64,657.12
dollar jackpot what tommy i don't know,657.279,3.841,659.1995
what you win mom but it's something,659.44,4.0,661.44
fierce can i stay up and listen to it,661.12,3.76,663.0
are you sure that wasn't the federal,663.44,3.2,665.0400000000001
broadcasting system that called you i,664.88,4.079,666.9195
don't know gee did they call us well,666.64,4.16,668.72
somebody called us son we do you know,668.959,4.0,670.959
the answer no no i don't not tommy don't,670.8,3.52,672.56
get excited it's just some of our,672.959,2.641,674.2795
friends trying to play a joke on your,674.32,2.48,675.5600000000001
father that's right tommy it's just a,675.6,3.2,677.2
gag i'll go on up and take you back gee,676.8,3.92,678.76
whiz what kind of a thing is that to,678.8,6.64,682.12
joke about you sure i'm positive,680.72,4.72,683.08
well i don't know amy why why would the,687.2,3.92,689.1600000000001
broadcasting company call me they just,689.12,3.68,690.96
take a number out of the book oh no the,691.12,3.68,692.96
odds are one in 10 million why did they,692.8,3.599,694.5994999999999
call me just as soon as i came home why,694.8,3.279,696.4395
didn't they call me this afternoon i,696.399,3.201,697.9995
must have been mabel spooner she knew i,698.079,4.0,700.079
was at the store i think you'll listen,699.6,5.679,702.4395000000001
dad geez the chance of a lifetime i told,702.079,4.481,704.3195
him i told you it was just a gag now,705.279,3.041,706.7995
going upstairs yes go on,706.56,5.36,709.2399999999999
well anyway as soon as i hear mabel,712.16,5.32,714.8199999999999
spooner's voice i'll know,713.6,3.88,715.5400000000001
all right come on in hey where's amy,728.399,3.68,730.239
she's upstairs get on a minute here,730.32,4.079,732.3595
mabel let me take your code how are you,732.079,4.401,734.2795
i love everybody hello,734.399,3.041,735.9195
i'm going right straight home,737.44,3.68,739.2800000000001
say that again i'm going right straight,739.36,4.08,741.4
home what's the matter matter take a,741.12,4.719,743.4795
look we're wearing the same dress oh,743.44,4.48,745.6800000000001
don't blame me he made me buy it well,745.839,3.68,747.6790000000001
i don't think so what do you mean you,749.519,3.281,751.1595
don't think so of course you made me buy,751.2,2.8,752.6
he made he made every department head,752.8,3.279,754.4395
buy one didn't i no pete this is,754.0,4.24,756.12
something else well whatever it is this,756.079,3.921,758.0395
is one creation he's returning tomorrow,758.24,3.44,759.96
morning hold on mabel i want you to,760.0,3.76,761.88
repeat after me this is the federal,761.68,4.32,763.8399999999999
broadcasting system i most certainly,763.76,3.84,765.68
will not know hey what's the idea we,766.0,4.079,768.0395
come on the wrong night and what is it,767.6,4.4,769.8000000000001
you better tell will not tell you you're,770.079,3.281,771.7194999999999
going to feel like an awful dope if it,772.0,3.44,773.72
isn't a gag all right all right well i,773.36,3.599,775.1595
got a call a little while ago and,775.44,3.04,776.96
they're going to call me on this name,776.959,4.241,779.0794999999999
the mystery husband broadcast when i and,778.48,4.64,780.8000000000001
if i guess the right thing why i win the,781.2,3.639,783.0195
jackpot all right now come on now tell,784.839,4.361,787.0195000000001
the truth did you make that call me yeah,786.72,5.44,789.44
why would i do a thing like that 24 000,789.2,4.639,791.5195
people that you'll never have to work,792.16,3.2,793.76
another day as long as you live all,793.839,2.961,795.3195000000001
right now come on you've all had your,795.36,2.96,796.84
fun now which one of you girls call me,796.8,3.52,798.56
come on gangly get away peter where are,798.32,3.36,800.0
you going i'm gonna call the macdougals,800.32,2.639,801.6395
in the browns and tell me get right over,801.68,2.64,803.0
here this is the biggest thing that's,802.959,3.361,804.6395
hit glendale since the tornado,804.32,5.199,806.9195000000001
what made you think it was a gag bill,806.32,6.4,809.5200000000001
hey everybody drink up,809.519,3.201,811.1195
hundred now 23,812.959,3.361,814.6395
nine oh hey uh isn't anybody gonna play,813.68,4.0,815.68
yeah all right,824.68,11.88,830.62
bill we have to do something about this,836.56,3.36,838.2399999999999
do something about what try to find out,838.079,4.32,840.2389999999999
who the mystery husband is oh amy if we,839.92,4.08,841.9599999999999
win we win if we lose what's the,842.399,2.961,843.8795
difference everybody's having a lot of,844.0,2.8,845.4
bill lawrence i don't get you at all you,846.8,4.56,849.0799999999999
work a full year at woodruff's for 7 500,848.88,5.28,851.52
and here you have a chance to win 24 000,851.36,4.08,853.4
and you don't even lift your finger to,854.16,2.72,855.52
do anything about it what do you want me,855.44,3.199,857.0395000000001
to do well mabel says that walter,856.88,2.959,858.3595
winchell's always giving tips on the,858.639,3.361,860.3195000000001
jackpot programs maybe maybe somebody,859.839,4.0,861.839
knows about who the mystery husband is,862.0,5.199,864.5995
who well maybe somebody in radio maybe,863.839,5.44,866.5590000000001
i don't know anybody in radio,867.199,3.921,869.1595
don't we know somebody who might know,869.279,4.321,871.4395
somebody look it's too late anyway amy,871.12,4.24,873.24
look it's a quarter after eight now the,873.6,4.08,875.64
program goes on in 45 minutes harry,875.36,4.56,877.64
summers what about him newspaper man,877.68,3.92,879.64
know everybody who do you know where he,879.92,3.359,881.5994999999999
is this is regular poker night i know,881.6,3.52,883.36
exactly where he is,883.279,3.521,885.0395
you know it does make sense bill after,885.12,3.76,887.0
all twenty four thousand dollars suppose,886.8,3.599,888.5994999999999
booger doesn't make you vice president,888.88,3.759,890.7595
who cares that's right i keep compelling,890.399,4.88,892.839
the wrong numbers,892.639,2.64,893.9590000000001
harry yes bill this is harry,897.279,4.8,899.679
you don't say well what do you know why,903.12,4.24,905.24
am i my hand in this pot harry,905.04,3.84,906.9599999999999
no deal me out,907.36,2.719,908.7195
i don't know i could help you bill i,908.88,2.639,910.1995
made a point not to listen to giveaway,910.079,4.88,912.519
programs who do i know now,911.519,5.201,914.1195
paula winchell,914.959,3.12,916.5189999999999
we're in the same business but i don't,916.72,3.119,918.2795
know him hold on,918.079,3.041,919.5994999999999
say any of you fellas ever listened to,919.839,3.36,921.519
the mystery husband broadcast no not me,921.12,3.92,923.08
no raise your tube,923.199,4.241,925.3195
no nobody here ever heard of it,925.04,4.479,927.2795
i'd like to help you bill but hey wait a,927.44,4.8,929.84
minute i know just a guy a songwriter,929.519,4.721,931.8795
lives in new york it's a long shot but,932.24,4.08,934.28
he might know time to call him yeah call,934.24,3.76,936.12
him will you hurry i'll pay for it yeah,936.32,3.12,937.88
it's worth a long distance call you know,938.0,4.399,940.1995
this is 24 thousand dollars okay carly,939.44,4.24,941.5600000000001
dean we had a couple hands really,943.68,3.88,945.62
yeah this is al stern oh hello harry how,959.36,5.44,962.08
are you kitty good good,962.16,3.599,963.9594999999999
name the mystery husband or the radio,965.759,4.32,967.919
program yeah as a matter of fact i did,968.0,3.44,969.72
hear something about that just the other,970.079,4.32,972.2389999999999
day well now i don't know for sure harry,971.44,4.24,973.5600000000001
look you're gonna check with a couple of,974.399,2.8,975.799
other people on this aren't you because,975.68,3.04,977.1999999999999
i wouldn't want this fella to blame me,977.199,3.361,978.8795
if i was wrong,978.72,3.359,980.3995
all right then i'll tell you what i know,980.56,3.36,982.2399999999999
and i really don't know anything it's,982.079,4.081,984.1194999999999
just what i hear around uh they're,983.92,4.479,986.1595
saying that it's either harry james or,986.16,4.799,988.5595
charles mcarthur charlie mccarthy how,988.399,4.481,990.6395
could he be married,990.959,4.081,992.9994999999999
no not charlie mccarthy charles,992.88,4.079,994.9195
macarthur the writer who's married to,995.04,4.64,997.36
helen hayes,996.959,2.721,998.3195
harry james or general macarthur,1000.24,4.64,1002.5600000000001
charles macarthur who's he,1002.399,4.481,1004.6395
oh hell and hey so i get it well that's,1004.88,3.84,1006.8
the best information i can get bill but,1006.88,3.84,1008.8
look pal don't blame me if it isn't,1008.72,3.44,1010.44
either one of them might even be some,1010.72,3.679,1012.5595000000001
third guy we never heard of yeah i know,1012.16,4.96,1014.64
harry and thanks a lot harry so long,1014.399,4.641,1016.7195
well it's either harry james or charles,1017.12,5.719,1019.9795
macarthur or somebody else well let's,1019.04,6.32,1022.1999999999999
help hey i better turn on the radios,1022.839,4.6,1025.1390000000001
five minutes tonight radio is on yeah,1025.36,3.839,1027.2794999999999
well i'll turn around the car,1027.439,2.961,1028.9195
so we can hear it over all this noise,1029.199,2.801,1030.5995
you got it from both sides for good i'll,1030.4,4.72,1032.76
open the dining room windows,1032.0,3.12,1033.56
9 p.m america and time for,1036.24,6.64,1039.56
name the mystery husband brought to you,1039.919,4.961,1042.3995
through the courtesy of rex,1042.88,4.48,1045.1200000000001
the king of soaps,1044.88,4.64,1047.2
mary had a little and its fleece was,1047.36,4.319,1049.5194999999999
white as snow and mary's clothes are,1049.52,3.76,1051.4
just as bright,1051.679,3.601,1053.4795000000001
she uses wrecks you know,1053.28,3.68,1055.12
oodles of bubbles and bushels of suds,1055.28,4.24,1057.3999999999999
with wrecks rex reds,1056.96,5.12,1059.52
yes friends rex is king in my house,1059.52,4.96,1062.0
because he makes things so clean i feel,1062.08,4.4,1064.28
like a queen and now we bring you our,1064.48,4.0,1066.48
master of ceremonies the man who would,1066.48,3.76,1068.3600000000001
rather give things away than be,1068.48,5.84,1071.4
president larry haynes,1070.24,4.08,1072.28
good evening ladies and gentlemen well,1078.559,4.161,1080.6395
we're back together again 10 weeks and,1080.16,4.24,1082.28
still no one has been able to guess the,1082.72,3.68,1084.56
identity of the mystery husband the,1084.4,4.0,1086.4
jackpot has now reached the colossal sum,1086.4,6.0,1089.4
of 24 000 in prizes all you have to do,1088.4,6.72,1091.76
is name the mystery husband so stay,1092.4,4.8,1094.8000000000002
close to your telephone we may call any,1095.12,5.28,1097.76
one of you any minute now listen closely,1097.2,6.32,1100.3600000000001
there's a clue in every line here is the,1100.4,6.159,1103.4795000000001
mystery husband,1103.52,3.039,1105.0395
in a himself little girl blue farewell,1107.12,6.96,1110.6
my love i'm awful new you can't see me,1110.559,5.36,1113.239
but i'll see you,1114.08,5.68,1116.9199999999998
pins in a haystack little girl blue,1115.919,4.961,1118.3995
what do you think,1119.76,3.2,1121.36
i think i need a drink,1120.88,3.6,1122.68
well there you are ladies and gentlemen,1122.96,3.68,1124.8
it's up to you and now for the complete,1124.48,5.68,1127.32
list of the jackpot prizes,1126.64,3.52,1128.4
an international sterling silver coffee,1133.039,3.841,1134.9595
service a two thousand dollar moraine,1134.96,3.68,1136.8
diamond ring a sherwin-williams paint,1136.88,3.6,1138.68
and barney supply for your entire house,1138.64,3.6,1140.44
inside and out venetian blinds and,1140.48,3.52,1142.24
window styling throughout by kirsh,1142.24,3.84,1144.16
company a magnificent suite of pixel,1144.0,4.0,1146.0
bedroom furniture a westinghouse,1146.08,3.68,1147.9199999999998
refrigerator a westinghouse electric,1148.0,3.6,1149.8
range okay amy you've got most of those,1149.76,2.799,1151.1595
a genuine boston burger cleaner a,1152.559,3.841,1154.4795
westinghouse laundromat a general,1154.559,3.921,1156.5194999999999
electric sink combining garbage disposal,1156.4,4.32,1158.5600000000002
unit and automatic dishwasher bill,1158.48,4.319,1160.6395
guarantee you can throw amy out,1160.72,4.4,1162.92
a kelvinator home freezer plus a,1162.799,4.24,1164.9189999999999
three-year supply of libby's frozen,1165.12,4.08,1167.1599999999999
fruits and vegetables a complete steer,1167.039,3.76,1168.919
dressed and delivered to your home by,1169.2,3.2,1170.8
the premium meat packing corporation of,1170.799,3.681,1172.6395
kansas city two thousand dollars worth,1172.4,4.399,1174.5995
of deciduous pest free and budded fruit,1174.48,4.24,1176.6
trees from the arnold nurseries an,1176.799,3.841,1178.7195
airplane trip for two people to new york,1178.72,4.72,1181.08
