text,start,duration,time_midpoint
rocks these gals must have their rocks,14.88,16.96,23.36
dorothy wait a minute,110.96,4.88,113.39999999999999
louie will you ask mr asmr to come back,116.96,3.519,118.7195
to our dressing room he's sitting in his,118.88,3.76,120.75999999999999
usual place right away miss lake,120.479,4.401,122.6795
what's the rush he's not gonna run away,122.64,4.159,124.7195
i know but i just can't wait,124.88,4.96,127.36
for what dwarfy didn't you notice his,126.799,5.041,129.3195
pocket was bulging yeah that could be a,129.84,3.2,131.44
bag of gumdrops,131.84,3.119,133.39950000000002
no it was a square balls like a box for,133.04,5.36,135.72
a ring i think he's got a present for me,134.959,4.881,137.3995
you know i think you're the only girl in,138.4,3.12,139.96
the world who can stand on a stage with,139.84,3.36,141.52
a spotlight in your eye and still see a,141.52,16.32,149.68
diamond inside a man's pocket,143.2,14.64,150.51999999999998
good evening mr esther won't you pray,158.0,4.16,160.08
come in thank you i'd love to,160.319,4.081,162.3595
i guess good evening dorothy you were,162.16,3.92,164.12
wonderful tonight darling simply,164.4,3.919,166.3595
wonderful you were magnificent,166.08,4.96,168.56
you were good too gee thanks because,168.319,5.2,170.91899999999998
that makes me feel all warm inside,171.04,6.16,174.12
mr smith is it the right size oh they,173.519,5.201,176.11950000000002
can never be too big,177.2,5.2,179.79999999999998
do you think that's too small dorothy,178.72,3.68,180.56
looks like it ought to have a high ball,183.599,4.321,185.7595
around it i mean does it fit your finger,185.04,6.4,188.23999999999998
oh yes it fits perfect daddy,187.92,5.36,190.6
i bet you made me the happiest girl in,191.44,8.24,195.56
i don't know what you do honey unless,199.68,3.76,201.56
you use novocaine in your lipstick,201.44,6.24,204.56
daddy daddy huh may i tell dorothy,203.44,8.4,207.64
if you wish dorothy mr esmond and i are,207.68,5.199,210.2795
going to be married,211.84,3.44,213.56
to each other of course to each other,212.879,3.841,214.7995
who else too,215.28,3.12,216.84
well i don't know about you gus i always,216.72,3.12,218.28
sort of figured lorelei would end up,218.4,3.119,219.95950000000002
with the secretary of the treasury,219.84,4.0,221.84
do i think guess what on saturday we're,221.519,4.561,223.7995
sailing on the isle de paris they're,223.84,3.92,225.8
going to be married in europe,226.08,3.6,227.88000000000002
why not get married in america and then,227.76,3.039,229.27949999999998
go to europe well,229.68,3.44,231.4
or is that the old-fashioned way well,230.799,3.921,232.7595
we've made our plans,233.12,5.119,235.67950000000002
come in mr esmen long-distance call boy,234.72,5.76,237.6
oh dear from dayton ohio well thank you,238.239,4.64,240.559
very much i'll be right there,240.48,4.64,242.79999999999998
it must be father i hope nothing's,242.879,3.44,244.599
i'll meet you at my table there,246.319,3.681,248.15949999999998
father never misses gus's old man right,251.36,4.159,253.4395
too bad honey nothing's going wrong this,255.519,4.24,257.639
lorelei the old boy is not about to let,259.759,4.561,262.03950000000003
you commit matrimony with his son,262.32,3.36,264.0
i think he'd rather shove him down an,264.32,3.12,265.88
elevator shaft,265.68,4.959,268.1595
dorothy i'm sailing on saturday with,267.44,6.08,270.48
or without mr esmen and i'm not coming,270.639,5.041,273.15950000000004
back from europe until he comes and gets,273.52,3.44,275.24
when we're in france where his father,276.96,5.44,279.68
can't phone him twice a day,279.12,6.72,282.48
well castle never let you go alone,282.4,5.359,285.0795
sometimes mr esmen finds it very,285.84,3.919,287.79949999999997
difficult to say no,287.759,10.081,292.7995
to me well that's very possible,289.759,8.081,293.7995
come on guys we can't check the roll if,306.24,4.399,308.4395
you don't stick together,308.4,5.76,311.28
peters here randall here sanford,310.639,7.041,314.15950000000004
here sims here hey stevens,314.16,6.879,317.59950000000003
stevens willard j stevens yeah,317.68,8.16,321.76
why don't you answer your i'm busy,321.039,4.801,323.4395
wow check your passport right over there,326.32,5.92,329.28
thank you pardon please it's this way to,330.0,3.52,331.76
europe france,332.24,4.399,334.4395
to where not europe france honey france,333.52,4.16,335.59999999999997
is in europe,336.639,3.761,338.5195
who said it wasn't well you wouldn't say,337.68,4.64,340.0
is this the way to north america mexico,340.4,2.48,341.64
if that's where i wanted to go i would,342.88,3.44,344.6
the dealer passes,344.88,3.92,346.84
this ship goes to sherbor france thank,346.32,3.84,348.24
you episode,348.8,3.6,350.6
see say what's all the talent in the,350.16,3.12,351.72
blue jackets,352.4,2.88,353.84
that's not a band is it no no miss,353.28,3.359,354.9595
that's the olympic team,355.28,3.359,356.9595
they're sailing with you on this ship,356.639,3.68,358.479
the olympic team yes,358.639,4.321,360.7995
for me now wasn't that thoughtful of,360.319,3.681,362.15950000000004
dibs on the shot footer dorothy shaw i,364.0,4.0,366.0
want you to remember,366.88,2.72,368.24
you're supposed to be the chaperone on,368.0,3.6,369.8
this trip now let's get this straight,369.6,2.64,370.92
the chaperone's job is to see that,372.24,3.44,373.96000000000004
nobody else has any fun,373.84,4.079,375.87949999999995
but nobody chaperones the chaperone,375.68,4.239,377.7995
dorothy that's why i'm so right for this,377.919,2.641,379.23949999999996
passports please,380.56,2.8,381.96
oh i thought you were gonna be late,384.08,3.679,385.91949999999997
here's your ticket,385.68,4.32,387.84000000000003
they're over there at the passport desk,387.759,4.081,389.7995
the one year after the blonde,390.0,3.52,391.76
the brunette's her friend aren't they,391.84,3.28,393.47999999999996
sure never mind about her we don't care,393.52,2.64,394.84
what she is,395.12,6.079,398.1595
i care i have fun son,396.16,7.28,399.8
come on please you guys move along let's,401.199,6.661,404.5295
get on board have a nice trip,403.44,6.41,406.645
steve suppose the ship hit an iceberg,417.36,3.839,419.27950000000004
and sank which one would you save from,419.36,2.72,420.72
those girls couldn't drown,422.08,3.28,423.71999999999997
well thank you,428.0,11.759,433.8795
this is like a room isn't it,436.479,7.041,439.9995
oh look round windows,439.759,6.481,442.9995
yes dear just put that there frisbee,443.52,3.92,445.47999999999996
oh when frisbee wait for me on the pier,447.44,3.44,449.16
laura lie where's dorothy i don't know,450.88,4.4,453.08
someone whistled at her and she,454.0,3.44,455.72
disappeared i hope she's not gonna be a,455.28,3.68,457.11999999999995
bad influence on you,457.44,5.28,460.08
oh no lover dorothy's not bad honest,458.96,6.239,462.0795
she's just dumb always falling in love,462.72,3.68,464.56
with some man just because he's,465.199,2.161,466.2795
good-looking,466.4,3.28,468.03999999999996
oh dear that's i keep telling her it's,467.36,4.08,469.40000000000003
just as easy to fall in love with a rich,469.68,3.84,471.6
man as a poor man but she says,471.44,4.479,473.6795
yes but if they're tall dark and,473.52,3.119,475.0795
she never gets around to violent,476.639,3.68,478.479
statistics until it's too late,478.0,4.479,480.2395
that's why i'm her best friend i guess,480.319,4.0,482.319
she really needs somebody like i to,482.479,2.801,483.8795
educate her,484.319,3.761,486.1995
yes dear but very few girls have your,485.28,4.96,487.76
wonderful willingness to learn,488.08,4.799,490.4795
i suppose that's true i i want you to,490.24,4.48,492.48
put this in a safe place,492.879,4.641,495.1995
