text,start,duration,time_midpoint,vader,textblob,llama3
don't stand around go on home all of you,285.06,5.1,287.61,0.0,0.0,-0.7
what happened Constable well,287.22,4.64,289.54,0.2732,0.0,-0.7
has been another murder,290.16,3.9,292.11,-0.6908,0.0,-0.7
there's nothing you can do I told you to,291.86,4.98,294.35,0.0,0.0,-0.7
go home go on,294.06,2.78,295.45,0.0,0.0,0.4
oh just a minute Miss,300.08,4.72,302.44,-0.1531,0.0,-0.4
are you alone,302.759,3.72,304.619,-0.25,0.0,0.5
you work out at the Warren home don't,304.8,2.459,306.0295,0.0,0.0,0.2
that's nearly two miles from here you'd,307.259,3.121,308.8195,0.0,0.1,0.4
better hurry if you're gonna get there,309.3,3.619,311.1095,0.4404,0.5,-0.5
before dark,310.38,2.539,311.6495,0.0,-0.15,0.4
got any ideas who did it Constable yeah,319.979,5.761,322.8595,0.296,0.0,0.6
same fellow did the first one same fella,323.639,4.261,325.7695,0.0,0.08333333333333333,0.4
did the second one but who he is I don't,325.74,4.44,327.96000000000004,0.0,0.0,-0.7
know somebody in this town somebody we,327.9,4.44,330.12,0.0,0.0,0.4
all know somebody we see every day,330.18,5.28,332.82,0.0,0.0,0.4
might be me might be you,332.34,5.639,335.1595,0.0,0.0,0.2
well how could it I mean I was here at,335.46,5.84,338.38,0.2732,-0.3125,0.3
my desk anybody be quiet,337.979,3.321,339.6395,0.0,0.0,-0.7
didn't know you was called Dr Perry I,356.28,4.5,358.53,0.0,0.0,0.2
wasn't as I was leaving the office I,358.86,3.48,360.6,0.0,0.0,-0.7
heard about the murder and thought I'd,360.78,2.759,362.1595,-0.6908,0.0,-0.7
drop in and see if there's anything I,362.34,3.359,364.0195,-0.2732,0.0,0.2
could do well there ain't unless of,363.539,3.361,365.2195,0.2732,0.0,-0.7
you're a good enough doctor to uncork or,366.9,4.079,368.9395,0.4404,0.35,0.4
Miracle and bring the dead back to life,368.82,4.26,370.95,-0.128,-0.1,0.8
I don't think I'm that good,370.979,4.5,373.229,0.4404,0.7,-0.7
there's no sense new going up she's dead,373.08,4.619,375.3895,-0.7579,-0.03181818181818183,-0.7
all right Dr Harvey's up there and,375.479,4.741,377.8495,0.0,0.2857142857142857,0.4
that's what he says she's dead well in,377.699,3.901,379.6495,-0.4939,-0.2,-0.7
that event Constable I certainly can't,380.22,4.039,382.2395,0.34,0.21428571428571427,-0.7
do her any harm,381.6,2.659,382.9295,-0.5423,0.0,-0.8
hello Perry,388.52,3.64,390.34,0.0,0.0,0.4
there's nothing for you to do unless you,392.16,3.42,393.87,0.0,0.0,-0.7
just want to do some sightseeing how is,393.6,4.2,395.7000000000001,0.0772,0.0,-0.7
she killed strangled she was dead when,395.58,4.98,398.07,-0.9231,-0.2,0.4
we got here who was she that lame girl,397.8,6.32,400.96,-0.4215,-0.5,-0.7
left to work toward Nelsons,400.56,3.56,402.34,0.0,0.0,0.6
she was just in my office last week did,408.3,4.56,410.58,0.0,0.0,0.4
you pay our bill or was this her way of,410.759,4.201,412.8595,-0.1027,0.0,0.2
getting a hold of it,412.86,4.08,414.9,0.0,0.0,0.4
I haven't enough experience to make that,414.96,4.44,417.18,0.0,0.0,-0.7
sort of joke perhaps not Dr Perry,416.94,4.68,419.28,0.296,0.0,0.4
I'll run alone oh just a minute,419.4,3.96,421.38,-0.25,0.0,0.2
I hear you we're over to see Mr Stover,421.62,4.56,423.9,0.0,0.0,0.4
last night yes I was don't you know he's,423.36,4.679,425.6995,0.4019,0.0,-0.7
my patient I only went because they,426.18,3.359,427.8595,0.0,0.0,-0.7
called me because they told me that,428.039,3.361,429.7195,0.0,0.0,-0.7
you'd refused to go into a morning I,429.539,3.6,431.339,-0.296,0.0,-0.7
thought it might be serious you've got a,431.4,3.9,433.35,-0.0772,-0.3333333333333333,0.4
lot to learn young fellow you've only,433.139,3.481,434.8795,0.0,0.05,0.3
been here a short time I've been here,435.3,2.82,436.71,0.0,0.0,0.2
for a good many years,436.62,3.18,438.21,0.4404,0.6,0.4
if I answered all the courses that came,438.12,3.78,440.01,0.0,0.0,0.4
along I wouldn't get any sleep at all,439.8,3.54,441.57,0.0,0.0,-0.7
well that's why I think there's room for,441.9,3.12,443.46,0.2732,0.0,0.2
