text,start,duration,time_midpoint,vader,textblob,llama3
good morning,7.76,18.32,16.92,0.4404,0.7,0.6
this is the world Beneath the Sea,90.96,5.1,93.51,0.0,0.0,0.7
mysterious and for the most part,96.06,6.239,99.1795,0.0,0.25,0.2
unexplored by man,99.0,5.159,101.5795,0.0,0.0,0.6
these are the Waters of the Gulf of,102.299,5.391,104.9945,0.0,0.0,0.2
Mexico off the West Coast of Florida,104.159,14.221,111.2695,0.0,0.0,0.4
this is a sponge fisherman a special,118.38,4.44,120.6,0.4019,0.35714285714285715,0.4
breed of man dedicated to the most,120.78,5.839,123.6995,0.4588,0.5,-0.5
dangerous of all occupations,122.82,3.799,124.7195,-0.4767,-0.6,0.6
where are you going,291.24,4.679,293.5795,0.0,0.0,-0.7
hey wait listen I go down no you're not,292.86,5.58,295.65000000000003,-0.296,-0.15555555555555559,-0.7
we're going home we can't go home with,295.919,4.921,298.3795,0.0,0.0,0.2
an empty boat Pop I can hear them laugh,298.44,5.34,301.11,0.4215,0.09999999999999999,0.5
when we bring this garbage in the,300.84,5.1,303.39,0.0,0.0,-0.7
auction Market you know what we need we,303.78,3.9,305.73,0.0,0.0,0.2
need a diver who's got eyes like an eel,305.94,3.9,307.89,0.3612,0.0,0.3
a nose like a shark so can smell sponges,307.68,4.38,309.87,0.3612,0.0,0.4
a mile away a diver will go down and he,309.84,3.72,311.7,0.0,-0.15555555555555559,0.4
won't come up until a boat's loaded with,312.06,3.66,313.89,0.0,0.0,0.3
100 strings and you got him he's right,313.56,4.68,315.9,0.0,0.2857142857142857,0.8
here on board oh,315.72,4.14,317.79,0.0,0.0,0.4
who me who else,319.86,3.8,321.76,0.0,0.0,0.2
hey it's Penny hey Pop look it's Mom and,338.479,5.041,340.9995,0.0,0.0,0.4
and Bill Coyle,351.44,4.72,353.8,0.0,0.0,0.4
saw 40 so I thought they were a big,353.639,3.9,355.589,0.0,0.0,0.4
smile on his face,356.16,4.56,358.44,0.3612,0.3,0.7
and the Aging hand,357.539,8.181,361.6295,0.4939,0.0,0.2
s hey Pop look at cnan's boat the aliens,360.72,5.0,363.22,0.0,0.0,0.4
you miss me,380.12,3.359,381.7995,-0.1531,0.0,0.7
did the boys bother her very much while,392.18,4.9,394.63,-0.34,0.26,-0.7
I was away,394.62,4.62,396.93,0.0,0.0,0.2
what are you doing here woman why aren't,397.08,3.959,399.0595,0.0,0.0,-0.7
you home in your kitchen cooking who,399.24,4.28,401.38,0.0,0.0,0.7
should I cook for empty house,401.039,6.861,404.4695,-0.2023,-0.1,-0.7
for a long time you don't see each other,403.52,4.38,405.71,0.0,-0.0875,-0.7
say big hello,408.24,5.16,410.82,0.0,0.0,0.7
he lends you money now he wants to run,410.759,4.141,412.8295,0.0,0.2,-0.7
hey Tony bring me one of those sponges,414.9,3.919,416.8595,0.0,0.0,0.2
well we're alone I'll uh I'll say big,422.699,5.821,425.6095,0.0258,0.0,0.7
hello Mama,425.22,3.3,426.87,0.0,0.0,0.3
hey Pop look wool sponges a whole loaf,437.22,4.94,439.69000000000005,0.0,0.2,0.3
will I ever see 100 strings they come,442.44,4.68,444.78,0.0,0.0,-0.7
out of deep water hey Mike they're,445.199,3.06,446.729,0.0,0.0,0.3
reading out the fish,447.12,3.799,449.0195,0.0,0.0,0.4
go ahead I go back to my kitchen and,451.919,4.881,454.3595,0.0,0.0,0.4
all right she's trying to get rid of you,457.68,4.16,459.76,0.0,0.2857142857142857,-0.7
how do you like that,459.0,2.84,460.42,0.3612,0.0,0.4
the beach and the cargo Spawn from the,462.419,4.261,464.5495,0.0,0.0,0.4
boat Helios,465.3,4.08,467.34,0.0,0.0,0.7
Ajax sponge company,466.68,6.54,469.95,0.0,0.0,0.4
my sweet brother,478.52,4.079,480.5595,0.4588,0.35,0.8
where do you get that sponge where did,484.08,3.179,485.6695,0.0,0.0,-0.5
you get it that's what we want to know,486.06,3.24,487.68,0.0772,0.0,0.7
you've seen what I brought you're like,487.259,5.211,489.8645,0.3612,0.0,-0.7
ah as sweet as fun,489.3,4.5,491.55,0.743,0.32499999999999996,0.7
letting us in on the,493.8,2.959,495.2795,0.0,0.0,0.3
where did you get it,498.599,3.081,500.1395,0.0,0.0,0.2
we went to the 12 mile Reef,501.78,4.039,503.7995,0.0,0.0,0.6
nobody's been at the 12 mile Reef not,506.34,3.78,508.23,0.0,0.0,-0.7
since it killed my brother Pete that's,508.5,3.479,510.2395,-0.6705,-0.2,-0.8
when we went right out to Pete's Market,510.12,3.659,511.9495,0.0,0.2857142857142857,0.4
where he's still in the water we went,511.979,5.281,514.6195,0.0,0.0,-0.7
way down over 20 thousands down knocked,513.779,4.221,515.8895,0.0,-0.15555555555555559,-0.7
these pants fit loose on you you lose,518.0,4.539,520.2695,-0.3612,0.16153846153846155,-0.7
your feet in your shoes and you're too,520.5,4.08,522.54,0.0,0.0,0.3
scared to go down,522.539,4.441,524.7595,-0.4404,-0.15555555555555559,-0.7
I went down all right,524.58,6.0,527.58,0.0,0.06507936507936506,0.6
if you went down you saw the reef,526.98,6.62,530.29,0.0,-0.15555555555555559,0.7
what does it look like,530.58,3.02,532.09,0.3612,0.0,0.2
you're looking at a ghost,536.16,4.32,538.3199999999999,-0.3182,0.0,-0.5
I died down there,538.2,6.12,541.26,-0.5574,-0.15555555555555559,-0.7
that Coral is beautiful my shop like a,540.48,6.419,543.6895000000001,0.7506,0.85,0.7
raisin Cuts yourself to ribbons,544.32,5.4,547.0200000000001,-0.296,0.0,-0.7
there are caves everywhere your airline,546.899,4.261,549.0295,0.0,0.0,0.2
gets tangled up until you think you,549.72,2.76,551.1,0.0,0.0,-0.7
you're never gonna get out of there,551.16,4.859,553.5894999999999,0.0,0.0,-0.7
Cliffs the drop I'm gonna hug you,552.48,6.12,555.54,0.25,0.0,0.7
I don't understand that runs just like a,556.019,5.581,558.8095,0.3612,0.0,0.3
river keeps pushing you off,558.6,5.58,561.39,0.0,0.0,-0.7
I wouldn't go down there again for all,561.6,4.38,563.7900000000001,0.0,-0.15555555555555559,-0.7
the sponges in the world,564.18,4.02,566.1899999999999,0.0,0.0,0.2
you spend your money,565.98,4.32,568.14,0.0,0.0,-0.5
you go broke,568.2,5.12,570.76,-0.4215,0.0,-0.7
you go down again,570.3,5.58,573.0899999999999,0.0,-0.15555555555555559,-0.7
the winning beat,573.32,6.639,576.6395,0.5267,0.5,0.7
Mr Carson of the New York sponge company,575.88,6.92,579.34,0.0,0.13636363636363635,0.4
500. everybody,582.8,2.45,584.025,0.0,0.0,0.8
you want to sell your sponges,594.06,4.14,596.13,0.0772,0.0,-0.7
Now give me a six hundred dollars for,595.98,4.08,598.02,0.0,0.0,0.2
them six hundred dollars are you kidding,598.2,3.54,599.97,0.1027,0.0,-0.7
they're yours what are you doing pop,601.74,3.599,603.5395,0.0,0.0,0.4
after all the work we did bringing them,603.959,3.301,605.6094999999999,0.0,0.0,0.7
in you're giving them away the only that,605.339,5.361,608.0195000000001,0.34,0.0,-0.7
man wants to buy we sell,607.26,3.44,608.98,0.0,0.2,0.7
we're lucky to get stuff like this off,611.399,3.241,613.0195,0.6486,0.3333333333333333,0.5
out of money you pay a little for you,620.88,5.12,623.4399999999999,-0.1027,-0.1875,-0.7
little for me,623.22,2.78,624.61,0.0,-0.1875,0.4
My Han stillich then scratcher that's,634.019,6.38,637.2090000000001,0.0,0.0,0.3
all you get,637.74,2.659,639.0695000000001,0.0,0.0,0.5
all right Tony please you don't call me,647.12,4.719,649.4795,0.3182,0.2857142857142857,0.4
bad name huh he's right you are a skin,649.38,5.579,652.1695,-0.5423,-0.20714285714285707,-0.7
Flint always you pinch pinch pinch pinch,651.839,4.68,654.1790000000001,0.0,0.0,-0.7
don't get the idea you're gonna get our,654.959,3.901,656.9095,0.0,0.0,-0.7
boat it belongs in a family if you don't,656.519,3.961,658.4995,0.0,0.0,0.4
pay it's going to belong in my family,658.86,4.58,661.15,-0.1027,0.0,0.7
do you see him so karate,765.42,4.7,767.77,0.0,0.0,0.3
to take your time with us,829.82,6.88,833.2600000000001,0.0,0.0,0.7
oh wait wait you're going to see next,966.019,4.241,968.1395,0.0,0.0,0.7
time we go out we're going to come home,968.699,3.901,970.6495,0.0,0.0,0.2
with a full load ah he's right,970.26,5.28,972.9,0.0,0.31785714285714284,0.7
where we're going we'll get a full dog,972.6,5.479,975.3395,0.0,0.35,0.6
full load of sponges what you mean you,978.079,4.661,980.4095,0.0,0.01874999999999999,0.3
you mean we're going to 12 my lift is,980.579,3.44,982.299,0.0,-0.3125,-0.7
that what you say,982.74,3.839,984.6595,0.0,0.0,0.5
12 mile Reef,984.019,4.901,986.4695,0.0,0.0,0.5
we're going to pick the Glades Mike,986.579,4.38,988.769,0.0,0.0,0.6
what's the matter with you Mike you,988.92,4.32,991.08,0.0258,0.0,-0.7
forget the hook box who's scared of hot,990.959,5.401,993.6595,-0.5859,0.25,0.4
boats is I'm scared,993.24,5.519,995.9995,-0.4404,0.0,-0.7
we don't belong in the Glades who said,996.36,3.539,998.1295,0.0,0.0,-0.7
Tony you don't understand,999.899,3.661,1001.7295,0.0,0.0,-0.7
long time ago before you born you papa,1003.56,5.88,1006.5,0.0,-0.05,0.4
need plenty other greats we come to,1006.8,4.56,1009.08,0.0,-0.125,0.6
thought funny Englishmen go to Key West,1009.44,4.8,1011.84,0.4404,0.125,0.7
and they work the graves,1011.36,4.86,1013.79,-0.296,0.0,0.2
in all days is a plenty sponges,1016.22,6.239,1019.3395,0.0,0.0,-0.7
any place you go not for everybody we,1019.339,4.86,1021.769,0.0,0.0,0.4
don't have no trouble,1022.459,4.921,1024.9195,-0.2337,0.1,0.2
but now all the beds are big,1024.199,6.421,1027.4095,0.0,0.0,0.6
is no sponge left except in deep water,1027.38,6.84,1030.8000000000002,-0.296,0.0,-0.7
like 12 mile Ray for or blades,1030.62,5.059,1033.1495,0.3612,0.0,0.3
but they can't,1034.22,3.959,1036.1995,0.0,0.0,-0.7
Englishmen whatever you call them he,1035.679,4.601,1037.9795,0.0,0.0,0.3
we are going to pick the glaze but Mike,1040.28,5.82,1043.19,0.0,0.0,0.5
if they catch us they're not going to,1043.52,5.52,1046.28,0.0,0.0,0.7
catch us why do you worry so much,1046.1,5.16,1048.6799999999998,-0.4404,0.2,-0.7
there are ten thousand little keys in,1049.04,4.5,1051.29,0.0,-0.09375,0.4
the Glades we start before the sun comes,1051.26,5.46,1053.99,0.0,0.0,0.7
up by noon we have finished at this work,1053.54,5.46,1056.27,0.0,0.0,0.6
and then we hide like a little mouse in,1056.72,6.48,1059.96,0.2023,-0.1875,0.4
his home two weeks we come home if we're,1059.0,7.2,1062.6,0.0,0.0,0.2
