text,start,duration,time_midpoint,vader,textblob,llama3
don't forget to be back here at 7 30,10.719,2.561,11.9995,0.1695,0.0,0.4
with your husband,12.4,4.56,14.68,0.0,0.0,0.7
yes doctor i will some doctor he is,13.28,5.6,16.08,0.4019,0.0,0.3
he's a very good doctor i think you,16.96,3.28,18.6,0.4927,0.9099999999999999,0.7
better come in,18.88,11.84,24.8,0.4404,0.5,0.6
do you often chat with mrs rodecki and,30.72,4.88,33.16,0.0,0.0,0.4
the other mothers no not often,32.399,5.281,35.039500000000004,-0.296,-0.125,-0.7
did you suggest to mrs rudecky that she,35.6,4.479,37.8395,0.0,0.0,0.2
give lorraine elocution lessons,37.68,5.68,40.52,0.0,0.0,0.3
yes why well mr radecki has a thick,40.079,3.921,42.0395,0.5859,-0.30000000000000004,0.2
foreign accent,43.36,2.4,44.56,0.0,-0.125,-0.7
and mrs redeck is afraid yes i know all,44.0,2.879,45.4395,0.4019,-0.6,0.4
about that but wasn't there some other,45.76,2.4,46.96,0.0,-0.125,0.2
reason something about if lorraine,46.879,3.041,48.3995,0.0,0.0,0.2
learned to speak well and walk well and,48.16,3.36,49.84,0.4939,0.0,0.7
do half a dozen other things well she'd,49.92,3.52,51.68,0.2732,-0.14583333333333331,0.3
end up by marrying well,51.52,3.519,53.279500000000006,0.2732,0.0,0.2
and that that's the most important thing,53.44,4.4,55.64,0.2716,0.45,0.7
in a girl's life is that what you said,55.039,4.0,57.039,0.0,0.0,0.3
yes i said that now,57.84,3.6,59.64,0.4019,0.0,0.7
look your beliefs are your own business,59.039,3.84,60.959,0.0,0.6,0.5
until you start pumping them into my,61.44,4.079,63.4795,0.0,0.0,0.3
patients then they become my business,62.879,5.841,65.7995,0.0,0.0,0.4
but you get these ideas anyway,65.519,5.321,68.1795,0.0,0.0,0.3
is it your burning ambition to marry a,68.72,3.759,70.59949999999999,0.0,0.0,0.4
what is it is that,72.479,6.64,75.79899999999999,0.0,0.0,0.2
is that our daughter do you want this,76.159,4.561,78.43950000000001,0.0772,0.0,0.6
job permanently,79.119,3.601,80.9195,0.0,0.0,-0.7
yes well you act as there's a temporary,80.72,3.36,82.4,0.5859,0.0,0.3
stop gap for you,82.72,3.439,84.4395,-0.296,0.0,0.4
you're typing you're filing all your,84.08,4.0,86.08,0.0,0.0,0.2
desk work haven't improved one iota in,86.159,4.241,88.27950000000001,-0.3724,0.0,-0.7
the two weeks you've been here,88.08,4.399,90.2795,0.0,0.0,0.4
i'm sorry oh why don't you do something,90.4,3.12,91.96,-0.0772,-0.5,-0.7
i don't want to irritate you by bringing,93.52,3.52,95.28,0.2755,0.0,-0.7
