text,start,duration,time_midpoint
good morning,7.76,18.32,16.92
this is the world Beneath the Sea,90.96,5.1,93.50999999999999
mysterious and for the most part,96.06,6.239,99.1795
unexplored by man,99.0,5.159,101.5795
these are the Waters of the Gulf of,102.299,5.391,104.9945
Mexico off the West Coast of Florida,104.159,14.221,111.26950000000001
this is a sponge fisherman a special,118.38,4.44,120.6
breed of man dedicated to the most,120.78,5.839,123.6995
dangerous of all occupations,122.82,3.799,124.7195
where are you going,291.24,4.679,293.5795
hey wait listen I go down no you're not,292.86,5.58,295.65000000000003
we're going home we can't go home with,295.919,4.921,298.3795
an empty boat Pop I can hear them laugh,298.44,5.34,301.11
when we bring this garbage in the,300.84,5.1,303.39
auction Market you know what we need we,303.78,3.9,305.72999999999996
need a diver who's got eyes like an eel,305.94,3.9,307.89
a nose like a shark so can smell sponges,307.68,4.38,309.87
a mile away a diver will go down and he,309.84,3.72,311.7
won't come up until a boat's loaded with,312.06,3.66,313.89
100 strings and you got him he's right,313.56,4.68,315.9
here on board oh,315.72,4.14,317.79
who me who else,319.86,3.8,321.76
hey it's Penny hey Pop look it's Mom and,338.479,5.041,340.9995
and Bill Coyle,351.44,4.72,353.8
saw 40 so I thought they were a big,353.639,3.9,355.589
smile on his face,356.16,4.56,358.44
and the Aging hand,357.539,8.181,361.6295
s hey Pop look at cnan's boat the aliens,360.72,5.0,363.22
you miss me,380.12,3.359,381.7995
did the boys bother her very much while,392.18,4.9,394.63
I was away,394.62,4.62,396.93
what are you doing here woman why aren't,397.08,3.959,399.05949999999996
you home in your kitchen cooking who,399.24,4.28,401.38
should I cook for empty house,401.039,6.861,404.4695
for a long time you don't see each other,403.52,4.38,405.71
say big hello,408.24,5.16,410.82
he lends you money now he wants to run,410.759,4.141,412.8295
hey Tony bring me one of those sponges,414.9,3.919,416.85949999999997
well we're alone I'll uh I'll say big,422.699,5.821,425.6095
hello Mama,425.22,3.3,426.87
hey Pop look wool sponges a whole loaf,437.22,4.94,439.69000000000005
will I ever see 100 strings they come,442.44,4.68,444.78
out of deep water hey Mike they're,445.199,3.06,446.729
reading out the fish,447.12,3.799,449.0195
go ahead I go back to my kitchen and,451.919,4.881,454.35949999999997
all right she's trying to get rid of you,457.68,4.16,459.76
how do you like that,459.0,2.84,460.42
the beach and the cargo Spawn from the,462.419,4.261,464.54949999999997
