text,start,duration,time_midpoint
get around here,86.36,3.54,88.13
number one gun,179.28,5.0,181.78
again number two gun,186.66,6.32,189.82
we show them our true colors Mr,201.12,2.64,202.44
break out the Jolly Roger,203.76,24.139,215.8295
we never hear the end of this Captain,241.68,4.02,243.69
Blood this pirate who captures our,243.299,4.5,245.549
treasure and our ships,245.7,3.36,247.38
Mighty America,249.06,3.78,250.95
why why haven't you hanged the scoundrel,252.84,5.459,255.5695
or your majesty the hanging of one,255.9,3.899,257.8495
pirate is hardly the answer to our,258.299,2.22,259.409
as long as these Outlaws are protected,260.519,4.441,262.7395
in the West Indies by the English oh the,262.5,5.28,265.14
English the English the ouch,264.96,6.179,268.04949999999997
ever you fool you see Maki,267.78,5.22,270.39
it isn't enough that the ruler of Spain,271.139,4.56,273.419
be bled by his physician this Buccaneers,273.0,5.88,275.94
must bleed our kingdom too,275.699,5.22,278.309
th Marquis,278.88,4.68,281.21999999999997
you're the governor of larger our most,280.919,4.381,283.10949999999997
important Island possession in the West,283.56,5.16,286.14
Indies you have a galleon of 40 guns,285.3,4.86,287.73
we charge you with a personal,290.16,5.22,292.77000000000004
responsibility of capturing this Captain,292.08,4.98,294.57
Blood I shall do everything in my power,295.38,2.759,296.7595
but of course your majesty realizes this,298.139,4.321,300.2995
is no common criminal you send me after,300.6,5.22,303.21000000000004
blood is a learned intelligent man a,302.46,4.08,304.5
a doctor are the English so hated that,306.54,4.02,308.55
the Physicians must turn to piracy for a,308.94,3.78,310.83
living blood is not English your majesty,310.56,3.54,312.33
uh prepare The Dorsey on the man wish I,314.1,5.96,317.08000000000004
should be pleased to read read,316.38,3.68,318.21999999999997
Peter blood,321.0,4.74,323.37
born in Ireland 1658 Bachelor of,322.56,6.66,325.89
medicine Dublin University 1680.,325.74,5.64,328.56
arrested by the English was saving the,329.22,4.08,331.26000000000005
life of a wounded Rebel during the,331.38,5.659,334.2095
Monmouth Rebellion Rebellion yes yes,333.3,6.48,336.54
sentenced to death sentence later,337.039,5.16,339.61899999999997
changed to a life of slavery at Barbados,339.78,6.12,342.84
there he and a group of fellow slaves,342.199,6.301,345.34950000000003
manager is somewhat incredible Escape,345.9,6.06,348.92999999999995
that's enough kantaraka,348.5,5.199,351.0995
we offer a reward of 50 000 Pieces Of,353.699,3.541,355.46950000000004
for the head of this Buccaneer even an,357.24,5.04,359.76
Englishman may find that tempting if not,358.919,7.021,362.42949999999996
I'm sure you my lord Naki will,362.28,4.979,364.7695
