text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
from the maresas to the celes from,99.68,5.52,102.44,0.0,0.0,0.2,0.06693273699172357,-0.0717581889718529,0.14811678602609912
Sumatra to the hawaiis the idyllic peace,102.079,5.08,104.619,0.5423,0.0,0.8,0.06808743757894879,-0.07058862190209518,0.149961102690119
and beauty of the South Pacific lay,105.2,4.879,107.6395,0.5859,0.0,0.7,0.06965446873456828,-0.06900324451574087,0.1524356965001017
undisturbed for centuries but the white,107.159,5.841,110.0795,0.0,0.0,0.5,0.07089197754391097,-0.0677528065210502,0.15436587014309
man came eventually they rolled it up,110.079,5.0,112.579,0.0,0.0,0.2,0.07213352326740553,-0.06649974228033424,0.15628000704635048
put it in his pocket and took it home to,113.0,5.2,115.6,0.0,0.0,0.2,0.07359898544898845,-0.06502265400165277,0.1585091924098524
sell his great trading Empires like,115.079,5.36,117.759,0.765,0.7538599141200261,-0.7,0.07462286826807653,-0.06399197873139172,0.16004636325304572
bjack limited the bat Jack of the,118.2,4.68,120.54,-0.2263,-0.0714285714285714,0.4,0.07591310101118924,-0.06269482984778357,0.16195841949378104
Dutchman marn Sydney reached out,120.439,5.68,123.279,0.1027,0.0,0.4,0.07715250781304601,-0.06145059757173985,0.16376760393353765
everywhere hungry greedy,122.88,5.84,125.8,-0.3182,0.0,-0.7,0.07826593299870063,-0.06033444427894197,0.1653686357826131
demanding it was in the year,126.119,5.521,128.8795,-0.2263,0.0,0.2,0.07959067598731619,-0.05900855840481937,0.16724191283769932
1860 I shipped out on the Red Witch a,128.72,5.68,131.56,-0.3612,0.0,0.5,0.0807123124810538,-0.057887852850790976,0.16879955600812704
flagship of the bjack line under the,131.64,6.5,134.89,0.1027,0.0,0.6,0.08206519773962662,-0.05653857150589299,0.17064135913549625
command of Captain r,134.4,18.68,143.74,0.0,0.0,0.2,0.08544469704950826,-0.05318139947638084,0.17504506758154925
clear let them down Mr luring they can,160.36,5.0,162.86,0.3818,-0.0277777777777777,-0.7,0.09169803025374562,-0.04703504695421188,0.18223843373835308
more Mr Rizo water,165.36,5.76,168.24,0.0,0.5,0.4,0.09320555265087356,-0.04557092150138294,0.18372105080897486
they've had enough Captain rolls did I,203.0,7.12,206.56,0.0,0.0,-0.7,0.10089026965161814,-0.038335873710885954,0.18813252352193957
ask your opinion you're getting it,205.239,4.881,207.6795,0.0,0.0,0.5,0.10103708927998822,-0.038205364146407336,0.18811302018493536
anybody else who wants to start a fight,218.439,4.041,220.4595,-0.3818,0.2,0.6,0.10241376697858187,-0.037025147007898176,0.187357788336936
aboard this ship can see what he look,220.08,3.48,221.82,0.0258,0.0,0.3,0.1025283142184935,-0.0369325470123026,0.1872217480540734
like when he's,222.48,3.479,224.2195,0.3612,0.0,0.4,0.10271554113778604,-0.03678447245590503,0.186956756718969
through I'll throw him in a,223.56,6.92,227.02,0.0,0.0,-0.7,0.10291030573983155,-0.03663609458758002,0.18660769683611284
