text,start,duration,time_midpoint,vader,textblob,llama3
yes sir that's it,87.84,3.919,89.79950000000001,0.4019,0.0,0.4
the overland mail,89.759,5.881,92.6995,0.0,0.0,0.4
san francisco to st louis in 25 days,91.759,8.801,96.1595,0.0,0.0,0.7
2700 miles in 25 days and 25 nights when,95.64,7.159,99.2195,0.0,0.0,0.7
the weather and engines behave,100.56,4.08,102.6,0.0,0.0,0.2
a lot farther and longer when they,102.799,3.36,104.479,0.0,0.0,0.3
people said it couldn't be done,106.159,4.721,108.5195,0.0,0.0,0.8
they laughed and called it the jackass,108.479,3.761,110.3595,0.0516,0.09999999999999998,-0.7
but when mail and passengers in gold,112.24,5.6,115.04,0.0,0.0,0.5
began coming through from california day,115.439,5.201,118.0395,0.0,0.0,0.7
in day out the whole country sat up and,117.84,4.559,120.1195,0.0,0.2,0.4
took notice,120.64,4.0,122.64,0.0,0.0,0.4
san francisco to singapore,122.399,4.801,124.7995,0.0,0.0,0.5
the shortest fastest back-breakingest,124.64,5.44,127.36,0.0,0.0,0.6
ride you could buy for 200 gold,127.2,4.88,129.64,0.0,0.0,0.6
meals included,130.08,5.8,132.98000000000002,0.0,0.0,0.6
yes sir that's it the jackass made,132.08,10.64,137.4,-0.0258,-0.5,-0.7
this is the relay station at rawhide,142.72,4.96,145.2,0.0,0.0,0.3
pass one of many strung along the 2700,144.879,4.08,146.91899999999998,0.0,0.5,0.4
here while a fresh team of mules was,148.959,3.36,150.639,0.3182,0.3,0.2
hitched to the stage the driver and,150.56,3.679,152.3995,0.0,0.0,0.4
passengers could wash have some food and,152.319,3.681,154.15949999999998,0.0,0.0,0.4
go on to the next station many miles,154.239,2.881,155.6795,0.0,0.25,0.2
don't go to tom it ain't been no picnic,157.12,3.44,158.84,0.2235,0.0,-0.7
for me neither,159.2,4.0,161.2,0.0,0.0,-0.7
i'm just getting new skinner ways,160.56,4.319,162.7195,0.0,0.13636363636363635,0.6
that don't include no bonus for learning,163.2,3.119,164.7595,0.3333,0.0,-0.7
you the business,164.879,3.921,166.8395,0.0,0.0,0.4
i've known your old man for 40 years and,166.319,4.481,168.5595,0.0,0.1,0.2
we're nothing too tough for him that's,168.8,3.519,170.5595,0.0951,-0.3888888888888889,-0.7
why when he cracks the whip men and,170.8,3.6,172.60000000000002,0.0,0.0,0.4
mules just lay back their ears and take,172.319,3.28,173.95899999999995,0.0,0.0,0.2
but if any man was to talk to him the,175.599,3.201,177.1995,0.0,0.0,0.2
way i'm talking to you,177.28,3.12,178.84,0.0,0.0,0.4
he'd poke both fish right in their,178.8,4.6,181.1,0.0,0.2857142857142857,-0.7
well can't you even talk back,185.2,3.6,187.0,0.2732,0.0,0.4
trouble you you you just don't listen,192.72,4.239,194.8395,-0.4019,-0.2,-0.7
here i've been trying for five six,195.44,2.799,196.8395,0.0,0.0,0.2
months to learn you the business and,196.959,3.601,198.7595,0.0,0.0,0.2
you're you're still shaving taking a,198.239,3.681,200.0795,0.0,0.0,-0.7
it's no wonder their mules don't take to,201.92,4.16,204.0,-0.296,0.0,0.2
you kindly,203.84,3.52,205.6,0.4939,0.6,0.7
what's your old man gonna think of me if,207.36,3.28,209.0,0.0,0.1,0.4
i send you back looking just as much of,209.12,5.119,211.6795,0.0,0.1,0.4
a dude as when you first come out here,210.64,3.599,212.4395,0.0,0.25,0.3
well don't got it can't you say,214.4,2.96,215.88,0.2732,0.0,-0.7
bugle's floyd,218.64,3.92,220.6,0.0,0.0,0.3
uh that's a trouble you get me so riled,220.56,6.28,223.7,-0.4019,-0.2,-0.7
up i can't even attend the business,222.56,4.28,224.7,0.0,0.0,-0.7
