text,start,duration,time_midpoint,vader,textblob,llama3
morning temperatures,147.72,4.92,150.18,0.0,0.0,0.4
they're all here how do you want them,152.64,3.9,154.58999999999995,0.0772,0.0,0.4
give me the woman who reported it first,154.319,4.081,156.3595,0.0,0.25,0.2
the cleaning woman her husband's weather,156.54,5.66,159.37,0.0,0.0,0.4
the janitor all right both of them,158.4,3.8,160.3,0.0,0.2857142857142857,0.5
you and your husband,162.42,3.02,163.92999999999998,0.0,0.0,0.3
sit down please,167.16,2.78,168.54999999999998,0.3182,-0.15555555555555559,0.4
oh what was the man's name,176.28,4.62,178.59,0.0,0.0,0.2
Dr Frank Peralta,178.5,5.099,181.0495,0.0,0.0,0.4
Dr Frank Peralta all right what happened,180.9,4.619,183.2095,0.0,0.2857142857142857,0.3
when I went in this morning to clean up,183.599,5.521,186.3595,0.4019,0.3666666666666667,0.2
it was about half past seven there he,185.519,5.881,188.4595,0.0,-0.20833333333333331,0.2
was just laying there,189.12,3.899,191.0695,0.0,0.0,-0.6
you live at the same address I believe,191.4,4.44,193.62,0.0,0.06818181818181818,0.4
Mr Benson that's right same floor,193.019,4.921,195.4795,0.0,0.14285714285714285,0.3
and you saw Dr Peralta last night around,195.84,4.2,197.94,0.0,0.0,0.2
10 o'clock he was coming in I was going,197.94,4.92,200.4,0.0,0.0,0.4
out was he alone no he had a young lady,200.04,4.68,202.38,-0.4939,0.1,0.4
with him you know the young lady never,202.86,4.019,204.8695,0.0,0.1,0.3
saw before very pretty very nice looking,204.72,4.62,207.03,0.7814,0.5525,0.2
remember what she was wearing some kind,206.879,4.621,209.1895,0.5267,0.6,0.7
of a blue suit and Flowers in her hair,209.34,4.979,211.8295,0.0,0.0,0.7
gloves no I don't think so but I don't,211.5,4.8,213.9,-0.1531,0.0,-0.7
remember exactly they were going in up,214.319,4.081,216.3595,0.0,0.25,0.2
to his apartment presumably that's what,216.3,4.14,218.37,0.0,0.0,0.6
I assumed of course and that was about,218.4,4.8,220.8,0.0,0.0,0.2
10 o'clock around 10. think you'd know,220.44,5.28,223.08,0.0,0.0,0.3
