text,start,duration,time_midpoint,vader,textblob,llama3
should not be pronounced know your honor,110.399,4.481,112.6395,0.4939,0.0,-0.7
yes i have something to say,112.479,4.481,114.7195,0.4019,0.0,0.7
you can put me away but you can't put,114.88,3.599,116.6795,0.0,0.0,0.7
away what's going to happen to you and,116.96,2.88,118.4,0.0,0.0,-0.7
to this whole country,118.479,4.161,120.5595,0.0,0.2,0.4
next time next time we are going to say,119.84,5.12,122.4,0.0,0.0,0.4
it is the judgment of this court that,126.56,3.36,128.24,0.0,0.0,0.2
the defendant john hubermann,128.08,3.76,129.96,0.0,0.0,0.2
having been found guilty of the crime of,129.92,3.76,131.79999999999998,-0.743,-0.5,-0.7
treason against the united states,131.84,3.44,133.56,-0.0258,0.0,-0.9
by the jury of this court for the,133.68,4.24,135.8,0.0,0.0,0.2
southern district of florida at miami,135.28,4.08,137.32,0.0,0.0,-0.7
be committed to the custody of the,137.92,3.28,139.55999999999997,0.2732,0.0,0.4
united states attorney general,139.36,4.08,141.4,0.4215,0.05000000000000002,0.4
for imprisonment in an institution of,141.2,4.56,143.48,0.0,0.0,-0.7
the penitentiary type for a period of 20,143.44,3.84,145.36,0.0,0.0,0.2
and the defendant may be fought with,147.28,3.44,149.0,-0.3182,0.0,0.5
remanded to the custody of the united,148.959,2.64,150.279,0.4215,0.0,-0.7
states marshall,150.72,7.12,154.28,0.0,0.0,0.4
what is now again here she comes,151.599,6.241,154.71949999999998,0.0,0.0,0.6
we'd like a statement from you ms,162.319,3.28,163.95899999999995,0.3612,0.0,0.4
huberman about your father for instance,163.599,3.121,165.15949999999998,0.0,0.0,0.4
do you think your father got what he,165.599,1.761,166.4795,0.0,0.0,0.3
could we say that you're pleased your,167.36,2.239,168.4795,0.4404,0.5,-0.7
father is going to pay the penalty for,168.48,4.0,170.48,-0.5267,0.0,-0.7
being a german worker,169.599,2.881,171.03949999999998,0.0,0.0,0.4
let us know if she tries to leave town,172.8,13.04,179.32000000000002,-0.0516,-0.1,0.4
would you care to pause for some,188.159,3.44,189.879,0.4939,0.0,0.2
refreshments mister hop kids,189.44,4.079,191.4795,0.0,0.0,0.6
alicia were you really followed by a,191.599,4.161,193.6795,0.0,0.2,0.4
policeman it sounds very exciting i'm,193.519,3.281,195.1595,0.5413,0.39,0.7
going to shoot it out with him,195.76,3.36,197.44,-0.34,0.0,0.7
no thanks have enough serve you don't be,196.8,3.84,198.72,-0.3412,-0.05,-0.7
silly the important drinking hasn't,199.12,2.32,200.28,0.2263,-0.04999999999999999,0.2
started yet,200.64,2.56,201.92,0.0,0.0,0.2
everybody down here's got a stuffed fish,201.44,3.76,203.32,0.0,-0.15555555555555559,0.2
hanging on the wall where'd they get it,203.2,4.01,205.205,0.0,0.0,0.4
never seen a fish how about you handsome,205.2,3.2,206.8,0.4939,0.5,0.4
haven't i seen you somewhere before well,208.4,4.399,210.5995,0.2732,0.0,0.2
