text,start,duration,time_midpoint,vader,textblob,llama3
my chris oh hello chad,118.0,5.28,120.64,0.0,0.0,0.4
explain yourself explain what rooting on,125.28,3.44,127.0,0.0,0.0,0.4
the balcony,127.759,2.72,129.119,0.0,0.0,0.3
just isn't being done this season i,128.72,3.44,130.44,0.0,0.0,-0.7
wasn't brooding,130.479,4.641,132.79950000000002,-0.0191,0.0,0.2
lying to one sisters after season two,132.16,4.96,134.64,-0.5267,0.0,0.4
strangest thing happened,135.12,3.92,137.08,0.0,0.0,0.5
i thought i heard a man's voice out over,137.12,3.119,138.67950000000002,0.0,0.0,0.2
calling my name next time he calls ask,140.239,4.161,142.3195,0.0,0.0,0.4
him if he has a friend for me,142.64,4.8,145.04,0.4939,0.0,0.6
i'm serious how can you be serious,144.4,5.44,147.12,-0.1531,-0.3333333333333333,0.4
what was the wind are those firehorns,147.44,4.0,149.44,0.0,0.0,-0.7
but it sounded like paul,151.44,6.4,154.64,0.5023,0.0,-0.7
it's been two years now christine i know,158.16,7.92,162.12,0.0,0.0,0.3
but for a moment out over the ocean,162.64,7.36,166.32,0.0,0.0,0.7
i felt very close to him again,166.08,5.2,168.68,0.0,0.2,0.7
used to love the ocean you know,170.0,3.28,171.64,0.6369,0.5,0.3
especially at night,171.28,3.76,173.16,0.0,0.0,0.4
he'd go racing down to the beach for a,173.28,4.64,175.6,0.0,-0.15555555555555559,0.7
swim no matter how late it was,175.04,4.559,177.3195,-0.0191,-0.3,0.7
and usually i'd be fool enough to go,177.92,3.76,179.79999999999998,-0.4404,-0.125,-0.7
if any husband of mine ever chased me,181.68,3.04,183.2,0.0,0.0,-0.8
into the ocean in the middle of the,183.519,1.761,184.3995,0.0,0.0,0.4
i'd shoot him they did a lot of crazy,185.28,4.319,187.4395,-0.5859,-0.6,-0.7
some of them bad but i don't think i,189.599,4.801,191.9995,-0.3071,-0.6999999999999998,-0.5
could ever love another man the way i,192.959,2.64,194.279,0.6369,0.5,-0.8
chris you've got to stop talking like,195.599,3.601,197.3995,0.0772,0.0,-0.7
you're getting morbid oh it's not as bad,199.2,5.039,201.7195,0.431,-0.6999999999999998,0.3
