text,start,duration,time_midpoint,vader,textblob,llama3
I got a story to tell.,57.425,1.25,58.05,0.0,0.0,0.5
A yarn about cow country and cow punchers.,59.383,2.292,60.529,0.0,-0.12222222222222223,0.5
Cattle and men.,62.133,1.042,62.654,0.0,0.0,0.7
"I was working for the Strobie Ranch
learning my trade.",63.966,2.709,65.3205,0.0,0.0,0.4
"Trade of worn leather,
saddle blisters and branding irons.",67.175,2.958,68.654,-0.296,0.0,-0.7
"Trade with some song,
some fun and some luck.",71.008,2.5,72.258,0.743,0.3,0.7
"It was as good a job
as a man could ask for.",74.841,2.167,75.9245,0.4404,0.7,0.8
"Lonely, sometimes cold.",78.008,1.583,78.7995,-0.3612,-0.35,-0.7
"So much distance,
you thought you'd never get back,",79.925,2.5,81.175,0.0,0.1,-0.7
"but for me, a young kid,
it was a fine time.",83.633,2.167,84.7165,0.296,0.25833333333333336,0.7
Memories are mostly good.,86.55,1.333,87.2165,0.4404,0.7,0.7
"You're up there on top of the world,
where the air was clear and thin.",89.008,3.583,90.7995,0.5267,0.06666666666666665,0.2
The only sound was the wind in the pines.,93.341,2.375,94.5285,0.0,0.2,0.7
We were in the business of growing beef.,96.925,2.0,97.925,0.1779,0.0,0.7
"Always moving the cattle
and looking for new feed.",99.133,2.5,100.383,0.0,0.13636363636363635,0.4
They were those new bald-faced heifers.,103.3,2.166,104.383,0.0,0.13636363636363635,-0.7
"Not like the longhorns,
wild and spooky but friendly critters.",105.55,4.333,107.7165,0.5782,0.2375,0.7
Gentle as a dog.,110.466,1.209,111.0705,0.4404,0.2,0.7
Seasons melted away peacefully,112.966,2.125,114.0285,0.5267,0.25,0.7
"from spring to summer, fall, then winter.",115.175,3.708,117.029,0.0,0.0,0.5
"Cows had to look out
for themselves in the snow.",119.8,2.375,120.9875,0.0,0.0,0.2
The winter drift.,122.842,1.0,123.342,0.0,0.0,0.5
"Soon as a man on horseback
could get around,",125.382,2.125,126.4445,0.0,0.0,0.4
they'd go out and locate the cattle.,127.592,1.833,128.5085,0.0,0.0,0.6
Spot them for the spring roundup.,130.092,1.665,130.92450000000002,0.0,0.0,0.6
"They'd come back
from the winter drift cold and worn out.",133.092,2.833,134.50850000000003,-0.296,-0.3,-0.7
Our foreman was Owen Daybright.,138.05,1.582,138.841,0.0,0.0,0.4
He knew what he was doing.,140.132,1.335,140.7995,0.0,0.0,0.7
We all liked him.,141.925,1.0,142.425,0.4215,0.6,0.8
There was his foster brother Lee Strobie.,144.507,2.085,145.5495,0.0,0.0,0.2
Their father owned the ranch.,147.882,1.46,148.612,0.0,0.0,0.2
"The night they got back,
the trouble began.",149.925,2.125,150.9875,-0.4019,-0.1,-0.7
"Well, look what's turned up.",152.342,1.5,153.092,0.2732,0.0,0.4
"Hiya, Cal.",153.967,1.0,154.467,0.0,0.0,0.7
People still drink whiskey.,155.175,1.375,155.8625,0.0,0.0,0.3
"-Hiya, Lee.
-Beat down to my shoes.",156.842,2.083,157.88350000000003,0.0,-0.15555555555555559,-0.7
"That's what comes from working for someone
you've known too long, Lee.",159.3,3.457,161.0285,0.0,-0.05,0.2
Seen my wife this winter?,167.717,1.125,168.2795,0.0,0.0,0.2
"Jen comes into town
a couple of times with your old man.",168.925,2.75,170.3,0.0,0.1,0.3
How'd Arch look?,171.925,1.0,172.425,0.0,0.0,0.4
"Oh, just fair, I'd say.
Cold weather always seems to bother him.",173.007,3.25,174.632,-0.0258,0.04999999999999999,0.2
How'd Jen look?,176.592,1.0,177.092,0.0,0.0,0.2
"The way to find that out
is go home and see for yourself.",178.132,2.835,179.5495,0.0,0.0,0.5
"-Yes.
-Can I borrow your razor, Cal?",181.05,1.707,181.9035,0.4019,0.0,0.5
"-I don't want to scare her.
-In the back.",182.842,1.915,183.7995,0.3412,0.0,-0.7
"-Keeping you busy, Doc?
-A night doesn't go by…",185.092,1.75,185.967,0.0,0.1,0.5
They've been trying to get him all-day,186.925,1.542,187.696,0.0,0.0,-0.7
"for that girl who used to work
at the Eaton house.",188.55,2.457,189.7785,0.0,0.0,0.4
I wouldn't know her name.,193.925,1.292,194.571,0.0,0.0,-0.7
"What's her trouble, Doc?",198.342,1.208,198.94600000000003,-0.4019,-0.2,0.2
"Oh, small variety.",199.842,1.665,200.6745,0.0,-0.25,0.4
About that big.,202.217,1.04,202.737,0.0,0.0,0.4
"Arrived a couple of hours ago,
they tell me.",203.757,2.168,204.841,0.0,0.0,0.2
"-You wouldn't go?
-That's right.",208.217,1.958,209.19600000000003,0.0,0.2857142857142857,0.8
"I don't take calls like this
until I hear from the father,",210.757,2.918,212.216,-0.2755,0.0,-0.7
and that isn't likely.,214.717,1.125,215.2795,0.0,0.0,-0.7
"There's a rifle on you, cowboy.",227.967,1.583,228.75850000000003,0.0,0.0,-0.7
"Get down and walk over here
so I can see who you are.",231.507,2.418,232.716,0.0,-0.15555555555555559,0.4
Get down now!,235.507,1.0,236.007,0.0,-0.19444444444444448,0.8
"-Owen, is that you?
-Yes.",242.882,3.125,244.4445,0.4019,0.0,0.5
Put that gun down.,247.55,1.0,248.05,-0.34,-0.15555555555555559,-0.8
He's a friend.,248.882,1.0,249.382,0.4939,0.0,0.7
"-What are you doing here?
-Helping.",263.216,2.0,264.216,0.296,0.0,0.4
Nobody else would come.,266.258,1.167,266.8415,0.0,0.0,-0.7
So I heard.,267.841,1.0,268.341,0.0,0.0,0.2
How's Lee?,270.05,1.0,270.55,0.0,0.0,0.2
He wants to see you.,272.466,1.0,272.966,0.0,0.2,0.5
I'll be home as soon as she's asleep.,274.05,1.875,274.9875,0.0,0.0,0.2
Her brother Dick Fasken from out of town.,281.425,2.083,282.4665,-0.5106,0.0,0.2
He spent the day looking for the man.,284.633,1.875,285.5705,0.0,-0.1,0.2
Is Lily all right?,288.05,1.0,288.55,0.0,0.2857142857142857,0.7
"You've got company, Lily.",295.3,1.25,295.925,0.0,0.0,0.5
"-Hello, Owen.
-Lily.",304.091,1.209,304.6955,0.0,0.0,-1.0
And beautiful.,313.966,1.0,314.466,0.5994,0.85,0.7
"Good color, too.",316.258,1.0,316.758,0.4404,0.7,0.8
The doctor wouldn't come.,323.175,1.25,323.8,0.0,0.0,-0.7
Jen came instead.,325.966,1.084,326.508,0.0,0.0,0.4
"Don't even think about it, Lily.",327.8,1.625,328.6125,0.0,0.0,0.7
"I'm really pretty lucky, Owen.",331.591,1.625,332.4035,0.763,0.29166666666666663,-0.7
"I couldn't face up
going back to the restaurant to work.",335.05,2.75,336.425,0.0,0.0,-0.7
"Mrs. Burke offered us work
at her place when I'm ready for it.",339.341,3.209,340.9455,0.3612,0.2,0.7
"We're grateful, too.",344.591,1.0,345.091,0.4588,0.0,0.7
"It sounds queer to say it here and now,
but he'll have a good life, Owen.",346.758,4.958,349.237,0.5927,0.7,0.4
"I'm sure he will, Lily.",354.175,1.166,354.75800000000004,0.3182,0.5,0.7
I'm sure he will.,357.925,1.0,358.425,0.3182,0.5,0.7
"You've seen me before, Owen.",394.55,1.416,395.258,0.0,0.0,0.3
There's been a change.,396.341,1.125,396.9035,0.0,0.0,0.2
"Somebody washed your face
and got you a new dress.",397.675,2.25,398.8,0.0,0.13636363636363635,0.7
"Arch, and a tub in my own room.",400.008,2.458,401.237,0.0,0.6,0.7
I bathe every day now.,403.05,1.125,403.6125,0.0,0.0,0.7
It's an improvement.,405.425,1.0,405.925,0.4588,0.0,0.6
How was the winter?,408.466,1.0,408.966,0.0,0.0,0.4
"Well, we stayed alive,
and we kept the cattle alive.",410.883,2.583,412.1745,0.743,0.1,0.2
It was snowing at the ranch.,413.8,1.416,414.508,0.0,0.0,0.2
"I didn't see our nearest neighbor
in nearly five weeks.",415.508,2.75,416.883,0.0,0.1,-0.7
"We missed you, Owen.",420.3,1.0,420.8,-0.296,0.0,0.7
I brought Lily some grub.,428.05,1.25,428.675,0.0,0.0,0.7
Who was it?,433.466,1.0,433.966,0.0,0.0,0.2
"Goodnight, Jen.",437.008,1.0,437.508,0.0,0.0,0.5
Hold it a minute.,443.55,1.0,444.05,0.0,0.0,0.2
"-Do you live in these parts?
-Around here.",450.091,2.0,451.091,0.0,0.13636363636363635,0.2
Who's the father?,453.383,1.0,453.883,0.0,0.0,0.2
That'd be Lily's business.,456.175,1.375,456.8625,0.0,0.0,0.4
"-I'll find out.
-Sure.",457.8,1.25,458.425,0.3182,0.5,-0.5
"-I'll find out if it takes me a lifetime.
-Fine.",459.758,2.25,460.883,0.2023,0.4166666666666667,-0.7
It's a nice country to live in.,462.633,1.583,463.4245,0.4215,0.36818181818181817,0.7
Who was that?,489.341,1.0,489.841,0.0,0.0,0.2
Owen Daybright.,492.133,1.0,492.633,0.0,0.0,0.5
"-Your husband's foster brother, isn't he?
-That's right.",494.716,2.75,496.091,0.0,0.2857142857142857,0.5
"He brought this food, too.",503.383,1.333,504.0495,0.0,0.0,0.5
You're wrong.,508.216,1.0,508.716,-0.4767,-0.5,-0.8
"He's good, and there's no one else
around here like him.",509.757,3.167,511.3405,0.4939,0.7,0.7
"Yes, he keeps his ace as a kicker,
and he draws to it every time.",521.966,3.417,523.6745,0.4019,0.0,0.8
"-Three times.
-Mr. Kicker.",525.55,2.083,526.5915,0.0,0.0,-1.0
"It's a game of chance, boys.",528.425,1.416,529.1329999999999,0.25,-0.4,0.4
We'll play again sometime.,534.591,1.334,535.258,0.34,0.0,0.5
"-I ran your errand.
-Thanks, Owen.",544.425,2.166,545.5079999999999,0.4404,0.2,0.5
It's paid for like you pay for a coat.,547.716,2.459,548.9455,0.2732,0.0,0.3
I appreciate it.,550.675,1.0,551.175,0.4019,0.0,0.7
It isn't the first time you saved my hide.,552.258,2.125,553.3205,0.2732,0.25,0.7
"Why don't you grow up, boy?",555.8,1.375,556.4875,0.0,0.0,-0.7
"Look, it happens.",557.966,1.459,558.6955,0.0,0.0,0.6
I sleep well.,559.966,1.0,560.466,0.2732,0.0,0.3
