text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
[Music],10.62,28.739,1,24.9895,0.0,0.0,0.25,-1.6399954630600924,-4.179683427923057,4.6454868222834
[Music],50.7,7.79,2,54.595000000000006,0.0,0.0,0.5,-1.6399783918311872,-4.180309067089774,7.948889341792762
[Music],65.89,8.31,3,70.045,0.0,0.0,0.5,-1.6401263917263744,-4.178179912492686,9.05042257847737
what do you think these look like they,80.68,4.079,4,82.71950000000001,0.3612,0.0,0.15,1.447216819197495,-4.180578484738031,7.281239915436929
were mined with a toothpick you said you,82.759,4.72,5,85.119,0.0,0.0,-0.1,0.8048382769510055,-4.181453741686257,4.926120902759586
wanted something for around $150 Johnny,84.759,4.841,6,87.1795,0.0,0.0,0.2,0.4464043828977512,-4.18110712951815,4.638256611386222
but these look like samples would you,87.479,4.441,7,89.6995,0.5023,0.0,0.2,2.532699884065119,-4.177637774822026,4.438183077418617
like something for around 250 I'll tell,89.6,4.559,8,91.8795,0.3612,0.0,0.1,3.624203908095593,-4.173876045952434,4.012439907285515
you I'd like something for around 500,91.92,5.96,9,94.9,0.3612,0.0,0.1,4.314109478569602,-4.197584980043908,3.5963142912007466
but I only want to pay 150 for,94.159,3.721,10,96.01950000000001,-0.0387,0.0,0.2,3.683037711420493,-4.1659544447948145,3.5980625462241695
it jeez they look more like,102.32,4.04,11,104.33999999999999,0.4201,0.5,-0.2,4.461360214401261,-0.05586404599441808,2.6037279428019096
it,108.68,4.28,12,110.82000000000001,0.0,0.0,0.0,3.9466529588350734,-0.3806323096850679,2.224155480770033
685 how much you off for the police,110.92,3.92,13,112.88,0.0,0.2,-0.1,3.546020794972211,0.6730732484666478,1.6883162915554049
force why should I knock off anything,112.96,3.6,14,114.75999999999999,0.0,0.0,-0.1,3.1585264049465023,0.3848090046211694,1.2693044607897102
just because you're a policeman thought,114.84,2.959,15,116.3195,0.0,0.0,-0.1,2.8057658788205684,0.08318358640313547,0.8449748618381389
you might want to try and bribe me I'm,116.56,3.76,16,118.44,-0.128,0.0,-0.8,2.264373857420454,-0.34251261100264085,-0.6742002758369503
always reading about cops being bribed,117.799,4.041,17,119.8195,0.0,0.0,-0.5,2.136396806726873,-0.25113098591121097,-1.426754088767175
I've got more influential friends than,120.32,2.68,18,121.66,0.763,0.5,0.25,3.209468346851649,1.73670696464157,-1.213650789199404
you and the boy,121.84,3.84,19,123.76,0.0,0.0,0.0,3.099920848683738,1.6293045994419848,-1.149748152157588
Scotts oh come on Fred make me a deal,123.0,4.439,20,125.2195,0.0,0.0,0.2,2.758933117042466,1.2482844874954124,-0.9994006980092764
you know Mary ought to cut the price in,125.68,3.76,21,127.56,-0.2732,0.0,0.2,2.1649698996998814,0.984194983795256,-0.753880670693364
half I've known Mary since she was 8,127.439,4.52,22,129.69899999999998,0.0,-0.16666666666666666,0.2,1.9548703232757396,0.12311689140462641,-0.5901807015177056
years old and the price is still 685,129.44,5.079,23,131.9795,0.0,0.1,0.1,1.8351183449049682,0.249698060426662,-0.5109913618995541
bucks how do you sleep at night friend,131.959,4.28,24,134.099,0.4939,0.0,0.5,2.3573648946800194,0.14682361014670336,-0.06633841549037309
just fine,134.519,3.681,25,136.3595,0.2023,0.4166666666666667,0.5,2.499616100880813,1.4259902826651318,0.46957671036419635
thanks how much,136.239,6.64,26,139.559,0.4404,0.2,0.5,2.905234281640761,1.9409262055136818,0.7745010557446085
cash how much you got about 300 it's,138.2,9.0,27,142.7,0.0,0.2,0.1,2.7425244251252265,2.3715057050541892,0.875502903615792
yours wrap it up,142.879,4.321,28,145.0395,0.0,0.0,0.35,2.5837138526096295,2.1448850119802163,1.0409516539917747
stay,158.8,4.4,29,161.0,0.0,0.0,0.2,2.438177538758981,1.9244151015621018,1.13802337602253
back all right drop,160.879,5.881,30,163.8195,-0.2732,0.14285714285714285,0.45,1.9920186380970413,2.1554467524230803,1.4311631074166862
it don't turn just drop it I'm,163.2,6.679,31,166.53949999999998,0.2057,0.0,-0.2,2.1027612249699974,1.9452659963728418,1.143878500129172
Lieutenant Henderson 21st Precinct my,166.76,7.479,32,170.49949999999998,0.0,0.0,-0.05,1.9805466300053836,1.7720015216809402,1.0294646630166695
badge is in my right pocket get it,169.879,4.36,33,172.059,0.0,0.2857142857142857,0.2,1.874618975810307,2.3472682017664774,1.0668504783510522
out toss it back here,174.84,4.759,34,177.2195,0.0,0.0,0.1,1.775282353197713,2.1801306393452395,1.0717202244665152
okay Lieutenant I'm Johnny Deo take the,187.879,5.08,35,190.41899999999998,0.2263,0.5,0.1,1.8763748494861527,3.2515978816177418,1.0607257765272915
third from the sixth Precinct who's the,190.799,5.0,36,193.299,0.0,0.0,-0.1,1.810589867242824,3.1427364471293293,0.8937444911718088
pigeon Tony Rogers he shot up one of my,192.959,4.601,37,195.2595,0.0,0.0,-0.6,1.7254556991843413,2.8559705471014234,0.40555751682952135
men about 2 hours,195.799,5.0,38,198.299,0.0,0.0,0.1,1.5672817022404564,2.6841798671436043,0.39486235127546404
ago hey what's happening you got a phone,197.56,6.399,39,200.7595,0.0,0.0,0.2,1.577124655339564,2.534363071380131,0.4819372340749043
yeah I'll call in,200.799,3.16,40,202.37900000000002,0.296,0.0,0.5,1.687286393166367,2.351101740411054,0.7517530093570851
too all right get out of here go on get,205.159,5.36,41,207.839,0.0,0.2857142857142857,0.35,1.6073896018579812,2.8151637104208866,0.8751183988749248
out,207.519,3.0,42,209.019,0.0,0.0,0.0,1.5678553278083736,2.6728282587062346,0.8723652836796396
all right get back get back what is it,210.56,5.319,43,213.2195,0.0,0.09523809523809523,0.3,1.4457272638251182,2.696230618039169,0.9472411134104239
you too nosy or did you shoot this guy,213.28,4.599,44,215.5795,-0.34,0.0,-0.3,1.1732104668307004,2.5526169775256506,0.7188306269156346
no Lieutenant Henderson shot him he's,215.879,4.64,45,218.19899999999998,-0.296,0.0,0.2,0.826239235503058,2.3882731792914376,0.7652380685845096
calling in I'm Johnny Domo 6 Precinct G,217.879,7.08,46,221.41899999999998,0.0,0.0,0.2,0.8103689498965788,2.2657243213586264,0.8285741032469074
build G is he hey sure is you made good,220.519,7.121,47,224.0795,0.6369,0.6,0.45,1.1962385245121017,3.257317861342126,1.014267375290637
time what's up just a small killing,224.959,4.241,48,227.0795,-0.6597,-0.25,-0.1,0.6930106565230093,2.6742502514705553,0.9097294037922997
funny nothing came over the radio on,227.64,2.92,49,229.1,0.4404,0.25,0.2,0.9242942801983023,2.943024045255961,0.9393913662889017
this what do you mean nothing came over,229.2,4.319,50,231.3595,0.0,-0.3125,-0.25,0.8954127354414151,2.2741366820351807,0.7690626588766509
how'd you get here we were just,230.56,7.84,51,234.48,0.0,0.0,-0.1,0.8224389978654432,2.132794218941366,0.6484039490328641
cruising calling in I'll be right back9,233.519,4.881,52,235.9595,0.0,0.2857142857142857,0.45,0.8073002167665702,2.5105916511785376,0.8403180817744552
file hey what's going on out there,240.799,4.041,53,242.8195,0.0,0.0,0.1,0.7172968818634994,2.384671476792257,0.8194391158783736
where's the man just came in here to,243.879,3.08,54,245.41899999999998,0.0,0.0,-0.1,0.7511049632077171,2.2722490956867527,0.7556083522191381
make the phone call phone call yeah big,244.84,4.479,55,247.0795,0.296,0.0,0.3,0.7981559753663086,2.1286390844256005,0.8028554971988492
for of trench code black hair oh him he,246.959,3.681,56,248.7995,0.0,-0.16666666666666666,0.1,0.8018225170280496,1.7842181147469771,0.8207276214025045
just walked in the front door and went,249.319,3.681,57,251.15949999999998,0.0,0.0,0.1,0.7482725981959475,1.6259425270818924,0.7878212270937592
out the,250.64,2.36,58,251.82,0.0,0.0,-0.1,0.7299795299013964,1.582730710420422,0.7750382298384313
back Lieutenant back,268.08,3.64,59,269.9,0.0,0.0,0.1,0.6480079799808485,1.4599617491147348,0.7034631020376996
Lieutenant,274.16,4.52,60,276.42,0.0,0.0,0.0,0.6988619747066698,1.373222729353635,0.6717557244277754
Banks yeah I'm going a shooting on West,275.84,5.48,61,278.58,0.296,0.0,-0.1,0.7129951380693508,1.264188078952805,0.643093208338333
63rd he just came in over the radio what,278.68,4.6,62,280.98,0.0,0.0,0.1,0.7269117037775396,1.2128829610413343,0.5997210569978302
are you doing there I saw the whole,281.32,3.84,63,283.24,0.0,0.2,0.1,0.6854999499403677,1.344989167915231,0.559845279952291
thing big fell shot a little fell and I,283.28,4.639,64,285.5995,0.0,-0.09375,-0.1,0.6626931303490978,1.2520721198304807,0.5347945096728718
pull a gun on him in the best tradition,285.16,4.52,65,287.42,0.4215,1.0,0.2,0.8144677488804533,2.396947779848292,0.5414261311631859
he Flash the bad he was Lieutenant hon,287.919,3.481,66,289.6595,-0.5423,-0.6999999999999998,0.2,0.5425583668803292,1.4882952167182137,0.6262562236130027
21th Precinct little fellow was Tony,289.68,4.0,67,291.68,0.0,-0.1875,0.3,0.45728847434583536,1.0355097488440876,0.647309466305397
Rogers and he just killed the cop I,291.4,3.48,68,293.14,-0.6705,-0.2,-0.8,0.13768605818839622,0.7625968823498124,0.3574689672813281
searched the dead guy he was carrying,293.68,3.44,69,295.40000000000003,-0.6486,-0.2,-0.2,-0.23502099858133788,0.4074562626328912,0.2203681999462838
identification Edward Jensen 1911 Inland,294.88,5.36,70,297.56,0.0,0.0,0.2,-0.24798835348613504,0.32862087512438387,0.24691255672915502
Avenue What's that name again Edward,297.12,5.919,71,300.0795,0.0,0.0,0.0,-0.2553881678125887,0.28244007114382697,0.26611369361783355
hon where is this Lieutenant Henderson,300.24,4.2,72,302.34000000000003,0.0,0.0,0.0,-0.3008550283072975,0.22079201454144595,0.17812127574039516
he jumped into a lunchroom before and I,303.039,3.16,73,304.61899999999997,0.0,0.0,-0.5,-0.325212141036319,0.14774020701227275,0.0021895843936876377
find out he went out the back door,304.44,3.8,74,306.34,0.0,0.0,0.1,-0.30223336947291296,0.0907109944863627,0.009856186344196567
Johnny you're kidding I know it sounds,306.199,3.521,75,307.9595,0.1027,0.0,0.2,-0.25824889538071205,0.04092968955392153,0.03043693990199386
like a bonehead play Lieutenant but the,308.24,2.92,76,309.7,0.3506,0.0,-0.25,-0.2068827750984458,-0.0026064341330338994,-0.043809987418559564
Banshee flash was the McCoy and he was,309.72,3.72,77,311.58000000000004,0.0,0.0,0.2,-0.1696220432490675,-0.10484246186558652,-0.06478417089057972
carrying a police revolver get down here,311.16,3.56,78,312.94,0.0,-0.15555555555555559,-0.2,-0.16624413702852234,-0.27269444014214034,-0.051908044654845095
right away,313.44,4.36,79,315.62,0.0,0.2857142857142857,0.45,-0.25012672984752327,-0.04517762996452622,-0.053379537424623355
Johnny is it bad right away,314.72,6.08,80,317.76000000000005,-0.5423,-0.20714285714285707,-0.15,-0.4069111259925761,-0.29411587684229273,-0.055171313260094085
Johnny,317.8,3.0,81,319.3,0.0,0.0,0.0,-0.5060866296937323,-0.36929751432052826,-0.052045882298672595
okay and you even hand him back his gun,326.0,5.0,82,328.5,0.4019,0.25,0.3,-0.30413592822461943,-0.12329313201070274,-0.03106736291395358
why you even train fair but I'm telling,329.319,2.921,83,330.77950000000004,0.1655,0.7,-0.1,-0.29054152872154976,0.5662205541208534,-0.0450492752620295
you that badge was real you couldn't,331.0,3.56,84,332.78,0.0,0.2,0.2,-0.30831088316459043,0.790890843574587,-0.06949616813822419
fool me with a tin job sure it was real,332.24,3.64,85,334.06,-0.1531,0.35,-0.3,-0.31873023749733276,1.016410001600655,-0.09209062522431422
was taken off the body of Lieutenant,334.56,3.359,86,336.2395,0.0,0.0,-0.1,-0.403234175518935,1.0315991361778922,-0.22782342463988955
Miry by the guy who murdered him 3 hours,335.88,3.68,87,337.71999999999997,-0.6597,0.0,-0.9,-0.6433907287475624,0.9224092077264686,-0.4692372203002343
before I didn't hear about any killing I,337.919,3.521,88,339.67949999999996,-0.6597,0.0,-0.1,-0.9144686451405328,0.8915481234867009,-0.5337147724382242
was off duty you know who Edward Jensen,339.56,5.0,89,342.06,0.0,0.0,0.2,-0.9405085462744205,0.8145895778175956,-0.5006947400227703
was no you should Jensen was a principal,341.44,4.72,90,343.8,-0.296,0.0,0.1,-1.0227410204743708,0.7883589995458257,-0.4744907160762286
witness in the grand jury investigation,344.56,3.52,91,346.32,0.4588,0.5,0.2,-0.9148868171531832,1.1910501392440354,-0.43772185313464895
of the Waterfront rackets Lieutenant,346.16,3.64,92,347.98,0.0,0.0,0.1,-0.8829793885176804,1.1830124499235455,-0.4165422480016449
Mary was a special investigator ass,348.08,4.32,93,350.24,-0.2023,0.35714285714285715,0.2,-0.9346395307609628,1.4231861118063642,-0.3932202213147279
signed on that case the guy with a badge,349.8,4.08,94,351.84000000000003,0.0,0.0,0.1,-0.982089792024907,1.4124115235867227,-0.3811951790840109
your description is the same as Mary,352.4,4.44,95,354.62,0.0,0.0,0.0,-1.0135091384061679,1.30241533729746,-0.3719436430866691
gave us just before he,353.88,2.96,96,355.36,0.0,0.0,0.1,-1.0217004460834591,1.2840171288000493,-0.3729226907345811
died I should have gone fishing,357.52,4.32,97,359.68,-0.5574,0.0,0.1,-1.1352318389618903,1.2376750956651446,-0.3910224192277306
I call the commissioner and the district,360.479,2.84,98,361.899,0.0,0.0,0.1,-1.194547953784841,1.1287628250743809,-0.37822499111184565
attorney while you're on your way down,361.84,3.359,99,363.5195,0.0,-0.15555555555555559,-0.1,-1.216642033191232,0.982334874436737,-0.3445538312698593
they want to see you tomorrow morning,363.319,5.16,100,365.899,0.0772,0.0,0.5,-1.201774629775046,0.9070412614520074,-0.31448044227122807
pretty upset don't count on your,365.199,6.521,101,368.4595,0.1531,0.25,-0.75,-1.1451725398467434,1.100383308055636,-0.47998381654514394
pension well the Army is always,368.479,5.84,102,371.399,0.2732,0.0,0.2,-1.072321603481675,1.0149072069107485,-0.4749193813405074
waiting I'll do what I can,371.72,5.599,103,374.51950000000005,0.0,0.0,0.2,-1.027179315489369,0.9653064198370496,-0.4257175717149894
Johnny,374.319,3.0,104,375.819,0.0,0.0,0.0,-1.0160120350531594,0.9816248252557883,-0.4142713451727706
thanks where you going I got a date with,377.56,5.079,105,380.0995,0.4404,0.2,0.3,-0.9806135550569401,1.0389672143511972,-0.388385217649807
Mary not anymore I've got an artist,380.4,3.359,106,382.0795,0.0,0.0,0.1,-0.9468704868860119,1.0086978326588336,-0.37091472437327677
waiting to work with you see if you,382.639,2.321,107,383.7995,0.0,0.0,0.2,-0.8829839601224005,0.9540797992934195,-0.3466137930053831
can't get something that looks like,383.759,2.56,108,385.039,0.3612,0.0,-0.1,-0.8173870038796233,0.9064463967305936,-0.321593481752646
you're a pal well that won't take long,384.96,2.6,109,386.26,0.2732,-0.05,0.5,-0.7810101276347416,0.8578140742151888,-0.29410978704859025
I'll phone it and I don't want you to,386.319,3.641,110,388.1395,-0.0572,0.0,-0.1,-0.7777997067477759,0.7847443966218067,-0.3010990114196809
