text,start,duration,time_midpoint,vader,textblob,llama3
good evening and welcome to Full Moon,31.72,4.839,34.1395,0.7096,0.6166666666666667,0.4
matina I'm your host the detective,33.76,4.959,36.2395,0.0,0.0,0.7
bringing you the finest crime dramas and,36.559,4.48,38.799,-0.5423,0.0,0.7
film Noir from the Golden Age of,38.719,5.68,41.559,0.0,0.3,0.7
Hollywood tonight's picture is from,41.039,6.561,44.319500000000005,0.0,0.0,0.4
1948 The dark past starring William,44.399,7.64,48.219,0.0,-0.2,0.3
Holden Nina fos Lee J Cobb and Adele,47.6,8.0,51.6,0.0,0.0,0.2
Jurgens it's directed by Rudolph M and,52.039,7.961,56.0195,0.0,0.0,0.2
its cinematographer is Joseph Walker now,55.6,7.44,59.32,0.0,0.0,0.4
this picture and it's made by Colombia,60.0,6.64,63.32,0.0,0.0,0.4
pictures this is a remake of,63.04,7.24,66.66,0.0,0.0,0.2
1939's blind alley which was also by,66.64,6.44,69.86,-0.4019,-0.5,0.5
Colombia and it's based on a play that,70.28,5.26,72.91,0.34,0.0,0.4
was written by James,73.08,3.6,74.88,0.0,0.0,0.2
Warwick now this is it's something of a,76.68,6.72,80.04,0.0,0.0,0.3
psychological Thriller uh much like we,80.52,5.639,83.3395,0.4404,0.1,0.4
see in a lot of British noirs from this,83.4,4.6,85.7,0.0,0.0,0.4
era you know it just seemed like the,86.159,4.96,88.63900000000001,0.3612,0.0,0.2
British had a penchant uh they like to,88.0,5.759,90.8795,0.3612,0.0,0.3
do a lot of noirs that had like a,91.119,5.881,94.0595,0.3612,0.0,0.3
psychological aspect to them and not,93.759,6.04,96.779,0.0,0.0,0.2
that Hollywood didn't do any like that,97.0,5.24,99.62,-0.2755,0.0,-0.7
but they seem to be fewer in,99.799,5.521,102.5595,0.0,0.0,0.2
number and so on that aspect it kind of,102.24,6.72,105.6,0.0772,0.6,0.2
reminds me of a British Noir but this is,105.32,6.52,108.58,0.0,0.0,0.5
an American,108.96,2.88,110.4,0.0,0.0,0.4
Film now it's about a deranged killer,112.28,6.64,115.6,-0.6486,0.0,0.4
who escapes prison and takes a,116.159,5.401,118.8595,-0.4215,0.0,-0.7
psychiatrist family and their weekend,118.92,7.08,122.46,0.0,0.0,0.5
guest hostage but the doctor is unshaken,121.56,7.52,125.32,0.0,0.0,-0.7
and he helps the uh he helps the Killer,126.0,5.84,128.92,-0.0258,0.0,0.4
by trying to decipher a recurring,129.08,5.239,131.6995,0.0,0.0,0.3
nightmare that he thinks may be the,131.84,4.2,133.94,0.0,0.0,-0.7
cause of his,134.319,4.401,136.5195,0.0,0.0,0.2
crimes so from,136.04,7.23,139.655,0.0,0.0,-0.7
