text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
this is the story of a land,92.34,4.44,94.56,0.0,0.0,0.6,-0.22254761930443634,-0.1447973721918479,-0.12840114712898887
of the people who lived on it in the,94.92,5.22,97.53,0.0,0.0,0.4,-0.22235549496030366,-0.14355925713348053,-0.12858393341191918
year 1870 and of a man whose name was,96.78,6.54,100.05,0.0,0.0,0.2,-0.22219441910607965,-0.14253471142960497,-0.1287229077503454
Cochise he was an Indian leader of the,100.14,5.58,102.93,0.0,0.0,0.2,-0.22201257027422164,-0.14139276252037986,-0.12886398835424892
chirokawa Apache tribe,103.32,5.58,106.11,0.0,0.0,0.2,-0.22181462611120667,-0.14016744137447332,-0.128998244305901
I was involved in the story and what I,105.72,4.92,108.18,0.0,0.0,0.6,-0.22168742102742978,-0.13938972911504918,-0.12907375246987948
have to tell happened exactly as you'll,108.9,4.679,111.2395,0.0,0.25,-0.7,-0.22150184409916637,-0.13826875605835443,-0.12916856311580763
see it the only change will be that when,110.64,5.64,113.46,0.0,0.0,0.3,-0.2213690150795211,-0.13747631808460886,-0.1292250745488756
the Apaches speak they will speak in our,113.579,3.781,115.4695,0.0,0.0,0.3,-0.22125018253679216,-0.1367743879485563,-0.12926747508309896
what took place is part of the history,117.36,3.24,118.98,0.0,0.0,0.7,-0.22104578881852197,-0.13558254194931074,-0.1293220466035852
of Arizona,119.159,3.721,121.0195,0.0,0.0,0.2,-0.22092895017258338,-0.13491004534138867,-0.1293426039094221
and it began for me here where you see,120.6,3.479,122.3395,0.0,0.0,0.4,-0.2208540914452287,-0.1344825463431702,-0.1293516284868763
since getting out of the Union Army I'd,124.079,4.02,126.089,0.0,0.0,0.5,-0.22064477681282507,-0.133301203736916,-0.1293592998097205
been prospecting for gold off and on and,126.0,4.02,128.01,0.0,0.0,0.5,-0.22053947662456602,-0.13271472093571982,-0.1293531524603296
one day I got a message that a new,128.099,3.901,130.0495,0.0,0.1363636363636363,0.2,-0.22042914662960217,-0.1321058564483365,-0.12933933026689245
Colonel had come to Tucson wanted to see,130.02,4.32,132.18,0.0,0.0,0.3,-0.22031553036058346,-0.13148489983531148,-0.12931702099455433
me the story started when I saw some,132.0,5.06,134.53,0.0,0.0,0.2,-0.22019217886850057,-0.13081770699738357,-0.12928328093802488
buzzards circling in the sky,134.34,5.58,137.13,0.0,0.0,-0.7,-0.22005815423647207,-0.1301010513866595,-0.12923504816183093
buzzer to Smart bird,137.06,5.92,140.02,0.4019,0.2142857142857142,0.6,-0.2199122561476661,-0.12933075572382552,-0.12916834782976855
something or somebody was getting ready,139.92,4.26,142.04999999999998,0.3612,0.2,0.2,-0.21981174381122084,-0.1288060968455408,-0.1291134710637625
I figured was a hurt deer or rabbit or,144.18,5.059,146.70950000000002,-0.5267,0.0,0.2,-0.21958731711559704,-0.12765251147117998,-0.12896331608487743
not a rabbit not a dare,152.239,8.08,156.279,0.0,0.0,0.2,-0.219154832619884,-0.1255006141990296,-0.12855553545336978
His Kind was more dangerous than a snake,156.02,6.7,159.37,0.0018,0.1666666666666667,-0.8,-0.2190236143100026,-0.12486674012987324,-0.12839718135932407
he was an Apache,160.319,5.101,162.8695,0.0,0.0,0.4,-0.21888021754661646,-0.12418447622510861,-0.12820326023305206
for 10 years we'd been on a Savage war,162.72,5.519,165.4795,-0.7845,0.0,-0.8,-0.21877690485252468,-0.12369982162931756,-0.12804892575833535
with his people a bloody no give no take,165.42,3.3,167.07,-0.4959,-0.6075023793838755,-0.7,-0.2187154937793872,-0.12341452048993426,-0.12795095692724523
I knew it was dangerous to keep a fire,245.78,4.959,248.2595,-0.6705,-0.6,-0.7,-0.21739407791217283,-0.11789432832165456,-0.1206397893298493
going in Apache country but the boy's,248.28,4.379,250.4695,0.0,0.0,0.4,-0.21741487668726867,-0.11796320401811354,-0.12042198691879197
wounds were badly infected and he was,250.739,3.78,252.629,-0.743,-0.6075023793838755,0.2,-0.21743846913495535,-0.11804023669594457,-0.1202104962157099
running a high fever,252.659,4.14,254.729,0.0,0.16,-0.7,-0.21746453638917396,-0.11812426477148223,-0.12000626260054577
he had eight pieces of Buckshot in his,254.519,4.201,256.6195,0.0,0.0,0.3,-0.21749065941317144,-0.1182075144031457,-0.1198237417124647
back and I had to dig every one of them,256.799,3.84,258.719,0.0,0.0,-0.7,-0.21752264290732767,-0.11830831747035193,-0.11962267349538169
out with my knife,258.72,3.6,260.52000000000004,0.0,0.0,-0.7,-0.2175525900502077,-0.11840171583445097,-0.11945167583575364
I could hear him grinding his teeth,260.639,4.5,262.889,0.0,0.0,-0.7,-0.21759554082705976,-0.11853419746139655,-0.11922901104136524
together but he never let out a sound,262.32,4.68,264.66,0.0,0.4,0.2,-0.21763031062048838,-0.11864030214087577,-0.11906435578187265
for the next few days I panned the,265.139,4.62,267.449,0.0,-0.1,0.3,-0.21768972190221877,-0.11881948997001529,-0.11880843191482726
stream for gold kept an eye on the boy I,267.0,4.44,269.22,0.0,0.0,-0.7,-0.21773042676620494,-0.11894085767742217,-0.11864821206814528
wanted to be on the move and I was glad,269.759,3.661,271.5895,0.4588,0.5,0.7,-0.21778853725401676,-0.11911232963834573,-0.11843682274170207
