text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
yes sir that's it,87.84,3.919,89.79950000000001,0.4019,0.0,0.4,-0.024581183158765334,-0.04285309759165549,0.09228929383498245
the overland mail,89.759,5.881,92.6995,0.0,0.0,0.4,-0.028858098457393903,-0.04082202550826788,0.09477117699905574
san francisco to st louis in 25 days,91.759,8.801,96.1595,0.0,0.0,0.7,-0.033618179885538134,-0.03849983057836912,0.09757384185820303
2700 miles in 25 days and 25 nights when,95.64,7.159,99.2195,0.0,0.0,0.7,-0.03752422402578209,-0.03653678862734283,0.09991036661349673
the weather and engines behave,100.56,4.08,102.6,0.0,0.0,0.2,-0.04151593391697735,-0.034466012352942006,0.10233828931064155
a lot farther and longer when they,102.799,3.36,104.479,0.0,0.0,0.3,-0.04359090557559918,-0.033359009444771,0.1036188954349563
people said it couldn't be done,106.159,4.721,108.5195,0.0,0.0,0.8,-0.047713154626103545,-0.031083943657142746,0.10620768210377854
they laughed and called it the jackass,108.479,3.761,110.3595,0.0516,0.0999999999999999,-0.7,-0.04943984585195159,-0.030095145981792956,0.10731265443218965
but when mail and passengers in gold,112.24,5.6,115.04,0.0,0.0,0.5,-0.053419495504378425,-0.027711504914444664,0.10991755156842076
began coming through from california day,115.439,5.201,118.0395,0.0,0.0,0.7,-0.055666557499746576,-0.026282174835877924,0.11143331302362333
in day out the whole country sat up and,117.84,4.559,120.1195,0.0,0.2,0.4,-0.05708950816480905,-0.025335534026800992,0.11241482509500825
took notice,120.64,4.0,122.64,0.0,0.0,0.4,-0.05866862357680571,-0.024236834679097204,0.11352855107561943
san francisco to singapore,122.399,4.801,124.7995,0.0,0.0,0.5,-0.05989756765204341,-0.0233373514959971,0.1144173920538186
the shortest fastest back-breakingest,124.64,5.44,127.36,0.0,0.0,0.6,-0.06120968428535019,-0.022320447621315,0.11539383263214763
ride you could buy for 200 gold,127.2,4.88,129.64,0.0,0.0,0.6,-0.06224849134914878,-0.021459850305565867,0.11619321624816112
meals included,130.08,5.8,132.98000000000002,0.0,0.0,0.6,-0.06355558812389751,-0.020274746266129583,0.11724630154679719
yes sir that's it the jackass made,132.08,10.64,137.4,-0.0258,-0.5,-0.7,-0.06490589151702325,-0.01884281619241672,0.11842723635814302
this is the relay station at rawhide,142.72,4.96,145.2,0.0,0.0,0.3,-0.06628944400264868,-0.016687334078781445,0.1199324775846455
pass one of many strung along the 2700,144.879,4.08,146.91899999999998,0.0,0.5,0.4,-0.06643127762989756,-0.016274907166698337,0.1201667339138465
here while a fresh team of mules was,148.959,3.36,150.639,0.3182,0.3,0.2,-0.06654652115702125,-0.015458447732856083,0.1205553572904531
hitched to the stage the driver and,150.56,3.679,152.3995,0.0,0.0,0.4,-0.06651223201158861,-0.015107969461264907,0.12068342555955112
passengers could wash have some food and,152.319,3.681,154.15949999999998,0.0,0.0,0.4,-0.06642257590952029,-0.014780425570067719,0.12077596230003844
