text,start,duration,time_midpoint,vader,textblob,llama3
this is the castle of bamo in the,96.479,4.481,98.7195,0.0,0.0,0.4
principality of bamo in Southeastern,98.32,5.479,101.0595,0.0,0.0,0.2
Europe the year is,100.96,5.439,103.6795,0.0,0.0,0.3
1861 this is the Castle's ancestral,103.799,5.241,106.4195,0.0,0.0,0.7
Gallery every night old Luigi bids good,106.399,4.841,108.8195,0.4404,0.39999999999999997,0.5
night to his dead Masters who through,109.04,4.24,111.16,-0.6486,-0.2,-0.7
the centuries ruled from this Castle in,111.24,5.76,114.12,0.0,0.0,0.2
peace and War mostly in war for small,113.28,5.839,116.1995,-0.6486,0.125,-0.7
Bergamo holds a strategically important,117.0,3.759,118.8795,0.2023,0.4,0.4
position on the road to,119.119,3.96,121.099,0.0,0.0,0.4
Rome there in the background is Count,120.759,6.081,123.7995,0.0,0.0,0.7
Jovan a famous poet in his time next,123.079,7.32,126.739,0.0,0.25,0.5
count as Isabella this is Count Dominic,126.84,4.36,129.02,0.0,0.0,0.2
Orlando and this is Count Alberto the,131.2,4.96,133.67999999999998,0.0,0.0,0.4
great great great great grandfather of,134.04,4.24,136.16,0.9545,0.8,0.6
the presently ruling ctis,136.16,5.359,138.8395,0.0,0.0,0.2
Angelina his wife Franchesca called the,138.28,6.319,141.4395,0.0,0.0,0.4
lady in IR saved the castle 300 years,141.519,5.0,144.019,0.4215,0.0,0.8
ago from a mighty conqueror in a moment,144.599,2.601,145.8995,0.0,0.4,0.7
danger but tonight Franchesca is happy,147.2,5.48,149.94,0.5927,0.8,0.4
for her great great great great,150.84,4.89,153.285,0.9545,0.8,0.6
granddaughter Angelina will be married,152.68,15.89,160.625,0.0,0.25,0.7
tomorrow and this this is Angelina,178.56,4.12,180.62,0.0,0.0,0.4
ruling cess of,181.12,3.88,183.06,0.0,0.0,-0.5
pgo great great great great,182.68,4.14,184.75,0.9545,0.8,0.8
granddaughter of the lady in,185.0,23.76,196.88,0.0,0.0,0.5
it was a beautiful ceremony wasn't it,229.599,3.36,231.279,0.5994,0.85,0.8
very and the devotion of the people it,232.959,4.961,235.4395,0.5046,0.2,0.8
was touching they all seemed so happy,235.28,5.239,237.8995,0.6948,0.65,0.7
they were taking to you I could feel it,237.92,4.879,240.3595,0.0,0.0,0.7
strange one can be prepared and yet when,240.519,3.161,242.0995,0.0258,-0.05,0.2
happens well I I've known all these,243.68,3.52,245.44,0.2732,0.0,0.3
years that when a simple Baron marries,245.76,3.64,247.58,0.0,0.0,0.4
into a family of sovereign lineage it,247.2,5.52,249.96,0.0,0.0,0.7
darling it was just a formality yes I,249.4,5.0,251.9,0.7579,0.0,0.7
Know It And yet when I had to kneel,252.72,3.159,254.2995,0.0,0.0,-0.7
before you and you crossed the sword,254.4,2.64,255.72,0.0,0.0,0.4
over my head and you raised me to the,255.879,3.401,257.5795,0.0,0.0,0.4
rank of a account of bamo it was a,257.04,3.919,258.9995,0.0,-0.8,0.2
of well I'm sure I'll get over,260.959,4.121,263.0195,0.5267,0.5,0.2
it I'll tell you how I felt at the same,266.28,4.16,268.36,0.0,0.0,0.5
moment just as as I was about to make,268.88,4.28,271.02,0.0,0.0,0.3
you a bamo do you realize how heavy that,270.44,4.8,272.84,0.0,-0.2,0.7
big ancestral sword is I was so,273.16,3.84,275.08000000000004,0.0,0.0,-0.7
frightened if that sword had fallen on,275.24,3.04,276.76,-0.6597,0.0,-0.7
your head you never would have found out,277.0,3.199,278.5995,0.0,0.0,0.6
that you would become a bamo and I would,278.28,4.759,280.6595,0.0,0.0,0.5
have been a widow before I became a wife,280.199,5.801,283.09950000000003,0.0,0.0,-0.7
but darling the sword didn't fall and,283.039,5.6,285.839,0.7351,0.0,0.4
here we are one Bergamo and another,286.0,5.6,288.8,0.0,0.0,0.4
Bergamo oh darling try to understand,288.639,4.681,290.97950000000003,0.5859,0.0,0.7
when you put the ring on my finger it,291.6,3.08,293.14000000000004,0.0,0.0,0.8
suddenly dawned on me that you were,293.32,3.68,295.16,0.0,0.0,0.5
really going to be the count and frankly,294.68,3.76,296.56,0.0,0.2,0.5
I don't think I'll be very happy as a,297.0,3.36,298.68,0.6115,1.0,-0.7
countess but dar when he asked me to,298.44,3.68,300.28,0.0,0.0,-0.7
promise to obey I I could have killed,300.36,3.88,302.3,-0.4939,-0.2,-0.7
that mayor of bamo do you remember when,302.12,4.16,304.2,0.0,0.0,-0.7
we were children you were 9 years old,304.24,4.12,306.3,0.0,0.1,0.4
and our parents pledged us to marriage,306.28,3.72,308.14,0.0,0.0,0.2
and after we had promised to obey that,308.36,3.52,310.12,0.3612,0.0,-0.7
pledge I stuck out my tongue at you and,310.0,4.24,312.12,-0.25,0.0,-0.7
you pushed me into the flower bed well,311.88,3.84,313.8,0.2732,0.0,-0.7
darling if you ever doubt that you were,314.24,3.519,315.9995,0.3182,0.0,0.3
the master Take Me In the Garden the,315.72,4.24,317.84000000000003,0.0,0.0,0.8
flower bed is still there thank you,317.759,4.801,320.15950000000004,0.3612,0.0,0.7
Angelina oh Mario I want this to be a,319.96,4.84,322.38,0.0772,0.0,0.4
glorious marriage with quarrels and,322.56,5.16,325.14,0.6369,0.0,0.5
making up with tears and kisses always,324.8,5.32,327.46000000000004,0.34,0.0,0.8
something happening I want to be a good,327.72,3.919,329.6795,0.4939,0.7,0.7
wife not only because it's right but,330.12,4.84,332.54,0.0,0.14285714285714285,0.4
because I once read a book or maybe I,331.639,6.68,334.979,0.0,0.0,-0.5
heard it that when you fall in love,334.96,6.799,338.3595,0.6369,0.5,0.8
somewhere or somehow you hear the sound,338.319,7.44,342.03900000000004,0.0,0.4,0.3
of a flute way off in the,341.759,6.601,345.0595,0.0,0.0,0.7
distance oh we can do much better I'll,345.759,4.0,347.759,0.4404,0.5,0.4
get a whole Orchestra right under your,348.36,4.32,350.52000000000004,0.0,0.24285714285714285,0.8
window how does that sound,349.759,5.761,352.6395,0.0,0.4,0.4
huh I ask for so little and you you,352.68,5.959,355.6595,0.0,-0.1875,-0.7
offer me so much that's my,355.52,6.08,358.56,0.0,0.2,0.7
nature what's that I didn't order a,358.639,4.961,361.1195,0.0,0.0,-0.7
salute and I gave strict orders against,361.6,3.439,363.3195,0.0,0.0,0.3
it with a firing line so close it might,363.6,3.63,365.415,-0.34,0.0,0.4
turmoil what is it the enemy they've,371.319,4.641,373.6395,-0.7184,0.0,-0.7
broken through our lines the Hungarian,373.72,4.879,376.1595,-0.4767,-0.4,0.4
oars are on their way to the,375.96,5.959,378.9395,0.0,0.0,0.7
castle oh my dear ctis I carried you in,378.599,6.521,381.8595,0.3818,0.0,0.2
my arms when you were a,381.919,3.201,383.5195,0.0,0.0,0.5
baby those soldiers are ours our troops,388.28,6.039,391.2995,0.0,0.0,-0.7
retreating from hungarians I gave,392.199,4.201,394.2995,0.0,0.0,0.8
everybody downstairs instruction how to,394.319,4.481,396.5595,0.0,0.0,0.2
behave I told them not to call those,396.4,4.84,398.82,0.0,0.0,-0.7
hungarians Hungarian why should one,398.8,4.44,401.02,0.0,0.0,0.3
provoke people tell my orderly to have,401.24,3.01,402.745,-0.4019,0.0,0.3
the horses ready yes,403.24,7.939,407.2095,0.6369,0.2,0.7
sir the thought that you'll be at the,414.879,4.121,416.9395,0.0,0.0,0.4
mercy of that Hungarian Colonel the,416.879,3.961,418.8595,0.3612,0.0,0.6
Dreadful string into this castle and,419.0,3.319,420.6595,-0.4404,-1.0,-0.7
ordering you,420.84,8.079,424.8795,0.0,0.0,0.2
around no no no no no no no no no I'm,422.319,9.88,427.259,0.878,0.0,-0.8
not going I'll stay here and protect you,428.919,5.72,431.779,0.3818,0.0,0.7
they'll take you prisoner I'll disguise,432.199,4.4,434.399,-0.6705,0.0,-0.7
myself I'll hide you darling I'll do,434.639,4.24,436.759,0.4767,0.0,0.7
everything in my power of course if they,436.599,4.681,438.9395,0.0,0.0,0.5
catch me they'll shoot me shoot you huh,438.879,3.801,440.7795,-0.5859,0.0,0.4
let them shoot me I'm not afraid I'm a,441.28,3.24,442.9,-0.34,0.3,0.8
good Target oh Mario do whatever you,442.68,5.239,445.2995,0.4404,0.7,0.7
think is best and forget about,444.52,3.399,446.2195,0.5106,1.0,0.4
me you know want me to stay do you I'd,448.12,5.28,450.76,0.0772,0.0,0.5
love you to stay it would be only too,451.52,3.239,453.1395,0.6369,0.25,0.8
wonderful if you could of course I,453.4,3.72,455.26,0.5719,1.0,0.8
realize I have to go and immediately,454.759,5.081,457.2995,0.0,0.0,-0.7
what a wedding night what an unfortunate,457.12,4.919,459.5795,-0.4588,-0.5,-0.7
wedding night but you'll come back and,459.84,3.72,461.7,0.0,0.0,0.3
then it'll be at the head of your troops,462.039,3.921,463.9995,0.0,0.0,0.7
taking the castle by storm yes you'll,463.56,4.72,465.92,0.4019,0.0,0.7
come back not only as a Bergamo but as,465.96,4.639,468.2795,0.0,0.0,0.7
the Conqueror of Bergamo and I'll be in,468.28,4.84,470.7,0.0,0.0,0.4
the entrance hall waiting for you your,470.599,3.621,472.4095,0.0,0.0,0.6
the threat to the castle of Vamo was,504.96,6.13,508.025,-0.5267,0.0,0.7
also heard in the ancestors gallery,506.919,15.401,514.6195,0.0,0.0,-0.7
what a crisis what a crisis it calls for,545.92,5.039,548.4395,-0.8481,0.0,0.4
clever devices calls for strategy calls,548.399,4.481,550.6395,0.4588,0.16666666666666666,0.7
for trickery calls for cruelty yes,550.959,6.041,553.9794999999999,-0.5106,0.0,-0.7
brutality it calls for the woman,552.88,4.12,554.9399999999999,-0.6124,0.0,-0.7
Franchesca Frances Fran Fran is is she,559.88,6.84,563.3,0.0,0.0,0.2
is she somebody find her somebody get,564.44,4.44,566.6600000000001,0.0,0.0,0.4
her maybe she's here maybe she's there,566.72,5.72,569.58,0.0,0.0,0.2
stop look a letter a letter what does it,568.88,5.959,571.8595,-0.296,0.0,0.2
say what does it say right away don't,572.44,6.48,575.6800000000001,0.0,0.2857142857142857,-0.5
delay what does it say we'll be back in,574.839,8.12,578.899,-0.3182,0.0,0.2
an hour have gone to the tower we can't,578.92,6.96,582.4,0.0,0.0,-0.7
wa we can't the tower the tower to the,582.959,5.401,585.6595,0.0,0.0,0.2
Tower Franchesca Franchesca at last save,589.079,7.521,592.8394999999999,0.4939,0.0,0.7
the castle as you did in the,594.04,7.16,597.62,0.0,0.0,0.5
past you Heroes,596.6,8.239,600.7195,0.5106,-0.25,0.7
what do you see what do you see nothing,601.2,7.48,604.94,0.0,0.0,-0.7
she sees nothing simply,604.839,8.601,609.1395000000001,0.0,0.0,-0.5
nothing wait I see something she see,608.68,7.399,612.3794999999999,0.0,0.0,0.4
something and is he,613.44,5.92,616.4000000000001,0.0,0.0,0.2
something he looks like he'd stop at,616.079,6.521,619.3394999999999,0.0772,0.0,0.3
nothing she sees something that would,619.36,7.08,622.9,0.0,0.0,0.4
stop at nothing he's a captain a captain,622.6,6.88,626.0400000000001,-0.296,0.0,0.4
no a colonel a colonel and he's so young,626.44,8.12,630.5,-0.296,0.1,-0.7
to rank so high he must be a great,629.48,6.88,632.9200000000001,0.6249,0.053333333333333344,0.7
fighter but,634.56,5.32,637.2199999999999,0.0772,0.0,0.4
I what I'll do to that wild,639.959,7.241,643.5794999999999,0.0,0.1,0.4
Hungarian what I'll do to that wild,647.2,8.879,651.6395,0.0,0.1,0.3
Barbarian I'll handle that ble with,653.04,5.68,655.88,0.0,-0.7,0.3
weapons of my own I'll haunt him I'll,656.079,5.081,658.6194999999999,-0.6808,0.6,0.6
taunt him and when I get him where I,658.72,7.93,662.6850000000001,0.0,0.0,-0.7
want him what I'll do to that wild,661.16,7.799,665.0595,0.0772,0.1,0.5
Hungarian what I'll do to,668.959,6.921,672.4195,0.0,0.0,0.4
those he'll get a little surprise I'll,673.04,5.32,675.6999999999999,0.204,-0.1875,0.5
trip him I'll trap him I'll pinch him,675.88,5.16,678.46,-0.3182,0.0,-0.7
I'll slap him I'll teach him Maneuvers,678.36,3.76,680.24,0.1531,0.0,0.4
new so let him come let him come and do,682.12,9.56,686.9,0.0,0.13636363636363635,0.7
what I'll do wonderful glorious again,688.0,6.48,691.24,0.836,1.0,0.8
she will be victorious Bravo,691.68,10.47,696.915,0.0,0.0,0.5
Franchesco I'll let him have a rap and,709.04,6.16,712.12,0.0,0.0,0.9
not the one by list she'll use her fist,711.88,5.72,714.74,0.0,0.0,-0.7
I'll keep him jumping with my,715.2,5.28,717.84,0.0,0.0,0.7
thumping she'll do,717.6,4.65,719.9250000000001,0.0,0.0,0.7
wildar what I'll do to that man ho no,724.519,8.201,728.6195,-0.296,0.0,-0.7
other enemy can I'll rip off his medals,729.639,7.361,733.3195000000001,-0.5423,-0.125,-0.8
she'll bite off his bu his,732.72,4.28,734.86,0.0,0.0,0.3
batt so let him come let him come let,737.6,6.96,741.08,0.0,0.0,0.8
him come let him come let him come let,741.88,8.319,746.0395,0.0,0.0,0.8
him come yes let him come let him come,744.56,7.279,748.1995,0.4019,0.0,0.8
do do what do what,751.839,11.3,757.489,0.0,0.0,0.2
do what I'll,764.0,3.6,765.8,0.0,0.0,0.4
do may I report sir all all your orders,777.12,5.04,779.64,0.0,0.0,0.2
have been carried,779.639,2.521,780.8995,0.0,0.0,0.2
that is the CEST Francesca 1537 to,820.48,7.799,824.3795,0.0,0.0,0.4
1578 I like her best of all the,825.399,6.641,828.7195,0.7717,1.0,0.7
ancestors she even Smiles at me well,828.279,5.92,831.239,0.6369,0.0,0.7
naturally I can't see it but one can,832.04,5.159,834.6195,0.0,0.1,0.4
feel when one is,834.199,3.0,835.699,0.0,0.0,0.2
H yes sir I want you to hammer into the,840.44,3.639,842.2595,0.4588,0.0,0.7
heads of the men that this is not a,843.0,3.92,844.96,0.0,0.0,-0.7
vacation from war yes sir if I find the,844.079,6.0,847.079,-0.296,0.0,-0.7
slightest what is the matter with her,846.92,4.8,849.3199999999999,0.0258,0.0,0.7
she has her coat on and her shoes off,850.079,3.56,851.8589999999999,0.0,0.0,0.2
this woman doesn't make sense she,851.72,5.4,854.4200000000001,0.0,0.0,-0.7
certainly doesn't sir what woman does do,853.639,6.161,856.7195,0.34,0.21428571428571427,-0.7
we want them to make sense believe me,857.12,4.639,859.4395,0.0772,0.0,0.7
sir there's a reason for everything in,859.8,5.44,862.52,0.0,0.0,0.4
that picture hold on yes if I find the,861.759,4.841,864.1795,0.4019,0.0,0.3
slightest lessening of discipline I'll,865.24,2.68,866.58,0.0,0.0,0.4
throw them out of their soft beds and,866.6,3.77,868.485,0.0,0.1,-0.7
they'll sleep in the mud again yes,867.92,5.96,870.9,0.4019,0.0,0.4
har yes sir what are these women dressed,873.88,5.759,876.7595,0.4019,0.0,0.2
up for hi to welcome you sir that's the,876.399,5.44,879.119,0.4588,0.8,0.7
way we do in pagamo what is your name,879.639,4.401,881.8395,0.0,0.0,0.2
Luigi sir Luigi I was born in this,881.839,4.36,884.019,0.0,0.0,0.4
Castle my father was born here too and,884.04,3.64,885.86,0.0,0.0,0.4
your grandfather too yes sir that's,886.199,2.841,887.6194999999999,0.4019,0.0,0.5
right watch him harath keep your eye on,887.68,2.839,889.0994999999999,0.0,0.2857142857142857,0.6
him yes sir who is the master of this,889.04,3.64,890.86,0.4019,0.0,0.7
house Angelina count of B where is she,890.519,3.76,892.399,0.0,0.0,0.2
why isn't she here to receive me well,892.68,3.159,894.2595,0.2732,0.0,-0.7
sir I think the CEST probably didn't,894.279,3.881,896.2195,0.0,0.0,-0.7
expect you thank you sir I don't want,895.839,4.601,898.1395000000001,0.3134,0.0,-0.7
this CEST to throw is at my feet but I I,898.16,3.4,899.86,0.0,0.0,-0.7
wanted to know that there's somebody new,900.44,2.68,901.78,0.0,0.13636363636363635,0.4
in command in this Castle bring her down,901.56,3.48,903.3,0.0,-0.15555555555555559,-0.7
immediately yes,903.12,4.639,905.4395,0.4019,0.0,0.7
sir now see here you charming ladies of,905.04,4.239,907.1595,0.5859,0.7,0.6
