text,start,duration,time_midpoint,vader,textblob,llama3
leave the cell door open that's all the,84.439,4.521,86.69949999999999,-0.0516,0.0,0.4
Restort let him Escape in my view it's,86.36,4.079,88.3995,0.1779,0.0,0.3
all very irregular,88.96,3.56,90.74,0.0,0.2,-0.7
it might entail the most embarrassing,90.439,4.761,92.8195,-0.4391,0.5,-0.7
repercussions exact certainly it's a,92.52,4.52,94.78,0.34,0.23214285714285715,0.3
responsibility of the first magnitude,95.2,4.12,97.26,0.0,0.25,0.6
I'm sorry Mr Wilson but you must blast,97.04,4.48,99.28,-0.0387,-0.5,0.4
all this discussion what good of words,99.32,4.479,101.5595,0.4404,0.7,-0.7
I'm sick of words hang the repercussions,101.52,4.76,103.9,-0.5106,-0.7142857142857143,-0.7
and the responsibility if I fail I am,103.799,4.841,106.2195,-0.5423,-0.5,0.3
responsible leave the cell door open let,106.28,5.0,108.78,0.2732,0.1,0.4
him Escape let him it's our only chance,108.64,3.839,110.5595,0.4019,0.0,0.7
but you can threaten me with a bottom,111.28,3.6,113.08,-0.5267,0.0,-0.7
pits of hell and still I insist this,112.479,4.521,114.7395,-0.6808,0.0,-0.7
obscenity must be destroyed do you hear,114.88,3.96,116.86,-0.4939,0.0,-0.8
all passengers ready to disembark I'm,136.12,5.56,138.9,0.3612,0.2,0.4
traveling for my health I am traveling,139.319,3.521,141.0795,0.0,0.0,0.7
passaportes get your passports,144.879,7.521,148.6395,0.0,0.0,0.7
ready and ready in for my,148.36,4.04,150.38000000000002,0.6124,0.2,0.6
health I don't understand you business,162.8,6.76,166.18,0.0,0.0,-0.7
in this country I'm joining my,166.08,5.83,168.995,0.0,0.0,0.6
husband next,169.56,7.36,173.24,0.0,0.0,0.4
pleas Stan pki you take care of himo,176.92,6.92,180.38,0.4939,0.0,0.4
your business in this country seor I'm,181.84,5.759,184.7195,0.0,0.0,0.3
traveling for my health,183.84,7.56,187.62,0.0,0.0,0.7
how I am traveling for my health oh you,187.599,6.881,191.0395,0.0,0.0,0.4
are a native of what country,191.4,6.08,194.44,0.0,0.0,0.2
fore Hotel naal see,236.84,4.84,239.26,0.0,0.0,0.4
yes you haven't lost him you sure you,252.64,4.36,254.82,0.7151,0.5,0.3
know where he's going my wife is,255.28,3.72,257.14,0.0,0.0,0.5
following him he's gone to the,257.0,3.919,258.9595,0.0,0.0,-0.7
photographers probably to get a new,259.0,5.16,261.58,0.0,0.13636363636363635,0.4
passport and new,260.919,5.321,263.5795,0.0,0.13636363636363635,0.7
instructions,264.16,4.36,266.34000000000003,0.0,0.0,0.4
it I wish to know the whereabouts of,266.24,5.36,268.92,0.4019,0.0,0.2
France Kindler,268.52,3.08,270.06,0.0,0.0,0.5
Kindler there is no France Kindler,274.28,8.759,278.6595,-0.296,0.0,0.2
France kler is dead and cremated it's a,277.199,5.84,280.119,-0.6486,-0.2,-0.7
command I have a message for friend,285.52,6.679,288.8595,0.4939,0.0,0.7
KRA from the all,288.52,3.679,290.3595,0.0,0.0,0.5
highest it is forbidden I command you in,292.919,8.641,297.2395,-0.4215,0.0,-0.7
the name of that Authority,297.12,4.44,299.34000000000003,0.0772,0.0,0.2
you you know the the name he is,310.56,16.12,318.62,0.0,0.0,0.2
Con in the United,335.36,6.88,338.8,0.4215,0.0,0.3
States the town of,337.88,4.36,340.06,0.0,0.0,0.4
me Lake Arrowhead and is that place the,388.4,5.6,391.2,0.0,0.0,0.2
hotel gave me a room that was so small,391.8,3.72,393.66,0.0,-0.25,-0.7
every time I closed the door the knock,394.0,3.44,395.72,0.0,-0.1,0.5
got in and bed with me and you know how,395.52,3.64,397.34,0.0,0.0,0.5
cold those brass door knobs are on a,397.44,6.4,400.64,0.0,-0.6,-0.7
winter night I had so many blankets I to,399.16,6.64,402.48,0.0,0.5,0.4
find a place to get have a nice trip you,403.84,3.88,405.78,0.4215,0.6,0.7
in quite a story you have here,407.72,7.199,411.3195,0.0,0.0,0.4
Mr that's me we about everything here,411.319,4.88,413.759,0.0,0.0,0.6
the two of them,414.919,3.84,416.839,0.0,0.0,0.4
started called the manager I said hey,416.199,4.4,418.399,0.0,0.0,0.3
there's two rats fighting in this room,418.759,3.041,420.2795,-0.3612,0.0,-0.7
he said what do you want for a bucking a,420.599,3.88,422.539,0.0772,0.0,0.3
quarter a bull fight about 7:00 in the,421.8,4.44,424.02,-0.3818,0.0,0.2
