text,start,duration,time_midpoint,vader,textblob,llama3
this part of the desert of South Africa,65.56,4.12,67.62,0.0,0.0,0.4
where only a parched camelthorn tree,67.68,4.36,69.86000000000001,0.0,0.0,0.6
relieves the endless parallels of time,69.68,5.56,72.46000000000001,0.3612,-0.125,0.2
space and Sky surrounds like a rope of,72.04,5.96,75.02000000000001,0.3612,0.0,0.7
sand the richest Diamond bearing area in,75.24,6.32,78.39999999999999,0.7003,0.0,-0.7
the world an uneasy land where men,78.0,6.28,81.14,-0.3818,0.0,0.7
inflamed by monotony and the heat,81.56,5.16,84.14,-0.34,0.0,-0.7
sometimes forget the rules of,84.28,4.64,86.6,-0.2263,0.0,-0.4
civilization,88.92,3.14,90.49,0.0,0.0,0.7
West area Patrol Thompson,180.04,6.119,183.0995,0.0,0.0,0.4
speaking give me vogle,182.4,3.759,184.2795,0.0,0.0,0.2
please commandant vogle we've just taken,187.519,5.761,190.3995,0.3182,0.0,0.4
it 40 minutes and all we're searching,190.56,5.399,193.2595,0.0,0.0,0.3
him now for diamonds 40 minutes huh,193.28,4.36,195.46,0.0,0.0,0.2
quite a record my,195.959,3.601,197.7595,0.0,0.0,0.4
congratulations and put yourself on,197.64,3.679,199.4795,0.5994,0.0,0.8
report when you return you'll be fine a,199.56,3.36,201.24,0.2023,0.4166666666666667,0.6
week's pay for allowing the man in the,201.319,3.401,203.0195,-0.1027,0.0,0.4
allall Thompson one of the aims of my,204.72,4.079,206.7595,0.0,0.0,0.4
department is this it is impossible for,207.12,3.8,209.02,0.0,-0.6666666666666666,-0.7
any man to enter the prohib area even,208.799,4.64,211.119,0.0,0.0,-0.7
for 40 minutes my job is to see that no,210.92,4.0,212.92,-0.296,0.0,-0.7
diamonds are removed from the area I'm,213.439,4.0,215.439,0.0,0.0,-0.7
not playing,214.92,2.519,216.1795,-0.1511,0.0,-0.7
games what is it from Herrero Chief Sir,217.519,4.601,219.8195,0.0,0.0,0.4
report a number of their men want to,220.68,5.4,223.38,0.1531,0.0,0.2
sign a labor contract that's M's job Mr,222.12,7.36,225.8,0.0,0.0,-0.7
M is not back from Cape Town,226.08,7.6,229.88,0.0,0.0,0.2
sir how many about 100 I understand the,229.48,9.24,234.1,0.0,0.5,0.4
regulations you sign up for a year no,233.68,8.03,237.695,-0.296,0.0,0.4
month take them to Collins yes sir come,255.079,4.84,257.499,0.4019,0.0,0.2
on yes what is it exit permit for your,263.08,6.839,266.4995,0.4019,0.0,0.3
signatures p and separator for arm,267.28,4.44,269.5,0.0,0.0,0.4
injury no fluoroscope check you know,269.919,4.56,272.199,-0.6124,0.0,-0.7
better than that the X-ray is broken,271.72,4.88,274.16,-0.0516,0.04999999999999999,-0.7
down sir Well Repair it Fly someone in,274.479,5.28,277.119,0.2732,0.32222222222222224,-0.7
if necessary I have an okay from Doc,276.6,6.879,280.03950000000003,0.2263,0.25,0.4
Hunter he just did it,279.759,3.72,281.619,0.0,0.0,0.6
up and very neatly,291.6,3.84,293.52000000000004,0.4005,0.2,0.7
take him down the hall and explain to,314.52,3.36,316.2,0.0,-0.15555555555555559,0.4
him the physical dangers of hiding a,316.12,4.72,318.48,-0.6597,0.0,0.4
diamond in an open,317.88,2.96,319.36,0.34,0.0,0.4
wound incidentally Pearson Dr Hunter's,322.039,5.28,324.679,0.0,0.0,0.2
bandages are never neat they have a,325.639,6.0,328.639,-0.357,0.0,-0.7
certain alcoholic sloppiness about them,327.319,4.32,329.47900000000004,0.2732,-0.017857142857142863,-0.7
come on get that man squeen get it over,361.039,5.031,363.5545,0.0,0.0,0.8
there get off your,364.16,3.12,365.72,0.0,0.0,-0.7
P how soon can you get my gear off look,367.28,5.0,369.78,0.0,0.0,-0.7
Mister if you think all I got to do is,370.28,4.359,372.4595,0.0,0.0,0.5
"nuzzle to 1,000 tons of cargo how soon",372.28,5.199,374.8795,0.0,0.0,0.2
can you get my gear off yes sir F your,374.639,6.361,377.8195,0.4019,0.0,0.4
Caro first and get that way swinging,377.479,6.44,380.699,0.0,0.25,0.7
come on get it down hey send up that,381.0,6.039,384.0195,0.0,-0.15555555555555559,0.7
passenger cargo next hey,383.919,7.201,387.5195,0.0,0.0,0.5
boy hey you go on dock take care of,387.039,5.871,389.9745,0.4939,0.0,0.4
passenger's gear you,391.12,3.6,392.92,0.0,0.0,0.2
understand now go dock take care of,394.72,6.199,397.8195,0.4939,0.0,0.4
gentleman's gear,398.319,5.241,400.9395,0.0,0.0,0.7
understand why they stupid aood and,400.919,4.481,403.1595,-0.5267,-0.7999999999999999,-0.7
can't understand I guess his mother,403.56,2.71,404.915,0.0,0.0,-0.7
didn't bring him,405.4,5.2,408.0,0.0,0.0,-0.7
ight it comes,413.52,8.0,417.52,0.0,0.0,0.2
now hold that winch,417.12,4.4,419.32,0.0,0.0,0.2
Davis I warned you not to come back here,421.72,5.24,424.34,-0.2732,0.0,-0.7
I thought you'd be gone vogle promote,424.639,3.761,426.5195,0.3818,0.0,-0.7
her to a little Diamond start all your,426.96,3.88,428.9,0.2748,-0.1875,0.3
own I was waiting for you and your blue,428.4,4.4,430.6,0.0,0.3,0.5
jacket the one with my blood stains is,430.84,3.88,432.78,0.0,0.0,-0.7
that waiting,432.8,4.48,435.04,0.0,0.0,-0.5
too don't lose your temper in this heat,434.72,4.919,437.1795,0.5559,0.0,0.4
commandant it's bad for the blood,437.28,6.16,440.36,-0.5423,-0.6999999999999998,-0.7
pressure what do you want here that's my,439.639,5.68,442.479,-0.2263,0.0,0.3
business come on let's get this stuff,443.44,4.159,445.5195,0.0,0.0,0.7
his leg a regrettable accident sorry,461.8,6.32,464.96,-0.7717,-0.5,-0.7
your equipment is ruined Mr,464.96,3.16,466.54,-0.4767,0.0,-0.8
Davis don't lose your temper in this,471.08,6.679,474.4195,0.5559,0.0,0.2
heat Davis it's bad for the blood,473.24,4.519,475.4995,-0.5423,-0.6999999999999998,-0.7
pressure Bogle I came back here telling,478.44,4.12,480.5,-0.296,0.0,0.3
myself I forgotten what this place did,481.039,4.72,483.399,-0.2263,0.0,-0.7
to me but all I wanted was my license,482.56,5.44,485.28,0.0,0.0,-0.7
back I came back here telling myself,485.759,4.801,488.1595,0.0,0.0,0.3
that what happened before was a,488.0,5.919,490.9595,0.0,0.0,0.2
regrettable accident I'm back Bogle now,490.56,5.44,493.28,-0.7506,0.0,-0.7
I know what I want thanks to you the,493.919,4.521,496.1795,0.4939,0.2,0.7
Hunter and the guide is gone I'm back to,496.0,4.28,498.14,0.0,0.0,-0.7
get something I've already paid,498.44,5.12,501.0,0.0,0.0,-0.7
for price has,500.28,7.0,503.78,0.0,0.0,0.2
doubled Salon,503.56,7.44,507.28,0.0,0.0,0.4
Pig my blue jacket Dave I saved it and,507.28,7.439,510.9995,0.4215,0.0,0.3
all I want is an excuse to use,511.0,3.719,512.8595,0.1531,-0.05,0.4
you I thought you didn't speak,544.2,3.879,546.1395,0.0,0.0,-0.7
English I don't speak English much to,549.36,3.96,551.34,0.0,0.06666666666666667,-0.7
people I see your,553.32,3.519,555.0795,0.0,0.0,0.4
point I may be able to use a boy that,557.36,5.96,560.34,0.0,0.5,0.3
don't speak English much I work for you,559.6,6.0,562.6,0.0,0.1,0.3
good but you better go see D hter first,563.32,4.0,565.32,0.7003,0.48333333333333334,0.4
and have him take care of this tell him,565.6,5.76,568.48,0.4939,0.0,0.2
Mike Davis sent you he remember the name,567.32,4.04,569.34,0.0,0.0,0.4
call Mr Mar Cape Town try to Pur CL,573.8,5.64,576.62,0.0,0.0,0.7
first yes sir and insist that I talk to,576.079,5.641,578.8995,0.4019,0.25,0.4
D stat to cap,579.44,4.36,581.62,0.0,0.0,0.7
club I'm sorry Mr Martin G cannot be,583.8,5.479,586.5395,-0.0772,-0.5,-0.7
disturbed no I'm very sorry but the,587.24,4.039,589.2595,-0.4012,0.1923076923076923,0.2
membership committee is,589.279,5.401,591.9795,0.0,0.0,-0.7
meeting the next and last application is,591.279,7.041,594.7995,0.0,0.0,0.2
that of Mr Po Vogel of,594.68,7.32,598.3399999999999,-0.5574,0.0,0.4
