text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
"To begin with, all the incidents and characters in this story...",2.45,3.031,3.965500000000001,0.0,0.0,0.4,-0.13408415507252353,-0.13826001560864626,0.11701379173848164
might be fictitious...,5.545,1.81,6.45,0.0,0.0,-0.5,-0.13286968064510277,-0.13758716671872306,0.11810615955167653
and any resemblance to you or me...,7.425,2.089,8.4695,0.0,0.0,0.2,-0.13190905528717556,-0.13705111810107368,0.11897723966903286
might be purely coincidental.,9.579,2.483,10.8205,0.0,0.2142857142857142,0.2,-0.13082042598519183,-0.13643927110872872,0.11997238027123662
The name of the town isn't important.,13.364,1.841,14.2845,-0.1511,0.4,0.2,-0.12927392376139232,-0.13556148032578025,0.12140174664861102
It's the one that's just 28 minutes from the big city...,15.275,2.212,16.381,0.0,0.0,0.7,-0.12837081770276323,-0.13504383213695667,0.12224561161748762
23 if you catch the Morning Express.,17.549,2.39,18.744,0.0,0.0,0.6,-0.12738226596376725,-0.1344725867470997,0.12317767471380277
"It's on a river, and it's got houses and stores and churches...",20.007,3.548,21.781,0.0,0.0,0.7,-0.1261568964201336,-0.13375724990460958,0.12434607814572012
and a Main Street.,23.617,1.903,24.5685,0.0,0.1666666666666666,0.2,-0.12507631172618178,-0.13311917675253157,0.12538945682388225
Nothing fancy like Broadway or Market.,25.589,1.964,26.571,-0.2755,0.0,0.2,-0.12432577163016786,-0.1326716309967125,0.1261219529026313
Just plain Main.,27.621,1.842,28.542,0.0,-0.0238095238095238,0.5,-0.12360782057473137,-0.1322399095586073,0.12682907572934551
"Drugs, dry goods, shoes...",29.533,1.81,30.438,0.0,-0.0666666666666666,0.2,-0.12293645737055044,-0.1318327874617228,0.12749638323685752
those horrible little chain stores that breed like rabbits.,31.414,3.879,33.353500000000004,-0.25,-0.59375,-0.8,-0.12194054644790851,-0.13122227111422033,0.1284979420510411
"Also a street for the upper, the exclusive of the town...",35.357,3.361,37.0375,0.128,0.0,0.4,-0.12074439822481668,-0.13047747687312622,0.12972120543155
where the country-club set live when they're not at the country club.,38.785,3.145,40.3575,0.0,0.1363636363636363,0.5,-0.11972499348760272,-0.12983148181461288,0.13078346309283279
This is the first Saturday in May...,42.001,2.576,43.289,0.0,0.25,0.7,-0.11887023378606944,-0.1292807279029419,0.1316900301822338
and tonight the first dinner dance of the country-club season.,44.64,3.548,46.414,0.0,0.25,0.4,-0.11800512222316346,-0.12871369769927765,0.13262426360578042
"Well, anyway, this house belongs to Brad and Deborah Bishop...",53.643,3.144,55.215,0.2732,0.0,0.2,-0.11581737466359118,-0.1272262196882922,0.13507906370806164
