text,start,duration,time_midpoint,vader,textblob,llama3
morning Joel another one huh in or out,72.04,5.88,74.98,0.0,0.0,0.3
out rip Smith Institute of public,75.6,5.92,78.55999999999999,0.0,0.0,0.2
opinion going out of business rip Smith,77.92,7.239,81.5395,0.0,0.0,-0.7
18th floor inside office tall man brown,81.52,6.919,84.9795,0.0,0.0,-0.7
shoes dark polish three times a week 25,85.159,5.201,87.7595,0.0,-0.15,0.4
too bad nice,90.36,6.16,93.44,-0.1779,-0.04999999999999993,0.2
man no wonder he's going out of business,93.72,5.12,96.28,-0.296,0.0,-0.7
getting opinions from the public that's,96.52,4.8,98.92,0.0,0.0,0.3
a screwy way to make a living why,98.84,4.639,101.1595,-0.34,0.0,-0.7
there's nothing screwy about it lots of,101.32,4.799,103.7195,0.2584,0.0,0.7
guys clean up on it look at Gallop you,103.479,5.0,105.979,0.4019,0.3666666666666667,0.7
know big corporations pay a lot of money,106.119,4.921,108.5795,-0.1027,0.0,-0.5
to find out what you and I think they,108.479,5.401,111.1795,0.0,0.0,0.4
do sure now you take this cigar for,111.04,5.399,113.7395,0.3182,0.5,0.2
instance people stop buying it sales,113.88,7.96,117.86,-0.296,0.0,-0.7
Fall Off manufacturer wants to know why,116.439,5.401,119.1395,0.0,0.2,-0.7
I can tell them why in one,122.32,3.759,124.1995,0.0,0.0,0.2
word he George is it true about rip,127.16,5.04,129.68,0.4215,0.35,0.7
Smith yes I just saw the moving the,130.239,5.161,132.8195,0.4019,0.0,0.7
furniture out isn't that,132.2,3.2,133.79999999999998,0.0,0.0,-0.7
swell did you hear the news about rip ma,135.8,4.88,138.24,0.0,0.0,-0.5
canceled his contract good morning GE I,138.44,3.519,140.1995,0.4404,0.7,0.2
just passed his office there moving the,140.68,3.559,142.45950000000002,0.0,0.0,0.2
furniture out we know all about it he,141.959,4.041,143.9795,0.0,0.0,0.3
talked to me about jobs for some of his,144.239,3.28,145.879,0.0,0.0,0.4
people his people well what about,146.0,4.2,148.1,0.2732,0.0,0.7
himself let's grab him before gallop up,147.519,4.561,149.7995,0.0,0.0,0.3
we've been discussing it for an hour,150.2,4.6,152.5,0.0,0.0,-0.5
what is that to discuss talk to Henry he,152.08,4.84,154.5,0.0,0.0,0.3
thinks we'd be foolish why Henry that's,154.8,4.68,157.14,-0.2732,0.0,0.2
the hottest piece of man power yes yes I,156.92,4.76,159.29999999999998,0.6597,0.0,0.7
know brilliant but too much of a dreamer,159.48,4.64,161.79999999999998,0.34,0.55,0.7
to suit me saw him the other day and to,161.68,4.919,164.1395,0.0,-0.125,0.2
