text,start,duration,time_midpoint,vader,textblob,llama3
good morning,34.079,2.721,35.4395,0.4404,0.7,-0.7
I'm terribly sorry Jan but I'm afraid I,60.539,5.76,63.419,-0.3506,-0.55,0.7
have to go but Wally why you promise to,63.059,5.461,65.7895,0.4497,0.0,-0.7
stay awake I have everything planned I,66.299,3.841,68.21950000000001,0.0,0.0,0.7
wish I could stay there you know I do,68.52,3.9,70.47,0.4019,0.0,0.7
but something's come up it can't be as,70.14,4.44,72.36,0.0,0.0,0.6
important as that you could stay if you,72.42,3.66,74.25,0.2023,0.4,0.2
you could call whoever it is Wally,76.08,3.92,78.03999999999999,0.0,0.0,-0.7
we can't go on like this it's just no,80.0,4.979,82.4895,-0.5122,0.0,-0.7
you you don't mean that,85.14,4.32,87.3,0.0,-0.3125,-0.7
aren't you treating my wife rather,87.9,4.46,90.13,0.0,0.0,-0.7
shabbily old boy,89.46,2.9,90.91,0.0,0.1,-0.7
you know she's in love with you now wait,93.659,5.78,96.549,0.6369,0.5,0.7
a minute Tommy well isn't she,96.119,3.32,97.779,0.2732,0.0,0.3
I don't know what you're talking about,99.54,3.02,101.05,0.0,0.0,-0.7
you do my dear don't you,104.4,6.6,107.7,0.3818,0.0,0.7
I do love you with all my heart,113.759,6.061,116.7895,0.8555,0.5,0.9
wait a minute that's not the line is it,116.759,4.761,119.1395,0.0,0.0,-0.7
corny I think that's the line dear you,121.52,4.54,123.79,0.3818,0.0,0.3
know you changed it this morning well,124.38,3.599,126.1795,0.2732,0.0,0.2
even I can make mistake,126.06,4.32,128.22,-0.34,0.0,-0.5
yeah that's a line all right but it's,132.48,3.78,134.36999999999998,0.1531,0.2857142857142857,0.3
not good look,133.86,5.459,136.58950000000002,-0.3412,-0.35,-0.7
when the husband says you do my dear Etc,136.26,5.699,139.1095,0.3818,0.0,0.4
just say very quietly,139.319,5.881,142.2595,0.0,0.0,0.2
yes I do uh shall I put my hand on his,141.959,5.581,144.7495,0.7096,0.0,0.4
arm no don't do anything stand perfectly,145.2,5.399,147.8995,0.4588,1.0,0.2
still but bring it from way inside it's,147.54,4.26,149.67,0.0,0.0,0.7
simpler that we're gonna be a lot more,150.599,3.301,152.24949999999998,0.0,0.5,0.7
effective all right let's try that take,151.8,3.36,153.48000000000002,0.4767,0.44285714285714284,0.4
it back a couple of minutes let's see,153.9,3.5,155.65,0.0,0.0,-0.7
I don't know what you're talking about,157.44,5.64,160.26,0.0,0.0,0.3
you do my dear here they are out,160.56,4.14,162.63,0.3818,0.0,0.4
the end of rehearsal,164.7,3.48,166.44,0.0,0.0,0.2
rehearsal oh Julie my wonderful one,168.18,5.58,170.97,0.5719,1.0,0.8
limpum pausing come on,170.64,5.459,173.3695,0.0,0.0,0.4
