text,start,duration,time_midpoint
when you see Harden getting both barrels,126.18,3.48,127.92
for me yeah take care of Fletcher too,127.979,3.541,129.7495
sure we'll bring you back to Pieces,129.66,5.19,132.255
won't we Ben yeah see you at the cabin,131.52,12.38,137.71
Johnny as long as we're here pick us up,153.78,5.24,156.4
some fresh horses at the Corral,155.76,3.26,157.39
Bentley cover me until I get inside,159.72,4.099,161.7695
boy you're going to feel often when you,230.519,5.901,233.4695
hear the bugling in the morning,232.86,3.56,234.64000000000001
what do you want,251.06,3.36,252.74
don't try it,255.799,3.421,257.5095
that's better,262.68,2.72,264.04
anybody else around,266.04,3.92,268.0
you pray it stays that way,270.9,4.32,273.06
there won't be anybody,273.6,5.24,276.22
we were just getting ready to close up,275.22,3.62,277.03000000000003
your Ben Thompson aren't you,278.94,5.28,281.58
I'll do the asking,281.639,5.34,284.309
what's your name friend Holly,284.22,5.46,286.95000000000005
that's my wife,286.979,4.381,289.16949999999997
what do you want here anyway,289.68,3.9,291.63
this may take a while,291.36,6.08,294.40000000000003
sit on over there by your wife and relax,293.58,3.86,295.51
would it hurt so much to tell us what,311.88,3.9,313.83
you want there's a couple of Marshals in,313.56,3.72,315.42
clay Hardin and Mark Fletcher,317.28,3.8,319.17999999999995
six years in a stinking prison hole on,325.38,4.86,327.81
account of them,327.66,6.379,330.84950000000003
I figured even things,330.24,3.799,332.1395
tremendous trying to set up an ambush,334.139,3.12,335.699
Thompson you're sure not being very,335.88,4.02,337.89
careful about it somebody's bound to see,337.259,4.5,339.509
you in here that means Harden and,339.9,3.96,341.88
Fletcher will soon be showing up,341.759,4.201,343.8595
that's the point I'm counting on them,343.86,3.72,345.72
thinking this is going to be a real easy,345.96,3.36,347.64
they might try to take me without a,349.32,3.98,351.31
looks like he's catching up on some of,366.78,3.54,368.54999999999995
his sleep the hard way,368.4,4.44,370.62
what about the street how does it look,370.32,4.439,372.5395
just like you figured shouldn't be long,372.84,4.16,374.91999999999996
what are you going to do to us well now,389.88,4.49,392.125
that depends doesn't it,392.58,24.42,404.78999999999996
it's him all right Marshall Ben Thompson,417.0,3.539,418.7695
I saw him to the window he's got a gun,418.919,4.821,421.3295
on Holly and his wife in the bar,420.539,3.201,422.1395
all right Davey you're going home we'll,425.28,4.34,427.45
take care of it,426.96,2.66,428.28999999999996
he won't need that clay you're not going,430.74,4.2,432.84000000000003
I told you I want Thompson alive and,432.479,4.261,434.60949999999997
once he sees you he's sure to start,434.94,3.539,436.7095
that's not the real reason Mark now is,438.479,4.081,440.5195
you got a good job waiting for you up at,442.56,3.479,444.2995
the Capitol and I'm not going to let you,444.479,4.321,446.6395
risk your neck now even if you want to,446.039,4.56,448.31899999999996
well maybe that white collared job,448.8,3.959,450.7795
doesn't seem so important right now,450.599,3.841,452.5195
look you said yourself I'd have a better,452.759,3.121,454.3195
chance taking him alone so let's forget,454.44,3.42,456.15
that was before he was holed up in the,457.86,4.2,459.96000000000004
bar you can't take him now not a fight I,459.36,4.32,461.52000000000004
intend to be there when it starts not,462.06,3.84,463.98
this trip clay I can't take a chance on,463.68,3.78,465.57
Thompson getting nervous and gun and,465.9,4.22,468.01
Holly and his wife,467.46,2.66,468.78999999999996
you don't know Thompson like I do he's,472.979,3.78,474.86899999999997
sure to have at least one Gunslinger,475.08,3.179,476.66949999999997
with him like he pulled on me that time,476.759,3.78,478.649
in Santa Fe you aren't going to be able,478.259,3.72,480.119
to handle them both,480.539,2.761,481.91949999999997
you cover the Corral if anybody's with,483.3,3.42,485.01
Thompson the chances are they'll be,485.46,2.639,486.7795
trying to pick up some fresh horses and,486.72,2.94,488.19000000000005
you can stop him there,488.099,3.0,489.599
but stay off the street I don't want to,489.66,4.64,491.98
fight unless it has to be that way,491.099,3.201,492.6995
he got Fletcher,655.079,5.23,657.694
you're better not to look like,674.839,3.901,676.7895000000001
he was my friend,679.5,2.899,680.9495
was nothing I could do that shotgun just,687.0,6.019,690.0095
practically tore him apart,689.94,3.079,691.4795
where's Johnny,731.579,4.341,733.7494999999999
what happened and we nailed Fletcher we,737.94,5.579,740.7295
never got a chance at harden,741.18,4.56,743.4599999999999
Johnny got it on the way out yeah,743.519,4.201,745.6195
everything turned out just great,745.74,3.36,747.42
I think we should have hung around and,747.72,3.299,749.3695
got hardened is that it,749.1,3.78,750.99
we had chances are we wouldn't be here,751.019,4.021,753.0295
right now what's the difference the way,752.88,3.6,754.68
things stand now with Fletcher dad,755.04,2.76,756.42
Horton's going to be telling us all the,756.48,3.18,758.07
way to Boot Hill and back on the way I,757.8,3.84,759.7199999999999
got it figured,759.66,3.72,761.52
when I was buying those Winchesters in,761.64,2.999,763.1395
Tucson I heard a lot of talk about,763.38,3.6,765.18
Hardin word in the capital is he's going,764.639,4.741,767.0095
to be the new Indian commissioner,766.98,3.9,768.9300000000001
I think he's going to throw over a soft,769.38,3.6,771.18
job like that to come after us I don't,770.88,4.38,773.07
plan on staying around to find out if we,772.98,3.599,774.7795
had any sense we'd be on our way to,775.26,3.98,777.25
California tonight,776.579,2.661,777.9095
we'll clear out for California when this,781.139,3.421,782.8495
we got a good thing worked out with,784.56,3.779,786.4495
Delgado and his Apaches,785.82,3.84,787.74
they're going to pay plenty for those,788.339,3.541,790.1095
new Winchester's but if you're worried,789.66,4.14,791.73
about anything you want to pull out,791.88,5.06,794.41
there's no ropes on you,793.8,3.14,795.37
well maybe I'll do just that,800.519,3.56,802.299
no hard feelings,805.86,3.14,807.4300000000001
no hard feelings,809.1,3.02,810.61
he's getting way out of line then how,819.779,4.201,821.8795
come you let him walk all over you we'll,822.0,4.88,824.44
be moving out soon,823.98,2.9,825.4300000000001
