text,start,duration,time_midpoint
the biblical injunction thou shalt not,78.4,4.24,80.52000000000001
is one that requires qualification in,82.64,4.0,84.64
view of our broader knowledge of,85.119,5.04,87.639
impulses behind homicide,86.64,3.519,88.3995
the various legal categories such as,90.4,5.2,93.0
first and second degree murder,93.28,6.56,96.56
various degrees of homicide manslaughter,95.6,6.879,99.03949999999999
civilized recognitions of impulses of,99.84,6.48,103.08
various degrees of culpability,102.479,3.841,104.3995
the man who kills the self-defense for,106.64,3.92,108.6
instance must not be judged by the same,108.24,3.839,110.1595
standards plight of the man who kills,110.56,5.28,113.2
what are you doing tonight well i'm,125.04,3.279,126.6795
having dinner with layla and boxing at,126.719,2.081,127.75949999999999
well i just don't want you to stay,128.8,3.439,130.51950000000002
cooped up every night working all the,130.479,2.161,131.5595
well i won't i promise you i'll get out,132.64,3.12,134.2
i should think you would after classes,135.76,3.839,137.6795
all day but once you get your nose into,137.52,3.359,139.1995
a book mama,139.599,5.28,142.23899999999998
they're going yes dear goodbye darling,140.879,5.681,143.71949999999998
i'm so sorry you're not going with this,144.879,3.761,146.7595
so bye but you have a good time don't,146.56,3.44,148.28
you worry about me,148.64,3.92,150.6
will you miss me every minute of the day,150.0,4.72,152.36
every second of the night,152.56,6.959,156.0395
mama bye sweetie just daddy goodbye,154.72,4.799,157.1195
goodbye you little brats song,159.92,6.56,163.2
so long and my mother both of you yes,163.599,4.881,166.03949999999998
yes i will,168.48,3.36,170.16
get your papers,186.319,13.521,193.0795
flirting with our sweetheart hello,216.56,4.08,218.6
michael how are you friends fancy,218.56,2.64,219.88
wishy haven't the painter's idea but,221.2,4.08,223.23999999999998
we've decided she's our dream girl,223.28,3.84,225.2
just from that picture that's right we,225.28,3.84,227.2
saw her first but it's an extraordinary,227.12,2.64,228.44
extraordinary woman too i bet,229.76,12.08,235.79999999999998
well what's the program now huh stalk,242.0,3.439,243.7195
billy roses well i hate to disappoint,245.439,5.761,248.3195
you gentlemen but the program so far as,249.12,3.6,250.92000000000002
i'm concerned,251.2,5.92,254.16
is one cigar another drink nearly to bed,252.72,5.68,255.56
i have a lecture at night tomorrow,257.12,2.56,258.4
morning and i expect to deliver it,258.4,2.16,259.47999999999996
without support,259.68,2.32,260.84000000000003
you need to sit there and tell us that,260.56,2.639,261.8795
on the first night of your summer,262.0,2.08,263.04
we're not even going to a burlesque show,264.08,3.92,266.03999999999996
no but if one of the young,266.4,4.48,268.64
ladies wishes to come over here and,268.0,4.4,270.2
perform about uh,270.88,4.879,273.3195
there i'd only be too happy to watch,272.4,7.359,276.0795
incredible absolutely shameful,275.759,6.321,278.9195
it's outraging tradition well look i'm a,279.759,3.761,281.6395
middle-aged man,282.08,4.399,284.2795
we all are we're three old crocs and,283.52,4.72,285.88
that sort of shenanigan is out for it,286.479,2.801,287.8795
just a minute,288.24,3.04,289.76
i don't know that i like being described,289.28,3.52,291.03999999999996
as an old truck,291.28,3.68,293.11999999999995
no michael he's right i'm afraid and,292.8,3.76,294.68
it's a darn good thing too,294.96,3.519,296.7195
men our age i didn't say that i didn't,296.56,3.359,298.2395
say it was a good thing,298.479,3.761,300.35949999999997
because i don't know that it is all i,299.919,4.241,302.0395
