text,start,duration,time_midpoint
we're awfully quiet tonight janie,104.64,4.96,107.12
i've been trying to think of just the,108.24,2.8,109.64
right way to ask you to turn around and,109.6,4.159,111.67949999999999
go back on this road oh can't do it,111.04,4.88,113.48
sweetie i mean it allen i'd like you to,113.759,4.561,116.0395
turn around please,115.92,4.799,118.3195
what's the matter jane,118.32,4.24,120.44
i i tried to tell you before we left,120.719,4.241,122.83949999999999
home i just don't like being patronized,122.56,4.08,124.60000000000001
that's all i don't think i could take,124.96,4.32,127.11999999999999
another evening of it patronized oh,126.64,4.48,128.88
sweetheart ralph is one of the nicest,129.28,4.48,131.52
guys no it isn't ralph,131.12,4.96,133.6
this diamond-studded wife,133.76,4.4,135.95999999999998
looking down her nose at me like like a,136.08,3.76,137.96
big ugly house up there looks down on,138.16,4.0,140.16
please i'm just not going slow down find,142.16,4.48,144.4
a place to turn oh jane you're crazy,144.239,4.161,146.3195
alice likes you please alan i mean it,146.64,4.52,148.89999999999998
i'm just not going,148.4,13.0,154.9
what are you trying to do send us off,162.56,2.0,163.56
all right we'll turn around we told him,167.76,4.79,170.155
we'd be there but we'll turn around,170.879,11.681,176.71949999999998
that guy almost hit us he threw,182.56,4.56,184.84
something it's in the back,184.319,2.801,185.71949999999998
feels if there's paper in it paper,192.959,6.881,196.3995
feels like open it they throw it in yes,196.239,8.121,200.2995
maybe it's filling allen open it,199.84,4.52,202.1
quick alan get in,228.08,5.14,230.65
he's after us jane the bag was intended,246.08,2.88,247.52
what are you trying to do,257.68,3.72,259.54
we've lost him,277.6,4.72,279.96000000000004
slow down i'll take the wheel,279.199,9.791,284.09450000000004
well you almost killed us doing it but,289.28,4.32,291.44
we got away from it now what happens,290.8,4.56,293.08
hasn't hit you yet alan,293.6,3.599,295.39950000000005
the money was literally thrown in our,295.36,2.72,296.72
no one in the world knows we have it get,298.08,3.76,299.96
a hold of yourself jane william it's a,300.479,3.521,302.23949999999996
bag of dynamite that was a payoff,301.84,4.16,303.91999999999996
probably blackmail we turned that bag,304.0,4.96,306.48
over to the police of it,306.0,2.96,307.48
don't stop alan he's almost a block,309.6,4.13,311.665
what are you two so scared about who's,344.88,3.68,346.71999999999997
scared you are didn't you ever get a,346.88,4.92,349.34
ticket before,348.56,3.24,350.18
it's supposed to be a big secret officer,352.479,4.241,354.5995
