text,start,duration,time_midpoint
morning temperatures,147.72,4.92,150.18
they're all here how do you want them,152.64,3.9,154.58999999999997
give me the woman who reported it first,154.319,4.081,156.3595
the cleaning woman her husband's weather,156.54,5.66,159.37
the janitor all right both of them,158.4,3.8,160.3
you and your husband,162.42,3.02,163.92999999999998
sit down please,167.16,2.78,168.54999999999998
oh what was the man's name,176.28,4.62,178.59
Dr Frank Peralta,178.5,5.099,181.0495
Dr Frank Peralta all right what happened,180.9,4.619,183.2095
when I went in this morning to clean up,183.599,5.521,186.3595
it was about half past seven there he,185.519,5.881,188.4595
was just laying there,189.12,3.899,191.0695
you live at the same address I believe,191.4,4.44,193.62
Mr Benson that's right same floor,193.019,4.921,195.4795
and you saw Dr Peralta last night around,195.84,4.2,197.94
10 o'clock he was coming in I was going,197.94,4.92,200.4
out was he alone no he had a young lady,200.04,4.68,202.38
with him you know the young lady never,202.86,4.019,204.86950000000002
saw before very pretty very nice looking,204.72,4.62,207.03
remember what she was wearing some kind,206.879,4.621,209.18949999999998
of a blue suit and Flowers in her hair,209.34,4.979,211.8295
gloves no I don't think so but I don't,211.5,4.8,213.9
remember exactly they were going in up,214.319,4.081,216.3595
to his apartment presumably that's what,216.3,4.14,218.37
I assumed of course and that was about,218.4,4.8,220.8
10 o'clock around 10. think you'd know,220.44,5.28,223.07999999999998
her if you saw her again I think so we,223.2,6.119,226.2595
met face to face I see,225.72,4.86,228.15
what do you know about him as a,229.319,3.121,230.87949999999998
dietrickson well I live in the apartment,230.58,5.219,233.1895
just under Dr Peralta about 10 35 last,232.44,4.98,234.93
night I heard this thud on the floor,235.799,3.841,237.7195
above my ceiling how do you know the,237.42,4.2,239.51999999999998
time so well I just turned on the 10 30,239.64,4.56,241.92
News I heard footsteps on the stairs,241.62,4.74,243.99
outside so I opened my door a bit and,244.2,3.24,245.82
looked out,246.36,2.7,247.71
I was curious,247.44,2.82,248.85
yes I'm glad you were,250.26,4.02,252.26999999999998
what'd you see a young woman quite,251.939,3.961,253.9195
pretty fast man without the front door,254.28,4.26,256.41
from Dr Peralta's apartment,255.9,4.14,257.97
suppose so,258.54,3.36,260.22
but you didn't actually see her come out,260.04,4.2,262.14000000000004
of his door,261.9,6.06,264.92999999999995
I'm not sure but I don't think so,264.24,6.66,267.57
recognize her again you saw oh yes yes,267.96,5.16,270.53999999999996
I'm sure I would I got a very good look,270.9,7.16,274.47999999999996
at her she passed under the light I see,273.12,4.94,275.59000000000003
you're Dr Peralta secretary,278.34,3.9,280.28999999999996
what do you know about any plans you had,282.24,2.82,283.65000000000003
for last night,283.919,2.941,285.3895
he had an engagement for dinner with a,285.06,4.5,287.31
girl named Teresa Collins,286.86,4.44,289.08000000000004
you didn't care for Miss Cullen to take,289.56,4.98,292.05
it I know very little about her,291.3,5.1,293.85
but I couldn't believe that Dr Peralta,294.54,3.599,296.33950000000004
was in love with her,296.4,3.18,297.98999999999995
thought he was,298.139,3.06,299.669
sometimes he didn't,299.58,3.42,301.28999999999996
sometimes he didn't,301.199,4.021,303.2095
but she treated him so wickedly she kept,303.0,3.2,304.6
him in such a state,305.22,2.82,306.63000000000005
but he was going to propose to her last,308.04,3.659,309.8695
night he said,309.66,4.2,311.76000000000005
Teresa Collins,311.699,4.981,314.1895
you know where she lives no,313.86,4.86,316.29
if I can tell you where she works,316.68,3.959,318.6595
she runs a magazine stand in the lobby,318.72,3.66,320.55
of the medical building where Dr,320.639,3.721,322.4995
Peralta's offices are,322.38,3.21,323.985
this is Davidson you go first just look,340.8,5.04,343.32
around see if you see anybody you know,343.8,3.959,345.7795
in the middle years but not a bad little,345.84,4.32,348.0
number at that keep your mind on what,347.759,5.421,350.46950000000004
you're doing will you,350.16,3.02,351.67
you go out with me and I'll buy you a,359.759,3.901,361.7095
steak good enough for me,361.5,4.74,363.87
I ain't kidding neither am I,363.66,4.68,366.0
when I get out of this monkey suit I,368.34,5.6,371.14
ain't such a bad looking guy,370.8,3.14,372.37
a Ben's a new gun that's the girl all,378.419,4.081,380.4595
right behind the counter you're sure of,380.759,5.041,383.27950000000004
it well pretty sure pretty sure won't,382.5,4.62,384.81
you swear to it,385.8,2.76,387.18
I think so,387.12,4.26,389.25
still there's something yes I'll swear,388.56,6.9,392.01
to it well I hope you'll remember that,391.38,6.3,394.53
don't you remember me sure if you want,395.46,6.2,398.56
me to I remember you all right,397.68,3.98,399.67
where'd she go how do I know what about,404.06,3.699,405.9095
him there that's the girl all right,406.5,3.6,408.3
behind the counter you swear to her yep,407.759,4.801,410.15950000000004
on a stack of Bibles a mile high okay,410.1,6.379,413.28950000000003
thanks we'll get in touch with you later,412.56,3.919,414.5195
looks pretty good,418.56,2.9,420.01
it's Collins yes I'm from the police,421.68,4.7,424.03000000000003
department,424.259,4.681,426.59950000000003
good morning doctor I wonder if you,426.38,4.48,428.62
could show me something in the line of,428.94,5.099,431.4895
lemon drops how about lemon drops that's,430.86,5.7,433.71000000000004
a very good idea,434.039,4.861,436.4695
I don't know how I can thank you enough,436.56,5.359,439.2395
I'm not good,438.9,3.019,440.4095
I'm sorry okay I wonder if you'd mind,445.56,4.259,447.6895
telling me how you spent last night why,448.02,4.32,450.18
do you mind no but from about eight,449.819,5.16,452.399
o'clock on what's it all about begin at,452.34,4.68,454.67999999999995
nine will you tell me then,454.979,4.321,457.1395
all right I went for a walk in Jefferson,457.02,5.76,459.9
Park alone yes how long will that take,459.3,5.58,462.09000000000003
you oh I got home about 11 30 quarter of,462.78,4.319,464.93949999999995
12. for nearly three hours you walked,464.88,4.98,467.37
alone in the park not exactly for about,467.099,4.261,469.2295
two hours I was listening to the band,469.86,3.179,471.4495
concert and then when it was over I,471.36,2.88,472.8
strolled down by the lake and sat,473.039,2.521,474.29949999999997
listening to the singing over the water,474.24,4.079,476.2795
then I got chilly so I went on home and,475.56,4.079,477.5995
all that time you'll never met anybody,478.319,3.301,479.96950000000004
you knew well I didn't say that anybody,479.639,3.541,481.40950000000004
who knows you I should say my butcher,481.62,3.06,483.15
and his wife sat back at me during the,483.18,3.299,484.8295
what's his name Mr Peterson fine and 14,486.479,5.94,489.449
that's where his shop is,489.479,4.201,491.5795
speak to him,492.419,3.9,494.36899999999997
sure we're all friends,493.68,4.38,495.87
I can check remember,496.319,4.38,498.509
all right check,498.06,5.699,500.9095
anyone else yes the park policeman down,500.699,5.761,503.5795
by the lake we talked for quite a while,503.759,5.401,506.4595
you know his name and number no but we,506.46,4.38,508.65
know each other we've talked down there,509.16,4.319,511.3195
before at night what's he some kind of,510.84,3.72,512.6999999999999
sweetheart,513.479,4.021,515.4895
not till I get his name anyway,514.56,5.339,517.2294999999999
well the truth is and a boy named Nat,517.5,5.839,520.4195
Nat a group walked home with me,519.899,3.44,521.619
well I find him,525.959,4.741,528.3294999999999
he works at the True Value shop at 15th,528.48,3.72,530.34
and he actually walked home with you,532.2,4.62,534.51
go ask him if you don't believe me,534.42,3.96,536.4
I intend to,536.82,4.86,539.25
all right now what's this all about,538.38,7.7,542.23
Dr Frank Peralta was murdered last night,541.68,4.4,543.88
stabbed her death straight through the,548.279,4.521,550.5395
doctor Terry,559.94,4.0,561.94
Terry what happened,567.74,7.26,571.37
break it up break it up all right folks,575.0,5.32,577.66
keep moving keep moving,578.339,5.06,580.869
it's all over lady keep moving,580.32,5.82,583.23
well what do you want,583.399,3.781,585.2895
okay she's all right now,605.22,4.799,607.6195
a little shaky but okay the doctor says,607.86,4.38,610.0500000000001
all right let her go,610.019,4.081,612.0595
are you kidding,612.24,3.539,614.0095
of course I'm not kidding it's a free,614.1,3.66,615.9300000000001
country isn't it,615.779,4.201,617.8795
you mean with two witnesses a sir smack,617.76,4.079,619.7995
at the place against three who saw a,619.98,3.359,621.6595
smack away from it,621.839,4.5,624.089
four smacking miles away from it,623.339,6.601,626.6395000000001
I saw them three solid tax paying,626.339,6.721,629.6995000000001
God-fearing citizens who know her and,629.94,5.339,632.6095
talk to her all over Jefferson Park last,633.06,3.12,634.6199999999999
from nine o'clock till 11 35. well what,636.18,5.82,639.0899999999999
do you know about that I don't get it I,639.54,4.14,641.61
just don't get it don't make any more,642.0,3.42,643.71
sense to me than Chinese music,643.68,8.6,647.9799999999999
second floor plot Lieutenant thanks,655.2,3.92,657.1600000000001
how you feeling now,681.06,3.899,683.0094999999999
all right thanks,682.8,6.36,685.9799999999999
it's diction though it sticks The Alibi,684.959,7.56,688.7389999999999
oh well of course it's the truth that,689.16,5.28,691.8
butcher now,692.519,4.621,694.8295
he couldn't be in love with you no,694.44,5.639,697.2595
the cop might another guy but not the,697.14,4.5,699.39
butcher I don't think,700.079,3.421,701.7895
I don't think so either guys generally,701.64,5.04,704.16
fall in love don't they Sam Peralta,703.5,6.3,706.65
he was a very dear friend,706.68,5.58,709.4699999999999
very dear why'd you quarrel with him the,709.8,4.08,711.8399999999999
elevator boy heard you yesterday it,712.26,3.06,713.79
wasn't a quarrel we just differed about,713.88,3.959,715.8595
something rusty never liked him,715.32,4.5,717.57
jealous you think Rusty might have,717.839,4.801,720.2395
killed him why well he was in love with,719.82,4.199,721.9195000000001
you too wasn't he,722.64,3.24,724.26
policeman you certainly spend a lot of,724.019,3.601,725.8195000000001
time thinking about love yeah I'm a,725.88,5.04,728.4
romantic type thanks you left-handed,727.62,5.1,730.17
excuse me is this visit social or,730.92,3.72,732.78
professional he gave the doctors lemon,732.72,3.72,734.58
drops with your right hand,734.64,4.86,737.0699999999999
I was born left-handed,736.44,4.56,738.72
most of the things I've learned to do,739.5,3.12,741.06
since I do right-handed I didn't like,741.0,3.959,742.9795
being left-handed the medical examiner,742.62,4.68,744.96
figures he was stared right-handed,744.959,4.261,747.0894999999999
what am I supposed to say to that I'm,747.3,4.64,749.62
just waiting to see,749.22,2.72,750.58
if you don't mind we'll break it you,753.0,2.7,754.35
this Alibi it may take time but I've,755.7,4.92,758.1600000000001
figured it yet for dough,757.8,5.039,760.3195
I don't mind I'd like you to leave I'm,760.62,4.81,763.025
tired and I want to go to bed,762.839,14.06,769.869
so that's it my sister Ruth,782.24,7.43,785.955
why didn't you tell me,787.86,3.659,789.6895000000001
I was going to when the time came,793.459,4.241,795.5794999999999
everybody knows it so there wouldn't,796.019,3.361,797.6995000000001
have been much use to try to hide it not,797.7,3.06,799.23
at the medical building they don't know,799.38,3.959,801.3595
it no not there that was so we could,800.76,4.68,803.1
take days off when we wanted to when we,803.339,3.661,805.1695000000001
didn't have another job,805.44,3.72,807.3000000000001
do you make a habit of that kind of,807.0,4.44,809.22
monkey business all twins do now and,809.16,3.179,810.7495
your Terry and your roof,814.98,5.4,817.6800000000001
you've no idea how much this relieves me,818.279,4.381,820.4695
that's nice I was beginning to think I,820.38,4.139,822.4495
was losing my marbles it's not always,822.66,4.56,824.9399999999999
easy to tell us apart that's true so I,824.519,3.661,826.3495
which one now was in Jefferson Park last,828.18,3.18,829.77
one of us that I know which one is what,831.36,4.88,833.8000000000001
oh well now no you're stalling about it,839.24,3.64,841.0600000000001
because I'll get it out of you one way,841.68,4.2,843.78
or another so how,842.88,4.98,845.37
look you don't want to make this any,845.88,3.899,847.8294999999999
tougher than it is do you so let's have,847.86,4.5,850.11
it and get it over with which of you did,849.779,4.8,852.179
which last night,852.36,3.779,854.2495
one of us spent the evening in Jefferson,854.579,4.26,856.709
Park the other stayed home and went to,856.139,3.601,857.9395000000001
but how can that one prove that and,859.74,4.26,861.87
that's all we're going to say,862.139,3.691,863.9845
were you in Jefferson Park last night,864.0,3.959,865.9795
are you gonna answer me or not,867.959,4.38,870.149
you're only making trouble for,872.339,2.701,873.6895000000001
yourselves you know it'll be all the,874.019,2.94,875.489
harder for you in the end because you,875.04,3.419,876.7495
can't get away with a gag like this it's,876.959,2.581,878.2494999999999
look when you cut this nonsense out and,879.54,5.159,882.1195
be sensible a man was murdered you know,882.24,4.14,884.3100000000001
I'll give you one more chance now and,884.699,2.7,886.049
this time let's see if we can get,886.38,3.6,888.18
somewhere which one of you stayed home,887.399,5.361,890.0795
here last night,889.98,2.78,891.37
