text,start,duration,time_midpoint
this is Boston Boston Massachusetts in,85.88,5.8,88.78
the year of our Lord,89.2,5.44,91.92
1924 down in Washington Calvin kulage,91.68,4.68,94.02000000000001
has just been informed of his nomination,94.64,4.28,96.78
for president and to the amazement of no,96.36,6.52,99.62
one has chosen to run up in alvany Al,98.92,6.199,102.01950000000001
Smith once again has called on Congress,102.88,5.12,105.44
to legalize beer and Light wine but King,105.119,6.921,108.5795
bad still says uh-uh meanwhile back in,108.0,7.56,111.78
Boston Miss Hannah Adams is very very,112.04,6.52,115.30000000000001
Hannah Adams please oh yes Miss Adams,120.88,4.159,122.95949999999999
yes I saved you one in the first row,123.6,4.159,125.67949999999999
this time oh thank you you certainly,125.039,7.521,128.7995
must like this show yes I,127.759,4.801,130.1595
do just a minute,133.56,3.399,135.2595
lady first,138.319,13.22,144.929
how do you do for you how do you,161.72,7.0,165.22
you students dear students my very,168.72,8.879,173.1595
attractive and slightly,174.04,7.0,177.54
impudent pup dear,177.599,9.601,182.3995
pupil long on looks and short on,181.04,8.199,185.1395
Scruples how do you,187.2,4.28,189.33999999999997
you a Vasser Miss displays her Greatness,191.48,10.2,196.57999999999998
sophisticat by being up on up toess a v,196.519,10.64,201.839
girl befs and defend the latest friends,201.68,8.4,205.88
in Apparel in literature in art and,207.159,5.841,210.0795
music and in,210.08,2.92,211.54000000000002
dance so lend your mental photography to,214.84,7.479,218.5795
the story of this new,219.08,6.4,222.28
choreography if you are quizzical as to,222.319,7.401,226.0195
the physical aspects of this tacorian,225.48,10.0,230.48
exhibition then don't minimize,229.72,10.96,235.2
posture and do emphasize position,235.48,7.92,239.44
this shall be the epitome the,240.68,4.52,242.94
quintessence,243.4,4.8,245.8
valet so take your,248.68,6.72,252.04000000000002
BR and your poty,252.28,6.359,255.4595
away oh here is the drag see how it goes,264.52,5.76,267.4
down on the heels up on the toes,268.04,5.64,270.86
that's the way to do the varsity,270.28,6.88,273.71999999999997
drag hotter than hot newer than new Meer,273.68,6.04,276.7
than mean and bler than blue gets as,277.16,5.52,279.92
much Applause as waving a,279.72,6.319,282.8795
flag you can pass many a class whether,282.68,6.76,286.06
you're dumb or wise if you all answer,286.039,5.961,289.0195
the call when your professor cries,289.44,4.759,291.8195
everybody's down on the hill up on the,292.0,4.32,294.16
toes stay out the school and learn how,294.199,8.681,298.53950000000003
it goes everybody do the varsity dve he,296.32,6.56,299.59999999999997
who be stopping where let's hurry and,416.8,4.72,419.16
you you should have brought your,444.56,5.359,447.2395
umbrella say speaking about umbrellas,447.84,3.479,449.5795
you know a place around here fella get a,449.919,2.4,451.11899999999997
good steak,451.319,4.761,453.6995
dinner no not exactly maybe some nice,452.319,5.681,455.15950000000004
Seafood some spaghetti even anything,456.08,3.799,457.9795
just as long as it doesn't baked,458.0,4.039,460.0195
beans not that I've got anything against,459.879,4.04,461.899
your famous baked beans understand in,462.039,3.801,463.9395
fact I'm a great admirer of beans I,463.919,4.641,466.23949999999996
regard them as a bull workk of our,465.84,5.0,468.34
civilization but after 3 weeks steady,468.56,8.72,472.92
diet oh yes I know oh,470.84,6.44,474.06
you better go home and soak your feet in,480.36,4.799,482.7595
a hot mustard bath you're catching,481.68,3.479,483.4195
cold ah this isn't going to let up well,486.0,6.08,489.04
being nice seeing,489.24,2.84,490.66
you wait wait I I do know a place where,492.36,6.239,495.47950000000003
they serve a good home cook dinner you,496.84,6.16,499.91999999999996
do yes I'll show you if you like I,498.599,4.401,500.79949999999997
like oh no no it's it's the other way,505.4,5.96,508.38
well what are we going this way for oh,508.96,5.48,511.7
oh oh I'm so sorry excuse me,511.36,5.0,513.86
excuse we couldn't have picked a nice,514.44,4.399,516.6395
thin guy could,516.36,5.599,519.1595
we of course I wasn't actually born in a,518.839,4.801,521.2395
dressing room dad did get mom to the,521.959,4.521,524.2194999999999
hospital in time but he always says if,523.64,4.36,525.8199999999999
she'd have stayed on the stage 2 minutes,526.48,3.4,528.1800000000001
longer in that deathbed scene she'd have,528.0,3.44,529.72
been the most Sensational chamille in,529.88,3.399,531.5794999999999
Business are you sure there's a place,533.279,4.601,535.5795
around here to eat oh yes yeah doesn't,535.16,3.88,537.1
look much like a restaurant neighborhood,537.88,2.36,539.06
where are we anyhow Louisberg Louisberg,540.24,4.599,542.5395
you mean we're not even still in Boston,543.079,5.041,545.5994999999999
oh no I mean this is Louisberg Square oh,544.839,5.12,547.399
people who live up here think this just,548.12,3.8,550.02
about all there is to Boston,549.959,4.081,551.9994999999999
yeah well one thing I certainly have,551.92,4.12,553.9799999999999
walked up an appetite how much farther,554.04,6.239,557.1595
is it this is it right here this hey,556.04,7.16,559.62
kind exclusive Ain it well uh to tell,560.279,6.521,563.5395
you the truth oh hello father oh good,563.2,4.4,565.4000000000001
Hannah uh father this is Mr OK Conor Mr,567.6,5.239,570.2195
