text,start,duration,time_midpoint
so am I so is the whole Council where's,114.92,5.199,117.51950000000001
the council room I won't talk cousin,117.72,5.64,120.53999999999999
beetro cousin Bureau they're in a,120.119,5.901,123.0695
meeting keep quiet,123.36,2.66,124.69
this is my cousin the mayor of claiming,129.3,3.439,131.01950000000002
I'm sorry Uncle Miss Manny trying,131.22,5.12,133.78
terrible things have happened,132.739,3.601,134.5395
the postmaster was hanged the chief of,147.5,5.379,150.1895
police was left over 200 lashes I I was,150.12,4.74,152.49
sentenced to the firing squad luckily my,152.879,3.301,154.52949999999998
own phone made the rifles and they blew,154.86,3.3,156.51000000000002
up High escape I need a fresh horse I,156.18,3.419,157.8895
must be off at once a fresh horse for,158.16,3.06,159.69
our cousins sit down sit down but I must,159.599,4.081,161.6395
go even now he may be here in your midst,161.22,3.659,163.0495
speak up man who,164.879,5.22,167.489
the Inspector General yes he has full,166.98,4.74,169.35
power from the emperor himself,170.099,3.121,171.65949999999998
and wherever he finds bribery and,171.72,2.7,173.07
Corruption they're The Gallows in the,173.22,4.26,175.35
firing squad go to work more,174.42,4.86,176.85
what does he look like this Inspector,177.48,3.78,179.36999999999998
General who knows I'm out of mystery,179.28,3.78,181.17
five days he was in our midst and no one,181.26,3.72,183.12
even suspected he went everywhere saw,183.06,3.539,184.8295
everything and uncovered such corruption,184.98,3.899,186.9295
that even I was shocked don't get,186.599,4.801,188.99949999999998
excited don't get excited how I envy you,188.879,4.08,190.91899999999998
to sit here on your clean town and fear,191.4,4.08,193.44
no one the horse is ready Uncle bero I,192.959,4.621,195.2695
must be yours for Gregor where will you,195.48,4.08,197.51999999999998
go the way far away anywhere Africa,197.58,4.079,199.61950000000002
China could my cousin,199.56,4.679,201.8995
goodbye goodbye,204.239,4.241,206.3595
I have a few crowns,211.519,3.901,213.4695
I uh I would like to take this,236.94,4.26,239.07
opportunity to Tender my resignation,239.58,4.56,241.86
effectively sit down,241.2,4.98,243.69
what would you do go back to Rolling,244.14,3.659,245.96949999999998
pills and that stink hole of a chemist,246.18,4.38,248.37
shop you you poison it,247.799,4.02,249.809
I promised my wife,251.819,3.2,253.41899999999998
nothing's to be gained by rushing around,259.44,4.02,261.45
blindly we must proceed according to the,261.12,4.32,263.28000000000003
system you Laszlo clean up the square,263.46,3.72,265.32
see that all the public buildings are,265.44,2.64,266.76
but patients in all the hospital beds,268.08,5.04,270.59999999999997
get the children back into school start,270.8,3.94,272.77000000000004
teaching them something anything yes,273.12,3.48,274.86
brother-in-law you two deliver the mail,274.74,4.22,276.85
all of it whether you read it or not,276.6,5.539,279.3695
yes you did don't you remember,278.96,4.35,281.135
guys come back here,285.72,5.82,288.63000000000005
I'm on all roads police day and night I,288.919,3.941,290.8895
want a report of everyone who's entered,291.54,3.439,293.2595
this town in the past 24 hours,292.86,4.5,295.11
investigate all strangers we'll bring,294.979,3.701,296.8295
your reports to me personally you,297.36,4.32,299.52000000000004
understand yes but first time,298.68,4.92,301.14
first year of the orders I'll get out of,301.68,4.04,303.7
what a double got it to City Gates and,317.84,3.94,319.81
patrol all roads to Rodney at once Uncle,319.979,4.881,322.41949999999997
what happened at once,321.78,3.08,323.32
come with me really what goes with Uncle,327.72,6.02,330.73
General I said come with me,329.46,4.28,331.59999999999997
anything wrong keep quiet,335.66,12.039,341.6795
I shall investigate here you men go on,355.259,5.061,357.78950000000003
to the next town,357.78,2.54,359.04999999999995
Countryman approach Step Up step up come,371.0,5.259,373.6295
close to me for the greatest experience,374.039,4.201,376.1395
of your life you will tell your children,376.259,4.261,378.3895
and grandchildren about it and first you,378.24,3.959,380.2195
will be entertained by the greatest,380.52,4.2,382.62
musician in the country direct from the,382.199,4.941,384.6695
court of the emperor yeah,384.72,5.489,387.46450000000004
with your own eyes,405.319,5.801,408.21950000000004
traditional princes and Crown heads have,408.68,4.78,411.07
come among you to exhibit absolutely,411.12,5.24,413.74
free of charge the wonder of the world,413.46,6.06,416.48999999999995
unparalleled since the dawn of time,416.36,5.38,419.05
already my friends,419.52,4.98,422.01
the Egyptian Marvel The Treasure of the,421.74,6.08,424.78000000000003
Pharaohs behold,424.5,5.12,427.06
step right off people examine observe,429.62,5.68,432.46
you there who are you let me see your,432.6,5.06,435.13
Peddler's card here captain,435.3,4.56,437.58
an honest professional man from previous,437.66,4.18,439.75
I've testimonials from the emperor,439.86,4.38,442.05
himself I will never mind what about,441.84,6.139,444.9095
your friend there who he,444.24,3.739,446.1095
Oh Captain don't ride away come back,448.62,4.699,450.9695
