text,start,duration,time_midpoint
should not be pronounced know your honor,110.399,4.481,112.6395
yes i have something to say,112.479,4.481,114.7195
you can put me away but you can't put,114.88,3.599,116.67949999999999
away what's going to happen to you and,116.96,2.88,118.39999999999999
to this whole country,118.479,4.161,120.5595
next time next time we are going to say,119.84,5.12,122.4
it is the judgment of this court that,126.56,3.36,128.24
the defendant john hubermann,128.08,3.76,129.96
having been found guilty of the crime of,129.92,3.76,131.79999999999998
treason against the united states,131.84,3.44,133.56
by the jury of this court for the,133.68,4.24,135.8
southern district of florida at miami,135.28,4.08,137.32
be committed to the custody of the,137.92,3.28,139.55999999999997
united states attorney general,139.36,4.08,141.4
for imprisonment in an institution of,141.2,4.56,143.48
the penitentiary type for a period of 20,143.44,3.84,145.35999999999999
and the defendant may be fought with,147.28,3.44,149.0
remanded to the custody of the united,148.959,2.64,150.279
states marshall,150.72,7.12,154.28
what is now again here she comes,151.599,6.241,154.71949999999998
we'd like a statement from you ms,162.319,3.28,163.95899999999997
huberman about your father for instance,163.599,3.121,165.15949999999998
do you think your father got what he,165.599,1.761,166.4795
could we say that you're pleased your,167.36,2.239,168.4795
father is going to pay the penalty for,168.48,4.0,170.48
being a german worker,169.599,2.881,171.03949999999998
let us know if she tries to leave town,172.8,13.04,179.32000000000002
would you care to pause for some,188.159,3.44,189.879
refreshments mister hop kids,189.44,4.079,191.4795
alicia were you really followed by a,191.599,4.161,193.6795
policeman it sounds very exciting i'm,193.519,3.281,195.1595
going to shoot it out with him,195.76,3.36,197.44
no thanks have enough serve you don't be,196.8,3.84,198.72
silly the important drinking hasn't,199.12,2.32,200.28
started yet,200.64,2.56,201.92
everybody down here's got a stuffed fish,201.44,3.76,203.32
hanging on the wall where'd they get it,203.2,4.01,205.20499999999998
never seen a fish how about you handsome,205.2,3.2,206.79999999999998
haven't i seen you somewhere before well,208.4,4.399,210.5995
it doesn't matter,211.2,4.16,213.28
i like party crashers he's not a party,212.799,4.481,215.0395
crasher i brought him,215.36,3.76,217.24
oh mr harper i wouldn't mind being,217.28,3.44,219.0
followed by a cop,219.12,3.28,220.76
i hate low underhanded people like,220.72,3.599,222.5195
policemen who is he putting after you,222.4,3.199,223.9995
because i'm a marked woman,224.319,3.28,225.95899999999997
