text,start,duration,time_midpoint
Mallo yeah,84.88,3.96,86.86
Franklin James I'm here Mr man I can't,98.92,6.799,102.3195
tell no lie and I'll be right here till,102.68,4.61,104.98500000000001
Spencer Becca y,111.24,6.519,114.4995
stack here,114.92,6.92,118.38
list here Collins,117.759,4.081,119.7995
yeah rain every day now for a week I,134.12,6.119,137.17950000000002
used to like the rain when I was a kid,137.959,4.841,140.3795
even want to rain hard like now the last,140.239,5.041,142.7595
fight Outdoors it rain slowed me up a,142.8,4.36,144.98000000000002
light one of the most beautiful ladies I,145.28,5.52,148.04
ever knew I met in the rain high heels,147.16,6.28,150.29999999999998
on wet pavement hey here's your last,150.8,4.88,153.24
Frank they don't waste much time do,156.64,4.319,158.7995
they more a and no more pain the good,164.8,10.0,169.8
Lord he treated Franky very fine he let,170.08,9.519,174.83950000000002
him out before he finished his time well,174.8,6.6,178.10000000000002
done gentleman that's one way of getting,179.599,4.681,181.93949999999998
sprung maybe he's better off I didn't,181.4,4.88,183.84
think that even Captain MSY would put a,184.28,4.28,186.42
62-year-old man to work in the brain,186.28,4.56,188.56
pipe yeah another Dead Guy compliments,188.56,5.599,191.3595
to Captain MSY always on tap there he is,190.84,8.039,194.8595
now Joe it's Joe with,194.159,4.72,196.519
too bad about mlan you and he were good,240.799,5.28,243.439
friends weren't you call him Frankie,243.68,3.72,245.54000000000002
only had about 8 months left to do,246.079,2.321,247.23950000000002
Captain knowing mlan out in 8 months,248.4,4.32,250.56
nine right,252.72,5.519,255.4795
Collins still carrying a grudge eh lay,255.12,4.44,257.34000000000003
msie no not msie,259.56,6.0,262.56
sir you won't even meet me halfway will,265.56,5.24,268.18
you Collins 10 days in solitary haven't,268.16,4.28,270.3
taught you a thing I better taught him,270.8,4.239,272.9195
not to carry a ship anymore or do you,272.44,4.479,274.6795
still claim that knife was landed on you,275.039,5.201,277.6395
never mind that the episode's,276.919,5.241,279.5395
Collins why keep on fighting after all,282.16,7.039,285.6795
I've got a job to do,285.6,3.599,287.39950000000005
I'm very well have it your,290.16,4.56,292.44
Joe doc Joe I meant to come down and,307.479,7.761,311.35949999999997
visit you but I,311.52,3.72,313.38
Walters there's a meeting this,320.919,5.921,323.8795
morning You' better get straightened out,323.4,5.079,325.93949999999995
and the same to,326.84,4.639,329.1595
old friend Joe was in the hole and it,340.88,6.2,343.98
was worse than where they dig in C he,343.759,6.28,346.899
comes out holding very high his,347.08,9.6,351.88
head and a man to blame soon be very,350.039,11.44,355.759
D Joe how are you,356.68,4.799,359.0795
Joe good to see you,364.479,4.961,366.9595
Joe I'm glad you're,366.8,6.16,369.88
back heard from the,369.44,3.52,371.2
wife Joe you know kid Koy seen him,373.919,5.801,376.8195
around they moved him into Frankie,377.68,4.68,380.02
Place Frankie was tops a hard guy to,382.479,5.921,385.4395
follow whatever you say,385.88,5.52,388.64
at the Ste pigeon Joe we made,394.44,4.759,396.8195
arrangements everything's okay,396.039,5.521,398.79949999999997
everything's,399.199,5.481,401.9395
