text,start,duration,time_midpoint
what do you think these look like they,80.68,4.079,82.71950000000001
were mined with a toothpick you said you,82.759,4.72,85.119
wanted something for around $150 Johnny,84.759,4.841,87.1795
but these look like samples would you,87.479,4.441,89.6995
like something for around 250 I'll tell,89.6,4.559,91.8795
you I'd like something for around 500,91.92,5.96,94.9
but I only want to pay 150 for,94.159,3.721,96.01950000000001
it jeez they look more like,102.32,4.04,104.33999999999999
685 how much you off for the police,110.92,3.92,112.88
force why should I knock off anything,112.96,3.6,114.75999999999999
just because you're a policeman thought,114.84,2.959,116.3195
you might want to try and bribe me I'm,116.56,3.76,118.44
always reading about cops being bribed,117.799,4.041,119.8195
I've got more influential friends than,120.32,2.68,121.66
you and the boy,121.84,3.84,123.76
Scotts oh come on Fred make me a deal,123.0,4.439,125.2195
you know Mary ought to cut the price in,125.68,3.76,127.56
half I've known Mary since she was 8,127.439,4.52,129.69899999999998
years old and the price is still 685,129.44,5.079,131.9795
bucks how do you sleep at night friend,131.959,4.28,134.099
thanks how much,136.239,6.64,139.559
cash how much you got about 300 it's,138.2,9.0,142.7
yours wrap it up,142.879,4.321,145.0395
back all right drop,160.879,5.881,163.8195
it don't turn just drop it I'm,163.2,6.679,166.53949999999998
Lieutenant Henderson 21st Precinct my,166.76,7.479,170.49949999999998
badge is in my right pocket get it,169.879,4.36,172.059
out toss it back here,174.84,4.759,177.2195
okay Lieutenant I'm Johnny Deo take the,187.879,5.08,190.41899999999998
third from the sixth Precinct who's the,190.799,5.0,193.299
pigeon Tony Rogers he shot up one of my,192.959,4.601,195.2595
men about 2 hours,195.799,5.0,198.299
ago hey what's happening you got a phone,197.56,6.399,200.7595
yeah I'll call in,200.799,3.16,202.37900000000002
too all right get out of here go on get,205.159,5.36,207.839
all right get back get back what is it,210.56,5.319,213.2195
you too nosy or did you shoot this guy,213.28,4.599,215.5795
no Lieutenant Henderson shot him he's,215.879,4.64,218.19899999999998
calling in I'm Johnny Domo 6 Precinct G,217.879,7.08,221.41899999999998
build G is he hey sure is you made good,220.519,7.121,224.0795
time what's up just a small killing,224.959,4.241,227.0795
funny nothing came over the radio on,227.64,2.92,229.1
this what do you mean nothing came over,229.2,4.319,231.3595
how'd you get here we were just,230.56,7.84,234.48
cruising calling in I'll be right back9,233.519,4.881,235.9595
file hey what's going on out there,240.799,4.041,242.8195
where's the man just came in here to,243.879,3.08,245.41899999999998
make the phone call phone call yeah big,244.84,4.479,247.0795
for of trench code black hair oh him he,246.959,3.681,248.7995
just walked in the front door and went,249.319,3.681,251.15949999999998
back Lieutenant back,268.08,3.64,269.9
Lieutenant,274.16,4.52,276.42
Banks yeah I'm going a shooting on West,275.84,5.48,278.58
63rd he just came in over the radio what,278.68,4.6,280.98
are you doing there I saw the whole,281.32,3.84,283.24
thing big fell shot a little fell and I,283.28,4.639,285.5995
pull a gun on him in the best tradition,285.16,4.52,287.42
he Flash the bad he was Lieutenant hon,287.919,3.481,289.6595
21th Precinct little fellow was Tony,289.68,4.0,291.68
Rogers and he just killed the cop I,291.4,3.48,293.14
searched the dead guy he was carrying,293.68,3.44,295.40000000000003
identification Edward Jensen 1911 Inland,294.88,5.36,297.56
Avenue What's that name again Edward,297.12,5.919,300.0795
hon where is this Lieutenant Henderson,300.24,4.2,302.34000000000003
he jumped into a lunchroom before and I,303.039,3.16,304.61899999999997
find out he went out the back door,304.44,3.8,306.34
Johnny you're kidding I know it sounds,306.199,3.521,307.9595
like a bonehead play Lieutenant but the,308.24,2.92,309.7
Banshee flash was the McCoy and he was,309.72,3.72,311.58000000000004
carrying a police revolver get down here,311.16,3.56,312.94
right away,313.44,4.36,315.62
Johnny is it bad right away,314.72,6.08,317.76000000000005
okay and you even hand him back his gun,326.0,5.0,328.5
why you even train fair but I'm telling,329.319,2.921,330.77950000000004
you that badge was real you couldn't,331.0,3.56,332.78
fool me with a tin job sure it was real,332.24,3.64,334.06
was taken off the body of Lieutenant,334.56,3.359,336.2395
Miry by the guy who murdered him 3 hours,335.88,3.68,337.71999999999997
before I didn't hear about any killing I,337.919,3.521,339.67949999999996
was off duty you know who Edward Jensen,339.56,5.0,342.06
was no you should Jensen was a principal,341.44,4.72,343.8
witness in the grand jury investigation,344.56,3.52,346.32
of the Waterfront rackets Lieutenant,346.16,3.64,347.98
Mary was a special investigator ass,348.08,4.32,350.24
signed on that case the guy with a badge,349.8,4.08,351.84000000000003
your description is the same as Mary,352.4,4.44,354.62
gave us just before he,353.88,2.96,355.36
died I should have gone fishing,357.52,4.32,359.68
I call the commissioner and the district,360.479,2.84,361.899
attorney while you're on your way down,361.84,3.359,363.5195
they want to see you tomorrow morning,363.319,5.16,365.899
pretty upset don't count on your,365.199,6.521,368.4595
pension well the Army is always,368.479,5.84,371.399
waiting I'll do what I can,371.72,5.599,374.51950000000005
thanks where you going I got a date with,377.56,5.079,380.0995
Mary not anymore I've got an artist,380.4,3.359,382.0795
waiting to work with you see if you,382.639,2.321,383.7995
can't get something that looks like,383.759,2.56,385.039
you're a pal well that won't take long,384.96,2.6,386.26
I'll phone it and I don't want you to,386.319,3.641,388.1395
leave here tonight why hang around an,387.56,4.4,389.76
order they'll go to the Commissioner's,389.96,3.76,391.84
Office together in the,391.96,4.76,394.34
okay weight approximately 160 lb height,399.84,5.919,402.79949999999997
approximately,404.36,4.76,406.74
511 this is going to be a big help sorry,405.759,4.88,408.199
commissioner it was the best I could do,409.12,2.96,410.6
it was dark and raining and after you,410.639,2.721,411.9995
showed me the badge I didn't pay too,412.08,2.959,413.55949999999996
much attention to him you should be back,413.36,4.239,415.47950000000003
patrolling vacant lots a man commits a,415.039,4.801,417.4395
