text,start,duration,time_midpoint,vader,textblob,llama3
"This movie has German, Italian & Spanish dubbed audio options 
👉 go to settings ⚙️, and select from the drop down menu",0.001,9.999,5.000500000000001,-0.2732,-0.038888888888888896,0.2
"'Five years after the end
of the Civil War,",81.208,2.992,82.704,-0.5994,0.0,0.5
"'a thousand-mile cattle trail stretched
from the plains of Texas",84.333,3.948,86.307,0.0,-0.05,0.6
'to the railroad depots in Kansas.,88.417,2.491,89.66250000000001,0.0,0.0,-0.7
'For 90 gruelling days,91.042,2.582,92.333,0.0,0.0,-0.7
"'through dust, heat,
flies, loneliness,",93.75,3.197,95.3485,-0.4215,0.0,0.4
"'cowboys pushed Texas cattle
northward along the Abilene Trail",97.083,4.118,99.142,0.0,0.0,0.5
"'at an average speed
of three-quarters of a mile an hour",101.333,3.743,103.2045,0.0,-0.15,0.2
"'toward Abilene, Kansas,",105.208,2.207,106.3115,0.0,0.0,0.2
"'where raw-bred southern beef
could be turned into hard eastern cash.",107.542,5.495,110.2895,-0.1027,-0.14583333333333334,0.4
"'Abilene was the end of the trail,",113.167,2.833,114.5835,0.0,0.0,-0.8
"'the end of the trail hand's
thousand-mile, 90-day-long boredom.'",116.125,5.745,118.9975,-0.3182,0.0,0.6
"What kind of a town is this?
Not a saloon on that side of the street.",139.0,3.492,140.746,0.0,0.6,0.2
"Just wasted. Nothing but stores.
Come on!",142.625,2.992,144.121,-0.3382,-0.25,-0.7
... Thy love possessing,150.417,2.707,151.7705,0.6369,0.5,0.7
Triumph in redeeming grace,153.25,5.54,156.02,0.7096,0.5,0.9
O refresh us,158.917,5.12,161.477,0.0,0.0,0.7
Travelling through this wilderness,164.167,5.495,166.9145,0.0,0.0,0.6
Thanks we give and adoration,169.792,5.165,172.3745,0.7783,0.2,0.8
For Thy Gospel's joyful sound...,175.083,4.619,177.39249999999998,0.5994,0.4,0.8
May the fruits of Thy salvation...,181.542,3.322,183.203,0.0,0.0,0.8
In our hearts and lives...,186.125,1.865,187.0575,0.6486,0.0,0.7
Excuse me.,188.125,1.831,189.0405,0.0772,-0.05,0.2
Ever faithful,191.0,5.95,193.975,0.4404,0.0,0.8
To the truth may we be found...,197.083,7.202,200.684,0.3182,0.0,-0.7
"Oh, I hate the wind
that howls across the prairie...",208.125,4.619,210.4345,-0.5719,-0.8,0.8
"I hate to hear
the coyote's nightly song...",214.0,2.787,215.3935,-0.5719,-0.8,-0.7
"I hate the sound of six-guns
that they carry",218.042,2.992,219.538,-0.5719,-0.2,-0.7
"It's much too hot in summertime,
it's much too cold in winter",221.167,3.822,223.078,0.0,0.012500000000000011,0.2
"But listen, mister,
please don't get me wrong",225.125,3.447,226.8485,0.7416,-0.5,0.2
I love it out here in the West,228.708,3.788,230.602,0.6369,0.5,0.8
"Because the West is best
for lovin'...",232.625,2.958,234.104,0.6369,1.0,0.7
"When the stars are shinin'
and the moon is gold",236.833,3.072,238.369,0.0,0.0,0.8
"You'll find me out
with my Romeo...",240.042,3.037,241.5605,0.0,0.0,0.7
Back East I was always repressed,244.333,3.037,245.8515,-0.3182,0.0,-0.7
That's why I love it out in the West,247.5,3.367,249.1835,0.6369,0.5,0.7
I love it out here in the West,251.0,3.413,252.7065,0.6369,0.5,0.8
Because the life is free and easy,254.542,3.697,256.3905,0.7351,0.4166666666666667,0.7
"You can do most anything
you doggone please",258.375,3.948,260.349,0.3182,0.5,0.6
There's room to stretch...,262.458,2.082,263.499,0.0,0.0,0.8
"Sorry, Rita.",264.667,1.49,265.412,-0.0772,-0.5,-0.7
"Why aren't you in church
with the storekeepers?",266.292,2.616,267.6,0.0,0.0,-0.7
"I was.
Do you see that sign there, mister?",269.042,3.572,270.828,0.0,0.0,0.3
We've only got two little laws here.,273.667,2.286,274.80999999999995,0.0,-0.09375,0.2
"Don't break 'em, friend.",276.083,1.991,277.0785,-0.3875,0.0,0.7
"Her singing sounds better
if you don't shoot at it.",278.208,2.992,279.704,0.6041,0.5,0.4
"I hate the ever-lasting smell
of cattle",285.333,3.913,287.28950000000003,-0.5719,-0.8,-0.8
"I hate the flies
that buzz around my head",289.375,3.868,291.309,-0.5719,-0.8,-0.8
"I hate the sound of rattlers
when they rattle",293.375,4.118,295.434,-0.5719,-0.2,-0.8
"But listen, mister,
please don't be misled",301.25,3.242,302.871,0.4497,0.0,-0.7
I love it out here in the West,304.625,3.242,306.246,0.6369,0.5,0.8
Because the life is free and easy,308.0,3.367,309.6835,0.7351,0.4166666666666667,0.7
"You can do most anything
you doggone please",311.5,3.993,313.4965,0.3182,0.5,0.8
"There's room to stretch
and there's room to breathe",315.625,3.788,317.519,0.0,0.0,0.7
I'm just brimmin' over with zest,319.542,2.912,320.998,0.0,0.0,0.8
Because I love it out in the West...,322.583,3.913,324.53950000000003,0.6369,0.5,0.7
It's a wonder Rita didn't slug you.,345.292,2.082,346.333,0.0,0.0,-0.7
"She works too hard
at being mean, Charlie.",347.5,2.366,348.683,-0.1027,-0.30208333333333337,-0.7
Real meanness comes natural.,351.125,1.865,352.0575,0.3612,0.15000000000000002,-0.7
"I guess he got past my boys
without being seen.",360.917,3.072,362.453,0.0,-0.25,0.3
