text,start,duration,time_midpoint
all dressed up huh,6.12,4.68,8.46
new suit any good,8.4,4.5,10.65
yeah looks well,10.8,4.799,13.1995
granny huh yeah,12.9,5.82,15.81
when does the train get in oh I got time,15.599,4.68,17.939
fell asleep already this morning and I,22.08,4.92,24.54
let it yeah I know I heard a crying,23.699,7.041,27.219500000000004
yeah she cried hard all right,27.0,3.74,28.87
Dad we made a terrible mistake with her,30.779,3.421,32.4895
somehow she's got to be made to,32.579,3.721,34.4395
understand that Larry's dead it's insane,34.2,3.78,36.09
what she's doing,36.3,5.34,38.97
she might hear us dead walk over the,37.98,6.739,41.3495
garage and they want to talk to you,41.64,3.079,43.1795
my guess is we'll get that stuff out of,45.0,3.12,46.56
your mind because you'll never convince,46.92,3.42,48.63
her but three years nobody comes back,48.12,3.779,50.009499999999996
after three years well you can talk,50.34,3.0,51.84
yourself low in the face but there's no,51.899,3.121,53.4595
body and there's no grave it was,53.34,3.539,55.109500000000004
reported missing that's all so where are,55.02,3.179,56.609500000000004
you just have to look at the newspapers,58.199,4.321,60.3595
every month some boy turns up somewhere,60.18,6.299,63.3295
so the next one is going to be Larry,62.52,5.34,65.19
I'm going to ask hand to marry me,67.86,3.56,69.64
well Annie is Larry's girl she was,72.78,4.32,74.94
engaged to marry him she's not Larry's,75.06,3.419,76.76950000000001
girl how can she be Larry's girl when,77.1,3.48,78.83999999999999
Larry's dead,78.479,4.021,80.48949999999999
but from Mother's point of view he's not,80.58,3.66,82.41
dead and you have no right to take his,82.5,3.119,84.0595
the world's full of girls and you pick,85.619,3.481,87.3595
out Annie I happen to be in love with,87.119,3.781,89.0095
her yes but you've hardly seen her since,89.1,3.6,90.89999999999999
you moved away from here more than that,90.9,4.56,93.18
since you went to war,92.7,4.5,94.95
I saw her in Chicago last year but two,95.46,3.36,97.14
whole weeks morning noon and night,97.2,3.18,98.79
besides that I was brought up next door,98.82,4.439,101.03949999999999
to her I know her best all my life when,100.38,4.26,102.50999999999999
I think of someone from my wife I think,103.259,4.021,105.2695
of Annie what do you want to diagram,104.64,4.26,106.77
will you marry that girl and you're,107.28,3.24,108.9
pronouncing him dead,108.9,4.259,111.02950000000001
you have no right to do that,110.52,5.419,113.2295
all right then,113.159,2.78,114.549
hello dick,124.579,3.301,126.22949999999999
give us some more thought kid I have,129.06,3.66,130.89000000000001
given a thought,131.52,2.52,132.78
I hoped we could have a regular wedding,132.72,2.7,134.07
and everything happy,134.04,2.76,135.42
but if that can't be then I'll have to,135.42,2.28,136.55999999999997
what are you talking about I'll get out,137.7,3.66,139.53
that's all get married live someplace,139.5,4.98,141.99
else are you crazy,141.36,4.56,143.64000000000001
I've got a right to live my own life,144.48,3.42,146.19
that's what you've got a business here a,145.92,3.66,147.75
factory what is this business doesn't,147.9,4.44,150.12
inspire me what do you mean inspired do,149.58,4.2,151.68
you have to be inspired,152.34,3.6,154.14000000000001
hated enough you're setting pretty one,153.78,3.36,155.46
step behind me in a first-class,155.94,2.7,157.29
manufacturing plan they're standing in a,157.14,2.7,158.48999999999998
more profits and you'll ever be able to,158.64,3.48,160.38
spend inspired,159.84,3.96,161.82
the killer machine works alone do not,162.12,3.78,164.01
inspire me if I have to Grub for my,163.8,3.299,165.4495
money all day long at least I want,165.9,3.0,167.4
something for it I want a family a home,167.099,3.841,169.0195
I want some kids I want to build,168.9,4.32,171.06
something I can give myself to ends in,170.94,4.14,173.01
the middle of that now where do I find,173.22,4.44,175.44
it here or elsewhere you name it,175.08,4.799,177.4795
tell me something,179.879,4.321,182.0395
you mean you'd leave the business,184.2,5.46,186.92999999999998
yes unless I would,186.72,5.159,189.2995
well don't think like that then help me,189.66,3.84,191.57999999999998
to stay here all right but don't think,191.879,4.261,194.0095
like that because whether I work for,193.5,4.08,195.54
it's all for you the whole shooting,196.14,3.179,197.72949999999997
match is for you I know that dude just,197.58,3.239,199.1995
help me to stay here that's all I ask,199.319,4.261,201.4495
well don't think like that,200.819,5.901,203.7695
I'm thinking like that,203.58,3.14,205.15
let's leave it this way,220.019,4.561,222.2995
don't do anything without keep knowing,222.84,3.3,224.49
about it I don't want it to be hurt you,224.58,3.12,226.14000000000001
know the way she is I don't want to hurt,226.14,3.9,228.08999999999997
Mom Dad I know I don't I know you don't,227.7,3.78,229.58999999999997
but that's why you've got to be careful,230.04,3.419,231.74949999999998
