text,start,duration,time_midpoint
moris moris you're fat and you are,207.599,8.2,211.69899999999998
sinner Janet Janet,211.239,7.56,215.019
look was it,223.48,7.0,226.98
a mama English she loves you in French,226.56,6.679,229.8995
we all miss you in any language it does,230.48,4.8,232.88
not look well that means she wants to,233.239,4.321,235.39950000000002
you're a away too,241.48,4.36,243.66
long almost 2 years,242.959,6.241,246.0795
huh thanks Maurice you remembered,245.84,6.88,249.28
bourbon straight water on the side you,249.2,6.039,252.21949999999998
and Mr gamble only people who speak,252.72,3.639,254.5395
English would put things like that in,255.239,3.321,256.8995
stomachs you're back on business perhaps,258.799,6.4,261.99899999999997
no no just to see my little girl a,262.04,4.0,264.04
ballerina she do not go back with you no,266.04,5.439,268.7595
more for me thanks,268.6,6.28,271.74
the world has changed yes he not so,271.479,6.041,274.4995
crazy anymore like it was after the war,274.88,3.48,276.62
remember we had much laughter together a,278.36,6.42,281.57
sh maybe we had too many laughs,281.919,15.931,289.8845
some big day huh it's c for a very big,347.36,5.839,350.27950000000004
very cold bourbon in water no bourbon no,349.88,6.159,352.9595
gin no gnac no anything how will you,353.199,5.481,355.9395
celebrate for me I keep the per for you,356.039,7.041,359.5595
and me that uh lady over there how' you,358.68,8.079,362.7195
say she gives you the,363.08,7.64,366.9
eye that one it's not even smiling at me,366.759,5.801,369.65950000000004
the eye without a smile is the most,370.72,3.37,372.40500000000003
eye excuse,382.479,5.56,385.25899999999996
me Charles,385.52,6.2,388.62
CL I knew you'd make it oh but you I was,388.039,5.56,390.81899999999996
afraid of nah don't you know the bad,391.72,4.16,393.8
characters never die in a war excuse me,393.599,4.241,395.7195
I saw my old friend tonight this is my,395.88,4.52,398.14
dear and crazy friend Charles Wills Miss,397.84,6.72,401.2
Ellsworth Miss Ellsworth Maran please,400.4,5.919,403.35949999999997
American you you've been here all,404.56,4.639,406.8795
through this we never left dad and I,406.319,5.481,409.0595
stayed on in an occupied franly,409.199,5.201,411.7995
mostly how do you know CLA oh he was an,411.8,4.04,413.82
observer with our outfit haven't seen,414.4,3.479,416.1395
him as D-Day in Normy I parted company,415.84,4.96,418.32
with US Army after s H back into the ffi,417.879,6.241,420.9995
with the General de go um quite a a,420.8,5.36,423.48
coincidence meeting here if I hadn't,424.12,4.16,426.2
seen you in the mirror I thought some,426.16,4.479,428.39950000000005
stranger was giving me the eye but no no,428.28,5.039,430.79949999999997
I didn't see,430.639,2.68,431.979
you am I interrupting anything important,433.4,6.76,436.78
well uh Mario and I are uh you must have,436.08,6.519,439.3395
influence around here you have a drink,440.16,4.84,442.58000000000004
power the Press ma'am let's see what my,442.599,3.88,444.539
influence and lots of money can,445.0,3.319,446.6595
accomplish Maurice I've got a better,446.479,4.4,448.679
idea let's go to my father father's,448.319,4.32,450.47900000000004
celebration where would he get enough,450.879,5.681,453.71950000000004
whiskey for a party you don't know my,452.639,7.201,456.2395
fathers to,459.879,3.241,461.4995
Contin what well mar ah my boy you have,478.319,6.121,481.3795
a thirsty look in your eye oh does it,482.759,4.801,485.15950000000004
show maybe go if you have a drink and uh,484.44,5.879,487.3795
who have we here Charles Wills he's a,487.56,4.919,490.0195
reporter for the Stars and Stripes this,490.319,4.201,492.4195
is my father how do you do sir reporting,492.479,4.16,494.55899999999997
we don't need a report we need a bar,494.52,4.6,496.82
here I is here because it seems to be,496.639,3.721,498.4995
the only place in town where you can get,499.12,2.72,500.48
a drink and do you know that all these,500.36,5.16,502.94
people came to precisely the same,501.84,3.68,503.67999999999995
conclusion,508.24,3.0,509.74
what is Helen doing here,531.399,5.961,534.3795
uh hi what are you doing what are you,534.279,5.281,536.9195
doing here well the fact of the matter,537.36,4.28,539.5
is your sister has made me very proud we,539.56,3.68,541.4
couldn't tell you the good news before,541.64,3.48,543.38
but Helen has been expelled from the,543.24,4.76,545.62
University what if we're going to have a,545.12,4.52,547.38
scene either as this young man to leave,548.0,5.12,550.56
or introduce us maram please Helen going,549.64,5.12,552.1999999999999
to look let her alone after all I was,553.12,3.12,554.68
expelled from Harvard wasn't I why,554.76,3.28,556.4
shouldn't a girl follow in her Father's,556.24,4.96,558.72
Footsteps excuse me a,558.04,5.84,560.9599999999999
moment I'll talk to you,561.2,4.879,563.6395
later I have a feeling she'd be talking,563.88,4.24,566.0
too name please oh Charlie something or,568.12,5.52,570.88
other he U says he's a,571.399,5.841,574.3195
