text,start,duration,time_midpoint
I have your ticket ready,162.86,5.8,165.76000000000002
from Rome to New York,166.04,4.419,168.24949999999998
which Highway going oh I wish I was,168.66,4.14,170.73
staying here I love it I think you'll,170.459,4.321,172.61950000000002
find everything in order all I need is,172.8,3.78,174.69
your passport number I have it right,174.78,4.039,176.7995
oh I lost your passport once no why well,180.18,4.199,182.2795
this was issued by the United States,183.239,3.181,184.8295
Embassy in London oh I haven't been back,184.379,5.28,187.01899999999998
to the United States since 1938. it must,186.42,6.3,189.57
have been a little girl no 16. no use,189.659,4.381,191.84949999999998
cheating when you're looking at the date,192.72,3.32,194.38
of my birth,194.04,7.46,197.76999999999998
anything for me today I think so,196.04,5.46,198.76999999999998
Lawrence darling,202.94,4.78,205.32999999999998
you're playing the parts tomorrow at 10,205.459,3.101,207.0095
bus to Champion Airport please from here,208.56,6.06,211.59
830 Pronto that's very early oh I'll be,210.98,6.94,214.45
here grazia you've been very kind Regal,214.62,6.199,217.7195
have a nice trip,217.92,2.899,219.3695
oh excuse me your excuse me means do I,270.24,6.54,273.51
mind you are smoking the aunt says no,274.56,3.56,276.34
yeah first flight,278.12,5.74,280.99
how do you know I forgot to understand,281.04,5.58,283.83000000000004
your safety belt oh,283.86,5.16,286.44
they shouldn't have done it never have,286.62,6.06,289.65
so few frightened so many oh the right,289.02,5.82,291.93
friends as far as I'm concerned they,292.68,5.04,295.2
should have invented something else,294.84,5.299,297.48949999999996
see what I mean,297.72,5.58,300.51000000000005
sounds like a fuel pump how can you tell,300.139,5.441,302.8595
I'm an engineer we'll probably have to,303.3,3.42,305.01
come down to the nearest airport,305.58,4.26,307.71
probably gonna be alarmed about it sorry,306.72,4.44,308.94000000000005
ladies and gentlemen we're having a,309.84,2.699,311.18949999999995
little engine problem one of our fuel,311.16,3.68,313.0
it is nothing serious just keep your,314.84,4.12,316.9
seats and fasten your safety belts we,317.4,4.859,319.8295
will land in Naples for our repairs,318.96,5.459,321.68949999999995
pleased with yourself I'm pleased that,322.259,4.801,324.65950000000004
