text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
well here we are i turned down here at,99.759,3.36,101.439,0.2732,-0.1555555555555555,0.2,0.19853422801086928,0.16284881167124116,0.009088000358786263
the next block,101.68,5.439,104.3995,-0.4404,0.0,0.7,0.1930908309611004,0.15843955480849278,0.0051851637460587335
thanks mister i'll get off there,103.119,4.0,105.119,0.4404,0.2,0.2,0.1918051850460169,0.1573997843462908,0.004262657626836752
want anything else,111.92,2.879,113.3595,0.0772,0.0,-0.7,0.17810003645192388,0.14636020040854572,-0.005591656261910489
me yeah you it's where you're heading,119.119,4.351,121.2945,0.296,0.0,0.3,0.16662561117111543,0.1371950070492739,-0.013879138442630017
i thought if you was head north i might,125.84,2.88,127.28,0.0,0.0,0.4,0.15904629865097478,0.1311938767987844,-0.01938026240310898
be able to help you out,127.119,3.041,128.6395,0.4019,0.5,-0.7,0.1574502591220591,0.12993695948947767,-0.02054228576314577
i push in the soul lake and i don't like,128.72,3.36,130.4,-0.2755,0.0,-0.7,0.15545132149652696,0.12836663067413412,-0.0219997568979779
to ride it alone at night i'm one of,130.16,3.52,131.92,-0.25,0.0,0.7,0.15378654199926872,0.12706238200389447,-0.023215553633925985
those guys that got to talk or i fall,132.08,4.08,134.12,0.0,0.0,-0.7,0.1514762251135422,0.1252583348969812,-0.024906110463088316
asleep oh sure,133.68,3.84,135.6,0.3182,0.5,0.2,0.1499874027749617,0.12409979787725285,-0.02599783158281295
apparently he's got lou to keep him,136.16,2.4,137.36,0.0,0.05,0.3,0.14828466635905663,0.12277911114789569,-0.027248889440567418
coming but,137.52,2.88,138.96,0.0,0.0,0.2,0.14680000589171371,0.12163170897027015,-0.02834213025636874
i ain't got nobody at all,138.56,4.96,141.04,0.0,0.0,-0.7,0.14495909614242308,0.12021498999592474,-0.029701245281673203
where you coming from west yeah sure i,140.4,4.0,142.4,0.5423,0.5,0.3,0.14380937328834623,0.11933396019373772,-0.030552322189696505
maybe got a cousin out nearly you don't,145.84,5.679,148.6795,0.0,0.1,-0.7,0.13904330973876844,0.11572057585872932,-0.034104187674094066
say yeah he's been up,148.56,4.48,150.8,0.296,0.0,0.7,0.13763134238943783,0.11466552112185156,-0.03516612432453105
you're not much of a talker are you my,151.519,2.641,152.83950000000002,0.0,-0.1,-0.7,0.13636534178762522,0.11372756542466977,-0.03612343739643624
mother taught me never to speak to,153.04,4.479,155.27949999999998,0.0,0.0,-0.7,0.13496764519310273,0.11270284200644681,-0.037187375574634085
strangers oh wise guys so what okay okay,154.16,5.2,156.76,0.7537,0.5666666666666667,0.2,0.1341808691694892,0.11213208652638332,-0.03779028180216196
don't get sore he's trying to be,157.519,4.72,159.87900000000002,0.2755,0.0,0.3,0.13267253480202018,0.11105361462683233,-0.03895664497470433
sociable that's all,159.36,4.4,161.56,0.4404,0.0,0.7,0.1319423596196771,0.11054101878462655,-0.03952769968061542
hey glamorous,162.239,5.481,164.9795,0.5106,0.0,0.7,0.13063262078931892,0.10964367786636593,-0.04056722470282424
you change for a dime will you,163.76,3.96,165.73999999999998,0.0,0.0,0.3,0.13037291083752572,0.10947021552442551,-0.04077645814830465
let's have something quieter this time,175.2,3.36,176.88,0.0,0.0,0.4,0.12783905195306391,0.10797541411366987,-0.042958312530531034
joe my head's splitting is that what's,176.8,4.24,178.92000000000002,0.0,0.0,-0.7,0.12762413131707004,0.10790597659573374,-0.043184798358130896
wrong with it,178.56,2.48,179.8,-0.4767,-0.5,-0.7,0.1275543996113686,0.10789478909539671,-0.04326653972284499
done with your coffee no and don't rush,182.64,3.86,184.57,-0.296,0.0,0.3,0.12741269263670185,0.10802661725025349,-0.04354557426578337
me will you,185.599,7.86,189.529,0.0,0.0,0.5,0.12767663109983704,0.1084974757667468,-0.04355023774320132
hey turn that off will you turn that,193.599,3.201,195.1995,0.0,0.0,0.2,0.12847100492144853,0.10943343217774582,-0.043213914946442784
thing off what's eating you now yeah,195.04,3.44,196.76,0.296,0.0,0.3,0.1287786810014759,0.10976253908284413,-0.04305961200382323
what's eating you that music it stinks,196.8,3.519,198.5595,-0.25,-0.6,-0.7,0.1291799560635812,0.11017923515859963,-0.0428494683841983
oh you don't like it huh no turn it off,198.48,4.0,200.48,-0.5122,0.0,-0.7,0.12966226659638463,0.11066709485946344,-0.042587744562290156
oh wait a minute pal that was my [ __ ],200.319,2.961,201.7995,0.0,0.0,0.5,0.13002549643325892,0.11102764975912302,-0.04238586069433219
this is a free country,203.28,4.8,205.68,0.5106,0.4,0.7,0.13124077379854646,0.11220470858546819,-0.04169031518629745
and i play whatever i wanted,204.879,3.201,206.4795,0.34,0.0,0.8,0.13151791304321234,0.11246838763160633,-0.04152849132779997
sure and if you don't like it you don't,209.28,2.64,210.6,0.049,0.5,0.2,0.13308713097723848,0.11393830190344922,-0.04059699952264695
have to listen to it and you can leave,210.64,3.679,212.4795,-0.0516,0.0,0.5,0.13387951978223045,0.11466888857029292,-0.040119125690742746
here anytime you want it okay okay i'm,211.92,4.16,214.0,0.4767,0.5,0.4,0.13455478927420386,0.11528666644430961,-0.03970886361177937
sorry i asked first good piece play,214.319,3.601,216.1195,0.6124,0.15,0.4,0.13554619511093666,0.11618682767062445,-0.0391023461389548
tonight you don't like it some people,216.08,4.66,218.41000000000005,-0.2755,0.0,-0.7,0.13668183097849618,0.11720943095949471,-0.03840251461149767
just ain't got any good taste,217.92,14.469,225.1545,-0.3412,0.7,-0.7,0.14039778945611522,0.12050680194383384,-0.03608502545967877
why was there always that rotten tune,234.4,4.16,236.48,-0.5106,0.0,-0.7,0.147791809721984,0.12691771344704197,-0.031398047579220545
following me around beating in my head,236.879,4.961,239.3595,-0.4588,0.0,-0.7,0.14988280626355438,0.12870435510402972,-0.030061197374446045
never letting up,238.56,3.28,240.2,0.0,0.0,0.7,0.15050820785551325,0.12923684796816165,-0.029660641383528842
did you ever want to forget anything,243.76,3.679,245.5995,-0.1531,0.0,-0.7,0.15468112772750567,0.13276962187387495,-0.02698091188749601
did you ever want to cut away a piece of,245.92,3.519,247.6795,-0.2023,0.0,-0.7,0.1563573461427288,0.13417949810070315,-0.02590153274038872
your memory or blood out,247.439,3.44,249.159,0.0,0.0,-0.7,0.1575718212207815,0.1351979291330055,-0.025118590672102422
you can't you know,249.439,3.52,251.199,0.0,0.0,-0.5,0.15927571846825558,0.13662259567778437,-0.024018984294657687
no matter how hard you try,250.879,4.0,252.879,-0.1215,-0.2916666666666667,0.6,0.16070371090556843,0.13781293293502192,-0.02309649538690628
you can change the scenery,252.959,3.52,254.719,0.0,0.0,-0.7,0.16229256298782618,0.13913358300457684,-0.022069183523569666
but sooner or later you'll get a whiff,254.879,2.961,256.3595,0.0,0.0,0.2,0.16373038784709823,0.14032536465276774,-0.021138773370011545
of perfume where somebody will say a,256.479,3.76,258.359,0.0,0.0,0.4,0.1655090254385984,0.1417953688988032,-0.019986935966988237
certain phrase or maybe hum something,257.84,5.519,260.5995,0.2732,0.2142857142857142,0.4,0.16753491671381326,0.1434641148125548,-0.01867390657613258
then you licked again,260.239,3.12,261.799,0.0,0.0,-0.7,0.16863328720784698,0.14436640822657973,-0.01796159644238525
i can't believe that you're in love with,263.84,2.639,265.1595,0.6369,0.5,0.7,0.17175920402395842,0.14692510192369013,-0.01593294728838121
i used to love that song once,266.479,3.361,268.1595,0.6369,0.5,-0.4,0.17460717812749196,0.14924468703644947,-0.014083086315912083
so did the customers back in the old,268.479,3.601,270.2795,0.0,0.05,0.2,0.17665028859631043,0.15090205178707913,-0.012755240190369645
break at dawn club in new york,269.84,3.6,271.64,0.0,0.1363636363636363,0.5,0.1779740672849915,0.15197294939859662,-0.01189460334981744
i can't remember a night when i didn't,272.08,4.0,274.08,0.0,0.0,0.5,0.18037167223550538,0.15390668633216473,-0.010335328575574284
get at least three requests for it,273.44,4.0,275.44,0.0,-0.3,-0.7,0.18172050836753978,0.15499126252295806,-0.009457871394396444
she was always selling it too,277.44,5.1,279.99,0.0,0.0,0.7,0.18629288851730605,0.15865024456320673,-0.006482409332564021
those were the days,279.759,26.27,292.894,0.0,0.0,-0.7,0.1996637322124707,0.16919323446865095,0.0022217446861517868
your eyes are blue your kiss is too i,306.56,6.16,309.64,0.4215,0.0,0.8,0.21751648066869264,0.18288457304544953,0.013829808774695026
never knew what they could do,310.16,5.68,313.0,0.0,0.0,0.4,0.22111569861048563,0.18558611373212042,0.01616553056505725
i can't believe that you're in love with,312.72,3.93,314.685,0.6369,0.5,0.4,0.22291858585155916,0.1869312821456806,0.017334720388205882
you're telling everyone you know,318.56,6.32,321.72,0.0,0.0,-0.7,0.2304138331008712,0.19246246374784665,0.02218876003942413
