text,start,duration,time_midpoint,vader,textblob,llama3
this is Boston Boston Massachusetts in,85.88,5.8,88.78,0.0,0.0,0.2
the year of our Lord,89.2,5.44,91.92,0.0,0.0,0.4
1924 down in Washington Calvin kulage,91.68,4.68,94.02,0.0,-0.15555555555555559,0.7
has just been informed of his nomination,94.64,4.28,96.78,0.0,0.0,0.6
for president and to the amazement of no,96.36,6.52,99.62,0.3182,0.0,-0.7
one has chosen to run up in alvany Al,98.92,6.199,102.0195,0.0,0.0,0.6
Smith once again has called on Congress,102.88,5.12,105.44,0.0,0.0,0.4
to legalize beer and Light wine but King,105.119,6.921,108.5795,0.0,0.4,0.2
bad still says uh-uh meanwhile back in,108.0,7.56,111.78,-0.5423,-0.3499999999999999,0.2
Boston Miss Hannah Adams is very very,112.04,6.52,115.3,-0.1531,0.26,0.8
Hannah Adams please oh yes Miss Adams,120.88,4.159,122.9595,0.5267,0.0,0.7
yes I saved you one in the first row,123.6,4.159,125.6795,0.6705,0.25,0.7
this time oh thank you you certainly,125.039,7.521,128.7995,0.5994,0.21428571428571427,0.7
must like this show yes I,127.759,4.801,130.1595,0.6369,0.0,0.7
do just a minute,133.56,3.399,135.2595,0.0,0.0,0.4
lady first,138.319,13.22,144.929,0.0,0.25,0.8
how do you do for you how do you,161.72,7.0,165.22,0.0,0.0,0.2
you students dear students my very,168.72,8.879,173.1595,0.3818,0.2,0.7
attractive and slightly,174.04,7.0,177.54,0.4404,0.3166666666666667,0.7
impudent pup dear,177.599,9.601,182.3995,0.3818,0.0,0.7
pupil long on looks and short on,181.04,8.199,185.1395,0.0,-0.025,0.7
Scruples how do you,187.2,4.28,189.34,0.0,0.0,0.4
you a Vasser Miss displays her Greatness,191.48,10.2,196.58,-0.1531,0.0,0.8
sophisticat by being up on up toess a v,196.519,10.64,201.839,0.0,0.0,0.7
girl befs and defend the latest friends,201.68,8.4,205.88,0.4767,0.5,0.3
in Apparel in literature in art and,207.159,5.841,210.0795,0.0,0.0,0.4
music and in,210.08,2.92,211.54,0.0,0.0,0.2
