text,start,duration,time_midpoint,vader,textblob,llama3
Ellie hurry up we've only got five,77.0,5.46,79.73,0.0,0.0,0.7
minutes I'll be right down,79.08,3.38,80.77,0.0,0.06507936507936506,0.2
I'd like to say a few words about what's,100.86,4.14,102.93,0.3612,-0.2,-0.7
happened to me over the past year,102.78,4.199,104.8795,0.0,-0.25,0.2
your women may not symbolize you think,105.0,3.299,106.6495,0.0,0.0,-0.7
men have it easy but that's why you're,106.979,2.761,108.3595,0.2382,0.43333333333333335,-0.7
man is a very delicate and sensitive,109.74,4.68,112.08,0.1263,-0.14500000000000002,0.7
mechanism if you treat him right you're,112.38,3.48,114.12,0.4019,0.2857142857142857,0.7
flatter him and butter him up a little,114.42,3.659,116.2495,0.1027,-0.1875,0.4
bit he's good for years,115.86,5.28,118.5,0.4404,0.7,0.7
but if somebody rocks the boat,118.079,5.281,120.7195,0.0,0.0,0.2
you know how it is man,123.36,4.14,125.43,0.0,0.0,0.3
you work hard for years trying to build,125.52,3.78,127.41,-0.1027,-0.2916666666666667,0.7
a home raise a family,127.5,4.739,129.8695,0.0,0.0,0.7
and then comes one wonderful day when,129.3,4.62,131.61,0.5719,1.0,0.7
for the first time in your life you feel,132.239,2.941,133.7095,0.0,0.25,0.7
you're a little ahead of the game things,133.92,3.42,135.63,0.0,-0.29375,0.6
have eased up at the office the kids are,135.18,4.68,137.52,0.296,0.0,0.7
all set married or well along in school,137.34,3.84,139.26,0.2732,0.25,0.4
and you're raring to go,141.18,4.32,143.34,0.0,0.0,0.7
you think of all the wonderful things,143.52,3.48,145.26000000000002,0.5719,1.0,0.8
you would have done in your life you,145.5,4.28,147.64,0.0,0.0,0.2
just had time,147.0,2.78,148.39,0.0,0.0,0.6
if you go fishing,150.06,4.38,152.25,0.0,0.0,0.4
to go big game hunting you might even,152.16,4.2,154.26,0.0,-0.2,0.4
climb Mount Everest,154.44,4.68,156.78,0.0,0.0,0.7
anyway you're on top of the world you,156.36,4.379,158.54950000000002,0.2023,0.5,0.8
begin to feel you're a combination of,159.12,4.82,161.53,0.0,0.0,0.3
Don Juan and Columbus,160.739,3.201,162.33950000000002,0.0,0.0,0.4
and that's just the moment they choose,164.4,4.94,166.87,0.0,0.0,0.5
to let you have it,166.5,2.84,167.92,0.0,0.0,0.4
I remember it was just a year ago today,170.58,3.98,172.57000000000002,0.0,0.0,-0.7
I caught my usual commuters train,174.66,4.56,176.94,0.0,-0.25,0.6
was late as usual,177.48,3.6,179.28,0.0,-0.275,-0.7
it was such a beautiful day that I let,179.22,3.599,181.0195,0.5994,0.425,0.8
the bus go by and walked home from the,181.08,3.0,182.58,0.0,0.0,0.2
it was one of those first warm days in,184.08,4.2,186.18,0.2263,0.425,0.4
May when everything seems to come to,186.42,5.459,189.1495,0.0,0.0,0.5
life I felt particularly well,188.28,5.52,191.04,0.3384,0.16666666666666666,0.7
I was thinking what a lucky man I was,191.879,3.961,193.8595,0.4215,0.3333333333333333,0.7
with a nice household paid for three,193.8,4.14,195.87,0.4215,0.6,0.4
children all paid for and a beautiful,195.84,4.52,198.1,0.5994,0.85,0.8
Ellie I'm home,206.06,3.42,207.77,0.0,0.0,0.7
Ellie was radiant that night she seemed,211.5,4.94,213.97,0.4767,0.0,0.8
to be floating on air,213.599,2.841,215.0195,0.0,0.0,0.3
what's the matter can a fellow kisses,227.239,4.381,229.4295,0.5267,0.0,0.6
oh you won't have time to change we have,232.76,3.88,234.7,0.0,0.0,-0.7
to start right away why where are we,235.2,3.3,236.85,0.0,0.2857142857142857,0.4
going okay and Buckley asked us to their,236.64,3.48,238.38,0.2263,0.5,-0.7
apartment for dinner tonight she found,238.5,2.94,239.97,0.0,0.0,0.4
this morning said she had some good news,240.12,3.899,242.0695,0.4404,0.7,0.6
oh oh Buckley put over the deal I guess,241.44,4.5,243.69,0.0,0.0,-0.7
with the chainsaws huh that plastic bag,244.019,3.901,245.9695,0.0,0.0,-0.7
of his well I don't think that's the big,245.94,3.42,247.65,0.2732,0.0,-0.7
news I think it's something much more,247.92,2.94,249.39,0.0,0.5,0.4
important than that more important than,249.36,3.06,250.89,0.4391,0.43333333333333335,0.4
that way that means thousands of dollars,250.86,2.7,252.21,0.0,0.0,0.2
I don't know what could be more,252.42,3.779,254.3095,0.0,0.5,0.8
important than that something nothing,253.56,4.919,256.0195,0.2023,0.4,0.4
get my coat will you do yeah night Tommy,256.199,4.861,258.6295,0.296,0.0,0.2
night then nine months okay said you,258.479,3.961,260.4595,0.2263,0.5,0.3
were sorry she couldn't have you too but,261.06,3.9,263.01,-0.0387,-0.5,-0.7
she had to have Buckley's father,262.44,4.92,264.9,0.0,0.0,0.5
is Kay gonna cook you better take your,264.96,5.12,267.52,0.4404,0.5,0.4
bicarb with you,267.36,2.72,268.72,0.0,0.0,0.7
jokes get funnier every year,270.86,6.22,273.97,0.5719,0.0,0.7
you drop her on your way to the game oh,274.58,4.72,276.94,-0.2732,-0.4,-0.7
and uh Delilah sex of the dishes and,277.08,3.42,278.79,0.0,0.0,0.3
glasses do you miss the first of the,279.3,3.6,281.1,-0.1531,0.25,0.3
picture tell me don't study too late,280.5,3.9,282.45,0.0,-0.3,0.4
remember if the rug man calls tell him,282.9,3.859,284.8295,0.0,0.0,0.3
to call again,284.4,2.359,285.5795,0.0,0.0,0.7
what's got into you it's spring,288.06,3.9,290.01,0.0,0.0,0.7
it must be,291.96,3.739,293.8295,0.0,0.0,0.5
yes sir we're in a rut Ellie not that it,295.699,4.241,297.8195,0.4019,0.0,0.3
isn't a Pleasant Run but I think we,298.68,2.64,300.0,-0.2146,0.7333333333333333,-0.7
ought to get out of it you know you're a,299.94,3.9,301.89,0.0,0.0,-0.7
very beautiful woman Ellie I stand a,301.32,4.319,303.4795,0.6361,1.0,0.8
very very beautiful woman,303.84,4.079,305.87949999999995,0.6674,1.0,-0.7
trouble as I never see you come home at,305.639,3.301,307.28950000000003,-0.4019,-0.2,0.9
night you want to know if I've seen the,307.919,2.521,309.1795,0.0772,0.0,0.3
hole in the carpet or whether I'll fix,308.94,3.96,310.92,0.0,0.0,0.2
the Leaky forces oh I don't mean that,310.44,4.56,312.72,0.0,-0.3125,0.4
it's your fault I think we ought to,312.9,3.06,314.42999999999995,-0.4019,0.0,-0.7
forget about it though we're gonna,315.0,2.4,316.2,-0.2263,0.0,0.2
forget the house we get the whole thing,315.96,3.959,317.93949999999995,-0.2263,0.2,-0.7
go away and take a trip no reason why we,317.4,4.799,319.7995,-0.296,0.0,0.7
can we're as free as the air,319.919,5.28,322.559,0.5106,0.4,0.7
kind of like when we were first married,322.199,5.901,325.1495,0.3612,0.3666666666666667,0.7
4k camera only this time we're not broke,325.199,5.401,327.8995,0.3252,0.0,0.7
we could even go to Europe I think we've,328.1,4.14,330.17,0.0,0.0,0.6
got to wait and hear what kay has to say,330.6,4.26,332.73,0.0,0.0,0.4
Honolulu what about Honolulu that's the,332.24,5.519,334.9995,0.0,0.0,0.7
place how about it I'll eat we'll see,334.86,6.619,338.1695,0.0,0.0,0.2
Waikiki Beach Moonlight on Waikiki,337.759,7.38,341.449,0.0,0.0,0.8
flowers ukulele Romance,341.479,7.141,345.0495,0.5574,0.0,0.7
well I'm gonna call up that travel,350.28,2.699,351.62949999999995,0.2732,0.0,0.4
agency in the morning find out about,351.66,3.92,353.62,0.0,0.0,0.4
those craters,352.979,2.601,354.2795,0.0,0.0,-0.5
hi there Hello darling there she was my,355.8,5.82,358.71000000000004,0.5859,0.0,0.9
K the darling of my heart,359.34,4.02,361.35,0.8402,0.0,0.5
I couldn't yet believe she was a married,361.62,2.639,362.9395,0.0,0.25,-0.7
she still seemed like a kid to me,364.259,4.701,366.6095,0.3612,0.0,0.3
playing at keeping house,366.0,2.96,367.48,0.2023,0.0,0.6
how's he treated you oh fine you miss me,375.199,8.321,379.3595,0.0516,0.4166666666666667,0.7
don't talk hello hello I was full of the,378.919,6.34,382.089,0.0,0.35,-0.7
milk of human kindness that night I even,383.52,3.54,385.29,0.4588,0.0,0.7
looked at my son-in-law with a friendly,385.259,2.641,386.5795,0.4939,0.375,0.7
I don't say that he was my ideal but I,387.9,4.38,390.09,0.296,0.9,0.4
was getting used to Him Father thanks,390.36,3.899,392.3095,0.4404,0.2,0.4
how are you nice to see you have you,392.28,5.58,395.07,0.4215,0.6,0.4
been oh yeah okay say uh,394.259,4.981,396.7495,0.4767,0.5,-0.7
do you kind of do away with that father,397.86,3.959,399.8395,0.0,0.6,0.2
Bank stuff just call me Stanley okay,399.24,6.48,402.48,0.2263,0.5,0.3
Stan not not Stan Stanley Stanley yeah,401.819,6.361,404.9995,0.296,0.0,0.6
okay Stanley how about a little golf on,405.72,4.099,407.7695000000001,0.2263,0.15625,0.4
Sunday oh you're right,408.18,5.299,410.8295,0.0,0.2857142857142857,0.4
wonderful to see you again,409.819,3.66,411.649,0.5719,1.0,0.8
how are you what's wrong with the old,417.74,4.239,419.8595,-0.4767,-0.2,-0.5
man it's the spring it always takes it,419.759,5.101,422.3095,0.0,0.0,0.4
out of here puts it into me doesn't it I,421.979,5.06,424.509,0.0,0.0,0.4
suppose you got the same message we did,424.86,5.399,427.5595,0.0,0.0,0.4
that's right okay I can't wait you have,427.039,5.38,429.729,0.2263,0.39285714285714285,0.7
your cocktails oh darling you cannot do,430.259,4.021,432.2695,0.5859,0.0,0.7
this too exactly you tell us we're all,432.419,5.161,434.9995,0.0,0.25,0.7
here now I hope it is I know what it is,434.28,6.72,437.64,0.4404,0.0,-0.7
great news oh hell I I think it is oh,437.58,8.0,441.58,-0.128,0.8,0.4
 did you tell them and not tell us,441.0,4.58,443.29,0.0,0.0,-0.7
that's all,470.9,5.199,473.4995,0.0,0.0,0.3
Buckley stood by trying to look modest,473.539,4.301,475.6895,0.0,0.1,0.2
he only succeeded in looking slightly,476.099,4.461,478.3295,0.4215,-0.08333333333333333,-0.7
half-witted,477.84,2.72,479.2,0.0,0.0,-0.7
I grinned and tried to join in but,482.46,4.1,484.51,0.2846,0.0,-0.7
