text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
happy to see you just once more I have,295.74,3.54,297.51,0.5719,0.65,-0.8,-0.14447709247875293,-0.13911992438614035,-0.27224608952639234
nothing to say to you,297.96,3.0,299.46,0.0,0.0,0.8,-0.14524869760212383,-0.13776743734486577,-0.27392929671250676
I want you to say anything I want you to,299.28,3.06,300.80999999999995,0.1531,0.0,0.8,-0.1457749733526426,-0.13685435586993264,-0.27507455992278945
let me go somewhere and talk I hate you,302.34,5.04,304.86,-0.5719,-0.7298986282663484,-0.8,-0.14731527670171446,-0.134227708589034,-0.27841274835169655
those who despise you you didn't always,304.86,3.839,306.77950000000004,-0.34,0.0,0.7,-0.14802528677113483,-0.13304098333361752,-0.27994413836154486
there was a time when you loved me it,307.38,4.64,309.7,0.5994,0.7,0.4,-0.1490811153305188,-0.1313059336447739,-0.2822121164228341
wasn't a countess swine,308.699,3.321,310.3595,0.0,0.0,-0.7,-0.1493154826527343,-0.13092578493603954,-0.28271396733182247
the emperor will have them shot he'll,323.4,3.42,325.11,0.0,0.0,-0.7,-0.15417504159261738,-0.12350484773041633,-0.2929663873588899
have them shot both of them see but the,324.9,3.18,326.48999999999995,0.0,0.0,-0.7,-0.1545929814396342,-0.12291284504519275,-0.29383210790497216
lenders of these opera glasses don't,326.82,2.879,328.2595,0.0,0.0,-0.7,-0.1551198925043353,-0.1221783838700872,-0.29491924130729064
crack for shame,328.08,3.839,329.9995,-0.4767,0.0,-0.7,-0.15562822701129828,-0.12148286614231653,-0.29596326062056516
said the daughter of the baron holenia,329.699,4.56,331.979,0.0,0.0,0.2,-0.15619480405585226,-0.12072341217831607,-0.2971210396467115
yes Johanna Augusta Francisca counters,331.919,4.5,334.169,0.4019,0.0,0.2,-0.1568071948558944,-0.11992210655681258,-0.2983650530112084
Von stossenberg stautzenberg disgracing,334.259,4.081,336.2995,0.0,0.0,-0.7,-0.15738851023924547,-0.11918122853476902,-0.2995383564040167
every syllable of her name but who is he,336.419,3.661,338.24949999999995,0.0,0.0,0.2,-0.15790819425078662,-0.11853604908489997,-0.3005805799026551
that's the man that's the one that's the,338.34,3.84,340.26,0.0,0.0,0.8,-0.15843170803493162,-0.11790333285847703,-0.301623666966
who the man haven't you heard where on,340.08,4.5,342.33,0.0,0.0,0.2,-0.15895777495140562,-0.11728584982291133,-0.302664475502768
earth have you been bad now I'm trying,342.18,4.44,344.40000000000003,-0.5423,-0.6999999999999998,-0.7,-0.15947081766887491,-0.11670230624097029,-0.3036718976177907
to cure my poorha oh I've forgotten your,344.58,3.66,346.41,-0.2263,0.0,0.2,-0.1599566262229638,-0.11616766331421977,-0.3046184048824514
heart it's nothing oh well don't stop,346.62,3.78,348.51,0.6456,0.0,0.3,-0.16045128128037414,-0.11564222539568918,-0.30557416335470255
now and anyway you've asked for it it's,348.24,4.44,350.46000000000004,0.0,0.0,0.8,-0.16089888946430475,-0.11518417964083513,-0.30643156182586867
a love affair that has rocked all Vienna,350.4,4.62,352.71,0.6369,0.5,-0.7,-0.16140146134290287,-0.11469081582172361,-0.3073851377775472
for the past four months who is he the,352.68,4.92,355.14,0.0,-0.25,0.2,-0.1619276619527842,-0.11419954889850266,-0.30837235213256303
most vulgar impossible obnoxious ill man,355.02,5.7,357.87,-0.7239,-0.3416666666666667,-0.9,-0.16249849897753452,-0.11369810111975644,-0.3094291035041245
in one word he's an American no yes and,357.6,5.28,360.24,-0.3089,0.0,0.2,-0.16297680032291387,-0.11330519554991167,-0.3103020157165269
lo even among Americans he's what they,360.72,4.34,362.89,0.0,0.0,0.3,-0.16349281740713756,-0.11291155012975668,-0.3112295735421638
call a traveling salesman,362.88,4.86,365.31,0.0,0.0,0.2,-0.16394689684540087,-0.1125933103843983,-0.3120323347951621
traveling salesman and our Baron's,365.06,4.78,367.45,0.0,0.0,0.4,-0.16433493656770676,-0.11234400596985275,-0.31270731488480374
daughter you heard about the attempt on,367.74,4.62,370.05,0.0,0.0,-0.7,-0.1647895103957364,-0.1120808098399064,-0.31348371945448034
the emperor's life that's the man mercy,369.84,4.139,371.9095,0.3612,0.0,0.5,-0.1651033711090122,-0.11191875136713424,-0.3140098720173924
he swindled an appointment with his,372.36,4.08,374.4,0.0,0.0,-0.7,-0.16550919255147914,-0.11173516558602947,-0.3146768669946579
majesty and by presenting himself as a,373.979,4.861,376.4095,0.0,0.0,0.8,-0.16582461020998857,-0.11161440893809307,-0.31518384121784776
great potentate later it transpired he,376.44,4.44,378.66,0.6249,0.4,0.2,-0.16616523451418494,-0.11150755925125258,-0.3157188383804945
was a very minor potent heat in an,378.84,3.6,380.64,0.0,0.2175,0.6,-0.1664539934297876,-0.11143784691493691,-0.31616113537539775
American organization known as the,380.88,4.08,382.92,0.0,0.0,0.2,-0.16677396240283993,-0.11138512612848107,-0.316637814943531
Shriner I remember the day he came here,382.44,4.319,384.5995,0.0,0.0,-0.7,-0.16700115065092674,-0.11136477087886022,-0.31696678979325776
to the palace with his nasty little dog,384.96,5.519,387.7195,-0.5574,-0.59375,0.4,-0.16740424880049462,-0.11136753691283124,-0.31752852233651124
and a mysterious Sinister Black Box you,386.759,6.471,389.9945,-0.5994,-0.2222222222222222,-0.7,-0.16768281585651754,-0.11140196807055278,-0.3178980306743751
know what was in that box,390.479,20.121,400.5395,0.0,0.0,0.2,-0.16880912743210044,-0.11189757672058592,-0.3191792389392463
how are you today,410.639,2.961,412.1195,0.0,0.0,0.3,-0.16974588141044328,-0.11301769677338064,-0.3197974563976431
will you follow me please,421.44,3.74,423.31,0.3182,0.0,0.7,-0.17036949317592803,-0.11459010531151381,-0.31964992655111635
do stop fidgeting with your mustache I'm,479.66,4.78,482.05,-0.296,0.0,-0.7,-0.16976695039654902,-0.1274778254898688,-0.30842430531666476
not nervous I know perfectly well why,482.94,3.18,484.53,0.7972,0.808772608719152,0.7,-0.16962005900456953,-0.12808603407848393,-0.3076152214987338
the emperor has summoned us so do I,484.44,3.84,486.36,0.0,0.0,0.4,-0.1695063443829774,-0.12853331404335064,-0.3070030992903397
let's find out you belong in jail,486.12,3.72,487.98,0.0,-0.1,0.4,-0.16940197281054054,-0.12892786720532998,-0.3064506772153341
Johanna you're talking to your father,488.28,3.24,489.9,0.0,0.0,-0.7,-0.16927383848240907,-0.12939342785858146,-0.3057833027112301
that's what's so depressing my own,489.84,3.479,491.5795,-0.5214,0.0,-0.7,-0.16915787250519945,-0.1297985341542784,-0.3051884173611087
father a scoundful mortgaging the,491.52,3.36,493.2,0.0,0.0,-0.7,-0.16904260192654771,-0.1301872458221301,-0.3046047352832333
mortgage in our Castle which was already,493.319,3.301,494.9695,0.0,0.0,0.3,-0.16891300321644664,-0.13060897504615676,-0.30395665204501365
Immortal how was I to know about the,494.88,3.36,496.56,0.25,0.0,-0.7,-0.16879324487985475,-0.1309853571193378,-0.303364689547477
mortgages I'm not a businessman I'm a,496.62,3.06,498.15,0.0,0.0,0.3,-0.168670479849588,-0.13135883543706076,-0.30276409824030787
general then taking the money and,498.24,3.06,499.77,0.0,0.05,-0.5,-0.16854231746275536,-0.13173625281198847,-0.3021432266422594
gambling it away in a single night I,499.68,3.66,501.51,0.0,-0.0714285714285714,-0.7,-0.16840125507099632,-0.1321378509907473,-0.30146643885550933
tell you the cards are marked two Jewels,501.3,3.179,502.8895,0.4588,0.1,-0.7,-0.16828695157985502,-0.13245326621084555,-0.3009226595066105
already this season named as,503.34,2.699,504.6895,0.0,0.0,0.5,-0.16813458102935183,-0.13286059111376394,-0.30020366584273567
correspondent in the divorce of some,504.479,4.201,506.5795,0.0,0.0,-0.7,-0.16797073213222122,-0.13328277638309882,-0.2994373601545016
Suburban pastry Baker sued by a young,506.039,3.961,508.0195,0.0,0.05,0.5,-0.16784328976579568,-0.13360041581814378,-0.29884581021841944
lady in the quarters of the Opera,508.68,3.12,510.24,0.0,0.0,0.2,-0.16764244554152366,-0.13408295686203567,-0.2979207933795484
because you promised her the lead in,510.0,4.08,512.04,0.3612,0.0,0.7,-0.16747586197750455,-0.1344672660144827,-0.2971597015848923
the director of the Opera I'm a general,514.08,6.319,517.2395,0.0,0.05,0.3,-0.16697635541931097,-0.13553965462949502,-0.29490620399946416
as I was trying to say is 16 insults ago,517.26,5.399,519.9594999999999,-0.4215,0.0,0.3,-0.16670462695899074,-0.13607627650216783,-0.29369575881373305
I don't believe the emperor summoned us,520.399,4.121,522.4595,0.0,0.0,-0.7,-0.16644883179551123,-0.1365534032539813,-0.2925647185666064
on account of me at all he summoned us,522.659,3.541,524.4295,0.0,0.0,-0.7,-0.16624331191501965,-0.1369179033214425,-0.29166127083548526
on account of you,524.52,4.319,526.6795,0.0,0.0,0.6,-0.16600444499694705,-0.13732121455557625,-0.290616569374109
what have I done I have an idea someone,526.2,4.92,528.6600000000001,0.0,0.0,0.4,-0.16579064233831803,-0.1376642437651573,-0.28968590712717024
has expressed an interest in you and the,528.839,3.921,530.7995000000001,0.4588,0.0,0.7,-0.16555605503863857,-0.13802166709667263,-0.28866911963028347
emperor wants to arrange a marriage,531.12,3.899,533.0695,0.0,0.2,0.2,-0.1653031751697128,-0.13838534102926286,-0.28757765458851253
nonsense his majesty knows that I'm,532.76,4.18,534.85,-0.4019,0.0,-0.7,-0.16510204422647276,-0.13865895324286207,-0.28671263928747004
still in mourning two years of mourning,535.019,3.241,536.6395,-0.7003,0.0,-0.8,-0.16489750644343565,-0.1389232741322063,-0.28583553024321773
for a husband you couldn't endure is,536.94,2.22,538.0500000000001,0.0,0.0,-0.7,-0.16473464381440156,-0.1391238534263492,-0.2851388343583664
yes I see a highly satisfactory new,539.16,5.1,541.7099999999999,0.6697,0.1481818181818182,0.8,-0.16430553650934787,-0.13961117107047957,-0.28330962349306155
marriage some member of the Belgium,541.8,6.3,544.9499999999999,0.0,0.0,0.5,-0.16391820043528213,-0.14000082080617932,-0.2816653981013708
diplomatica or perhaps a Russian Duke,544.26,7.68,548.1,0.0,0.0,0.4,-0.1635352987153186,-0.14034008790674862,-0.280045346216129
rations don't you manage as oozes from,548.1,5.7,550.95,0.0,-0.2,-0.7,-0.16318380390098342,-0.14061189628955617,-0.2785620554623334
them and dear papa you could always,551.94,4.78,554.33,0.3818,0.0,0.8,-0.1627611042464659,-0.14088904405774758,-0.2767822573211835
mortgage the Kremlin,553.8,10.73,559.165,0.0,0.0,0.2,-0.16214630133895608,-0.1411959389888238,-0.27419936447784776
we've Excellency the general Baron,565.92,6.9,569.37,0.5423,0.05,0.6,-0.16081508285359514,-0.14147005664212267,-0.268618192749513
holinia and the countess vonstrate,568.26,4.56,570.54,0.0,0.0,0.2,-0.1606599749008858,-0.1414669827082128,-0.2679680804083753
about an elenia,583.82,6.28,586.96,0.0,0.0,0.3,-0.1584451728275922,-0.14059681732977036,-0.25865955974871946
oh my dear Johanna I'll get up sorry I,586.44,6.66,589.7700000000001,0.3182,-0.5,0.4,-0.15806122709280437,-0.14028242910860653,-0.25703713633682895
can't kiss your hand bad cold,590.1,5.46,592.83,-0.7984281711750132,-0.6499999999999999,0.2,-0.15764228102411781,-0.1398811614462225,-0.25526244900314515
and how is that,593.1,5.34,595.77,0.0,0.0,0.2,-0.1572392461081219,-0.1394362622890816,-0.25355030217329855
you're wearing a new perfume even I can,595.56,5.7,598.41,0.0,0.1363636363636363,0.4,-0.15687715699624294,-0.13898594216013968,-0.2520075646660713
smell it with my stuffed up nose oh sit,598.44,4.019,600.4495000000001,0.0,0.0,0.2,-0.15659745693451235,-0.13860442000897094,-0.250812646449918
Louis come on say hello to shahirazad,602.459,5.0,604.959,0.0,0.0,0.5,-0.15597964076616747,-0.13765412347009195,-0.24816227049506842
