text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
my Royal day can be a royal board it,138.599,6.761,141.9795,0.0,0.0,0.7,-0.2028629733961562,-0.2805628107408518,-0.12690594758682444
beads me colder than a basement floor,142.04,6.52,145.29999999999998,0.0,0.0,-0.7,-0.19932913798777746,-0.2823125742827798,-0.12914384239654117
the only moment I keep waiting for is,145.36,5.8,148.26000000000002,0.0,0.0,-0.7,-0.19631546076540005,-0.2838470105645621,-0.13107843140120007
when the day will be,148.56,6.0,151.56,0.0,0.0,0.2,-0.19310471778352867,-0.2855290148180273,-0.1331685933452732
through I never notice if it's dark or,151.16,6.799,154.5595,0.0,-0.15,0.2,-0.19032044506527826,-0.28703117072793116,-0.1350078295960362
clear what people say to me I hardly,154.56,6.759,157.9395,0.3818,-0.0958333333333333,-0.7,-0.187333283234355,-0.28869289807734716,-0.13701166583301064
hear the passing hours are an endless,157.959,6.28,161.099,0.0,-0.125,-0.7,-0.18468245235674388,-0.2902160277538033,-0.13881934345498315
year until at last I'm,161.319,6.241,164.43949999999998,0.0,0.0,-0.7,-0.18202562534571304,-0.2917941371533765,-0.14066225753275782
alone with,164.239,3.321,165.89950000000002,-0.25,0.0,0.2,-0.180910787384563,-0.2924733052681921,-0.14144578477075473
you every night at,172.04,8.16,176.12,0.0,0.0,0.4,-0.1738727558959417,-0.2970432513577575,-0.14656079932254476
7 you walk in as fresh as Clover and I I,175.28,9.599,180.0795,0.3182,0.3,0.6,-0.17149508440254604,-0.29872468675866376,-0.14837022753004797
begin to sigh all over,180.2,4.679,182.5395,0.0258,0.0,-0.7,-0.17011257414907616,-0.29974364388499497,-0.14944652781050813
again every night at,185.76,8.0,189.76,0.0,0.0,0.5,-0.166461482092066,-0.3026182492162695,-0.1523956936035181
s you come by like May returning and me,189.08,8.879,193.5195,0.3612,0.0,-0.5,-0.1647934795167173,-0.30404493105031205,-0.15380839750864939
oh my I start in yearning,193.76,7.28,197.4,0.128,0.0,0.7,-0.16323340220609875,-0.3054661029805649,-0.155179259092207
again you seem to,197.959,9.241,202.5795,0.0,0.0,0.3,-0.1613990510595799,-0.3072800755619645,-0.1568720669452054
bring Far Away spring near,201.04,10.44,206.26,0.0,0.1,0.7,-0.1602624766490855,-0.3085103716273985,-0.15798065285278576
me I'm always in for,207.2,8.0,211.2,0.0,0.0,0.4,-0.15894725374036334,-0.3100835349498237,-0.15934666819976978
BL when you're in the room for every,211.48,6.0,214.48,0.6166,0.0,0.6,-0.15820295101517157,-0.31107776620557986,-0.16017712154409675
at every time the same thing happens I,217.48,7.52,221.24,0.0,0.0,-0.7,-0.15698035087479711,-0.3129976410333819,-0.16169810790994754
fall once again in love but only with,221.4,5.51,224.155,0.3818,0.25,0.7,-0.15657778266752032,-0.3137708910900923,-0.16227555080744613
every night,317.759,6.641,321.0795,0.0,0.0,0.2,-0.17251483540765838,-0.3181049426668821,-0.1567046052586133
at every time the same thing happens I,320.44,9.56,325.22,0.0,0.0,-0.7,-0.1738966766475392,-0.31725459708035997,-0.15548564688967734
fall once again in love but only with,324.4,21.43,335.11499999999995,0.3818,0.25,0.5,-0.17723087249587596,-0.31483942267266424,-0.1522789457186881
you may I say your performance was a bit,348.08,4.119,350.1395,0.0,0.0,-0.5,-0.1822376113197883,-0.3101119170195364,-0.14664090077964603
ragged you were so slow going around the,350.4,3.32,352.06,0.0,-0.3,-0.7,-0.18286135690657185,-0.30941323314831093,-0.14585518897118027
throne I almost caught you well the,352.199,4.241,354.3195,0.2111,0.0,0.4,-0.1835881276212207,-0.308563361964374,-0.14491228846920343
audience seem to like it it was so hot,353.72,4.039,355.7395,0.3612,0.25,0.7,-0.1840405763006527,-0.30801376793084867,-0.14430954311439112
