text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
this is the castle of bamo in the,96.479,4.481,98.7195,0.0,0.0,0.4,0.07848848905410809,0.10275617771257531,0.29962147775994274
principality of bamo in Southeastern,98.32,5.479,101.0595,0.0,0.0,0.2,0.07716480269119913,0.10134893730885333,0.2966999503748163
Europe the year is,100.96,5.439,103.6795,0.0,0.0,0.3,0.07575021447532318,0.09984962248092864,0.2937445668141882
1861 this is the Castle's ancestral,103.799,5.241,106.4195,0.0,0.0,0.7,0.07434557476272022,0.09836625084732749,0.29099837577793564
Gallery every night old Luigi bids good,106.399,4.841,108.8195,0.4404,0.3999999999999999,0.5,0.07317671416282398,0.09713663939388112,0.28887198320086055
night to his dead Masters who through,109.04,4.24,111.16,-0.6486,-0.2,-0.7,0.07209100362092284,0.09599899719921276,0.2870402696906293
the centuries ruled from this Castle in,111.24,5.76,114.12,0.0,0.0,0.2,0.07079288669036532,0.09464543898854653,0.2850527785953269
peace and War mostly in war for small,113.28,5.839,116.1995,-0.6486,0.125,-0.7,0.06992994147291598,0.09375031402217406,0.28386789974281473
Bergamo holds a strategically important,117.0,3.759,118.8795,0.2023,0.4,0.4,0.0688761409061796,0.0926631950332893,0.282587493394828
position on the road to,119.119,3.96,121.099,0.0,0.0,0.4,0.06805212041663515,0.09181846648717436,0.2817291282192527
Rome there in the background is Count,120.759,6.081,123.7995,0.0,0.0,0.7,0.06710766473559514,0.09085713948816337,0.28092063424488267
Jovan a famous poet in his time next,123.079,7.32,126.739,0.0,0.25,0.5,0.06615040770996176,0.08989179167040783,0.280320801330618
count as Isabella this is Count Dominic,126.84,4.36,129.02,0.0,0.0,0.2,0.06545715770655848,0.0891995603506572,0.28004638093645357
Orlando and this is Count Alberto the,131.2,4.96,133.67999999999998,0.0,0.0,0.4,0.06417117332136386,0.08793519899961715,0.27997000377871795
great great great great grandfather of,134.04,4.24,136.16,0.9545,0.8,0.6,0.06355585911899218,0.08734194505973072,0.2801763688908867
the presently ruling ctis,136.16,5.359,138.8395,0.0,0.0,0.2,0.06294313584311916,0.08676117733851366,0.2805774673163742
Angelina his wife Franchesca called the,138.28,6.319,141.4395,0.0,0.0,0.4,0.06239886793206197,0.08625588703266356,0.2811319819162778
lady in IR saved the castle 300 years,141.519,5.0,144.019,0.4215,0.0,0.8,0.061906403678627854,0.0858097590732151,0.28183164406419625
ago from a mighty conqueror in a moment,144.599,2.601,145.8995,0.0,0.4,0.7,0.061576412260554575,0.08551830831211797,0.28242914903777017
danger but tonight Franchesca is happy,147.2,5.48,149.94,0.5927,0.8,0.4,0.0609474162911899,0.08498552447634014,0.2839403306391912
for her great great great great,150.84,4.89,153.285,0.9545,0.8,0.6,0.06050623490074259,0.08463763431570533,0.28540134819593554
granddaughter Angelina will be married,152.68,15.89,160.625,0.0,0.25,0.7,0.05977501947814636,0.0841534259553193,0.28914858850594344
tomorrow and this this is Angelina,178.56,4.12,180.62,0.0,0.0,0.4,0.05920672373602757,0.08453814986692214,0.30131032796686713
ruling cess of,181.12,3.88,183.06,0.0,0.0,-0.5,0.05925787562518824,0.08473223634558365,0.30281335862644526
pgo great great great great,182.68,4.14,184.75,0.9545,0.8,0.8,0.05930638761705438,0.0848829976394277,0.30383854469107424
