text,start,duration,time_midpoint,vader,textblob,llama3
not yet Carrie,17.94,3.14,19.51,0.0,0.0,0.7
not yet Carrie,33.6,3.139,35.1695,0.0,0.0,0.2
Harvey you have the key huh,94.32,7.82,98.23,0.0,0.0,0.2
well look for it darling yeah,97.86,4.28,100.0,0.7964,0.0,0.2
look in this first pocket that's usually,105.479,4.14,107.549,0.0,0.0,0.3
where you hide it oh yeah,107.28,4.26,109.41,0.128,0.0,0.7
oh but I didn't hide it I put it there,109.619,3.841,111.5395,0.1967,0.0,0.7
so that I could find it here it is,111.54,3.539,113.3095,0.0,0.0,0.4
would you turn on the porch light and,113.46,3.54,115.23,0.0,0.4,-0.7
turn off that hall light close the door,115.079,3.301,116.7295,0.0,0.4,0.3
and be sure this locked and I'll start,117.0,4.22,119.11,0.3182,0.5,0.5
the car I understand,118.38,2.84,119.8,0.0,0.0,0.7
oh Jill come on in,144.9,4.919,147.3595,0.0,0.0,0.4
going to a dance,149.819,3.961,151.7995,0.0,0.0,0.7
oh yes and we're going to be late if we,151.5,4.879,153.9395,0.4019,-0.3,-0.7
don't hurry,153.78,2.599,155.0795,0.0,0.0,0.3
now let's start all over again you've,156.42,3.179,158.00949999999995,0.0,0.0,0.2
got your key,157.86,3.84,159.78,0.0,0.0,0.7
no it's in that pocket and that's right,159.599,3.72,161.459,-0.296,0.2857142857142857,0.4
I put it there on purpose and you're,161.7,3.96,163.67999999999998,0.0,0.0,-0.7
going to turn the porch light on and the,163.319,3.841,165.2395,0.0,0.4,-0.5
hall light off,165.66,3.12,167.22,0.0,0.4,0.4
and then you're going to lock the door,167.16,5.719,170.0195,0.0,0.0,0.3
right now come along darling,168.78,4.099,170.8295,0.5859,0.2857142857142857,0.7
Barnaby are you thinking,188.459,3.5,190.209,0.0,0.0,0.3
that's pretty dark in here isn't it,193.379,3.621,195.1895,0.4939,0.05,-0.7
well that's better,197.099,4.201,199.1995,0.6124,0.5,0.7
what are you thinking about,198.84,5.039,201.3595,0.0,0.0,0.2
that's the test we made in the lab today,201.3,5.159,203.8795,0.0,0.0,-0.7
they prove that only 23 percent of the,203.879,4.681,206.2195,0.0,0.0,0.4
formula is being assimilated oh the,206.459,4.321,208.6195,0.0,0.0,0.6
formula well you know what that means,208.56,6.66,211.89,0.2732,0.0,0.3
that means it 73 is absolute waste 73,210.78,6.06,213.81,-0.4215,0.0,-0.8
what happens,215.22,6.9,218.67,0.0,0.0,0.2
not 73 77 what did I say 77 oh,216.84,6.78,220.23,0.0,0.0,0.2
I guess as far as having some little,222.12,3.119,223.6795,0.0,-0.04375,0.2
effect on those chimpanzees we're,223.62,3.6,225.42,0.0,0.0,-0.7
experimenting with we've been giving it,225.239,4.14,227.309,0.34,0.0,0.4
