text,start,duration,time_midpoint,vader,textblob,llama3
the biblical injunction thou shalt not,78.4,4.24,80.52000000000001,0.0,0.0,-0.7
is one that requires qualification in,82.64,4.0,84.64,0.0,0.0,0.2
view of our broader knowledge of,85.119,5.04,87.639,0.0,0.0,0.4
impulses behind homicide,86.64,3.519,88.3995,0.0,-0.4,-0.7
the various legal categories such as,90.4,5.2,93.0,0.128,0.06666666666666667,-0.7
first and second degree murder,93.28,6.56,96.56,-0.6908,0.125,-0.7
various degrees of homicide manslaughter,95.6,6.879,99.0395,0.0,0.0,0.2
civilized recognitions of impulses of,99.84,6.48,103.08,0.0,0.4,0.5
various degrees of culpability,102.479,3.841,104.3995,0.0,0.0,0.3
the man who kills the self-defense for,106.64,3.92,108.6,-0.5423,0.0,0.5
instance must not be judged by the same,108.24,3.839,110.1595,0.0,0.0,0.4
standards plight of the man who kills,110.56,5.28,113.2,-0.5423,0.0,-0.7
what are you doing tonight well i'm,125.04,3.279,126.6795,0.2732,0.0,0.2
having dinner with layla and boxing at,126.719,2.081,127.7595,0.0,0.0,0.6
well i just don't want you to stay,128.8,3.439,130.51950000000002,0.2211,0.0,-0.7
cooped up every night working all the,130.479,2.161,131.5595,0.0,0.0,-0.7
well i won't i promise you i'll get out,132.64,3.12,134.2,0.0356,0.0,-0.7
i should think you would after classes,135.76,3.839,137.6795,0.0,0.0,0.4
all day but once you get your nose into,137.52,3.359,139.1995,0.0,0.0,0.7
a book mama,139.599,5.28,142.23899999999998,0.0,0.0,0.4
they're going yes dear goodbye darling,140.879,5.681,143.71949999999998,0.8442,0.0,0.8
i'm so sorry you're not going with this,144.879,3.761,146.7595,-0.1513,-0.5,-0.8
so bye but you have a good time don't,146.56,3.44,148.28,0.5927,0.7,0.2
you worry about me,148.64,3.92,150.6,-0.4404,0.0,0.7
will you miss me every minute of the day,150.0,4.72,152.36,-0.1531,0.0,0.7
every second of the night,152.56,6.959,156.0395,0.0,0.0,0.3
mama bye sweetie just daddy goodbye,154.72,4.799,157.1195,0.4939,0.0,0.6
goodbye you little brats song,159.92,6.56,163.2,0.0,-0.1875,0.4
so long and my mother both of you yes,163.599,4.881,166.03949999999998,0.4019,-0.05,0.2
yes i will,168.48,3.36,170.16,0.4019,0.0,0.7
get your papers,186.319,13.521,193.0795,0.0,0.0,0.4
flirting with our sweetheart hello,216.56,4.08,218.6,0.7269,0.0,0.7
michael how are you friends fancy,218.56,2.64,219.88,0.4767,0.0,0.6
wishy haven't the painter's idea but,221.2,4.08,223.24,0.0,0.0,-0.7
we've decided she's our dream girl,223.28,3.84,225.2,0.25,0.0,0.8
just from that picture that's right we,225.28,3.84,227.2,0.0,0.2857142857142857,0.3
saw her first but it's an extraordinary,227.12,2.64,228.44,0.0,0.29166666666666663,0.7
extraordinary woman too i bet,229.76,12.08,235.8,0.0,0.3333333333333333,0.7
well what's the program now huh stalk,242.0,3.439,243.7195,0.2732,0.0,-0.7
billy roses well i hate to disappoint,245.439,5.761,248.3195,-0.6486,-0.8,-0.7
you gentlemen but the program so far as,249.12,3.6,250.92,0.0,0.1,0.3
i'm concerned,251.2,5.92,254.16,0.0,0.0,-0.7
is one cigar another drink nearly to bed,252.72,5.68,255.56,0.0,0.1,0.3
i have a lecture at night tomorrow,257.12,2.56,258.4,0.0,0.0,0.6
morning and i expect to deliver it,258.4,2.16,259.48,0.0,0.0,0.2
without support,259.68,2.32,260.84000000000003,-0.3089,0.0,-0.7
you need to sit there and tell us that,260.56,2.639,261.8795,0.0,0.0,-0.7
on the first night of your summer,262.0,2.08,263.04,0.0,0.25,0.7
we're not even going to a burlesque show,264.08,3.92,266.04,0.0,0.0,-0.7
no but if one of the young,266.4,4.48,268.64,-0.1531,0.1,0.4
ladies wishes to come over here and,268.0,4.4,270.2,0.1531,0.0,0.4
perform about uh,270.88,4.879,273.3195,0.0,0.0,0.2
there i'd only be too happy to watch,272.4,7.359,276.0795,0.5719,0.4,0.8
incredible absolutely shameful,275.759,6.321,278.9195,-0.5819,0.55,-0.8
it's outraging tradition well look i'm a,279.759,3.761,281.6395,-0.2263,0.0,-0.7
middle-aged man,282.08,4.399,284.2795,0.0,0.0,0.2
we all are we're three old crocs and,283.52,4.72,285.88,0.0,0.1,0.3
that sort of shenanigan is out for it,286.479,2.801,287.8795,0.0,0.0,0.4
just a minute,288.24,3.04,289.76,0.0,0.0,0.3
i don't know that i like being described,289.28,3.52,291.04,0.3612,0.0,-0.7
as an old truck,291.28,3.68,293.11999999999995,0.0,0.1,0.3
no michael he's right i'm afraid and,292.8,3.76,294.68,-0.296,-0.15714285714285714,0.2
it's a darn good thing too,294.96,3.519,296.7195,0.4404,0.7,0.7
men our age i didn't say that i didn't,296.56,3.359,298.2395,0.0,0.0,-0.7
say it was a good thing,298.479,3.761,300.3595,0.4404,0.7,0.7
because i don't know that it is all i,299.919,4.241,302.0395,0.0,0.0,-0.7
know is that i hate it,302.24,4.399,304.4395,-0.5719,-0.8,-0.8
i hate this solidity the stodginess i'm,304.16,3.84,306.08000000000004,-0.5719,-0.8,-0.8
beginning to feel,306.639,2.961,308.1195,0.0,0.0,0.4
to me it's the end of the brightness of,308.0,3.84,309.92,0.3818,0.0,-0.7
life the end of spirit and adventure,309.6,4.72,311.96000000000004,0.4588,0.0,-0.7
don't talk like that men of our years,311.84,4.4,314.04,-0.2755,0.0,0.7
have no business playing around with any,314.32,4.24,316.44,-0.4199,0.0,-0.7
adventure that they can avoid,316.24,3.679,318.0795,0.0258,0.0,0.2
we're like athletes who are out of,318.56,3.76,320.44,0.3612,0.0,0.4
condition we can't handle that sort of,319.919,3.28,321.559,0.0,0.0,-0.7
thing anymore,322.32,3.599,324.1195,0.0,0.0,-0.7
life ends at 40. in the district,323.199,4.481,325.4395,0.0,0.0,0.4
attorney's office we see what happens to,325.919,3.361,327.5995,0.0,0.0,-0.4
middle-aged men who try to act like,327.68,3.92,329.64,0.3612,0.0,0.2
and i'm not joking when i tell you that,331.6,4.24,333.72,-0.1695,0.0,0.7
i've seen genuine actual tragedy issuing,333.44,4.24,335.56,-0.6597,0.2,-0.7
directly out of pure carelessness out of,335.84,3.44,337.56,-0.34,0.15714285714285714,-0.7
the merest trifles,337.68,4.4,339.88,0.0,0.0,0.2
casual impulse an idol flirtation one,339.28,4.4,341.48,0.5423,-0.5000000000000001,0.4
drink too many,342.08,4.64,344.4,0.0,0.5,-0.7
how many is that third isn't it a great,343.68,5.359,346.3595,-0.5096,0.43333333333333335,0.4
scout he's lost count already,346.72,4.24,348.84000000000003,-0.3182,0.0,-0.7
he's a strictly two drink man always has,349.039,3.841,350.9595,0.0,0.0,0.4
been for years i'm sorry if i sound,350.96,2.799,352.3595,-0.0772,-0.04999999999999999,-0.7
but trouble starts too from little,353.759,3.121,355.3195,-0.5499,-0.19375,-0.7
things often from some,355.199,4.161,357.2795,0.0,0.0,0.2
forgotten natural tendency yes when i,356.88,3.84,358.8,0.5106,0.1,0.3
have a date for an idol,359.36,4.0,361.36,0.0,0.0,0.7
plantation without a turner but we won't,360.72,4.0,362.72,0.0,0.0,-0.7
tomorrow night hey good why don't you,364.72,3.199,366.3195,0.4404,0.7,0.4
make it every night,366.96,2.16,368.04,0.0,0.0,0.4
the three of us unless you've got,367.919,2.961,369.3995,0.0,0.0,0.4
something better to do fine that's a,369.12,2.48,370.36,0.5719,0.45833333333333337,-0.7
i think i'll run along with you splendid,371.6,4.0,373.6,0.5859,0.8333333333333334,0.7
maybe lana can dig up for,373.759,4.72,376.119,0.0,0.0,0.2
rita hayworth for you but what about me,375.6,4.08,377.64,0.0,0.0,0.4
do you think it's quite safe to leave me,378.479,1.521,379.2395,0.4077,0.5,-0.7
in this somewhat rebellious state of,380.0,3.12,381.56,-0.228,0.0,0.4
mind no you'll be all right i'm sure,381.28,3.359,382.9595,0.0258,0.39285714285714285,0.5
just you run along to bed like a good,383.12,3.04,384.64,0.6597,0.7,0.2
